significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,
TRUE,"5,19822447128499E-21",308,286,35,"0,122377622377622","0,113636363636364",GO:0050778,GO:BP,positive regulation of immune response,24356,15381,
TRUE,"1,0024138037447E-20",4342,286,124,"0,433566433566434","0,028558268079226",GO:0051716,GO:BP,cellular response to stimulus,24356,16130,
TRUE,"1,1858689500668E-20",7420,286,169,"0,590909090909091","0,02277628032345",GO:0065007,GO:BP,biological regulation,24356,18687,
TRUE,"3,39396654195682E-20",258,286,32,"0,111888111888112","0,124031007751938",GO:1903131,GO:BP,mononuclear cell differentiation,24356,26232,
TRUE,"3,49139479336387E-19",176,286,27,"0,094405594405594","0,153409090909091",GO:0050851,GO:BP,antigen receptor-mediated signaling pathway,24356,15436,
TRUE,"9,73528987690087E-19",335,286,34,"0,118881118881119","0,101492537313433",GO:0002521,GO:BP,leukocyte differentiation,24356,1179,
TRUE,"1,24737230079426E-18",6679,286,155,"0,541958041958042","0,023207066926187",GO:0050794,GO:BP,regulation of cellular process,24356,15391,
TRUE,"1,36169605583491E-18",185,286,27,"0,094405594405594","0,145945945945946",GO:0002429,GO:BP,immune response-activating cell surface receptor signaling pathway,24356,1088,
TRUE,"1,36169605583491E-18",185,286,27,"0,094405594405594","0,145945945945946",GO:0002757,GO:BP,immune response-activating signal transduction,24356,1405,
TRUE,"2,10741713765661E-18",188,286,27,"0,094405594405594","0,143617021276596",GO:0002768,GO:BP,immune response-regulating cell surface receptor signaling pathway,24356,1416,
TRUE,"2,43330964015451E-18",189,286,27,"0,094405594405594","0,142857142857143",GO:0002764,GO:BP,immune response-regulating signaling pathway,24356,1412,
TRUE,"6,38281400799307E-18",259,286,30,"0,104895104895105","0,115830115830116",GO:0042110,GO:BP,T cell activation,24356,11587,
TRUE,"8,99940533538502E-18",558,286,41,"0,143356643356643","0,073476702508961",GO:0048534,GO:BP,hematopoietic or lymphoid organ development,24356,14917,
TRUE,"9,08023238849231E-18",71,286,19,"0,066433566433566","0,267605633802817",GO:0050852,GO:BP,T cell receptor signaling pathway,24356,15437,
TRUE,"1,07237459497335E-17",530,286,40,"0,13986013986014","0,075471698113208",GO:0030097,GO:BP,hemopoiesis,24356,7735,
TRUE,"8,39416382093661E-17",593,286,41,"0,143356643356643","0,069139966273187",GO:0002520,GO:BP,immune system development,24356,1178,
TRUE,"1,60059090480413E-16",221,286,27,"0,094405594405594","0,122171945701357",GO:0002253,GO:BP,activation of immune response,24356,921,
TRUE,"3,92688393905814E-16",167,286,24,"0,083916083916084","0,143712574850299",GO:0030217,GO:BP,T cell differentiation,24356,7791,
TRUE,"9,91629506372541E-16",361,286,32,"0,111888111888112","0,088642659279778",GO:0001816,GO:BP,cytokine production,24356,598,
TRUE,"1,2828333733748E-15",1171,286,55,"0,192307692307692","0,046968403074296",GO:0048584,GO:BP,positive regulation of response to stimulus,24356,14959,
TRUE,"7,84803601387815E-15",169,286,23,"0,08041958041958","0,136094674556213",GO:0007159,GO:BP,leukocyte cell-cell adhesion,24356,3079,
TRUE,"2,70585193338104E-14",3561,286,99,"0,346153846153846","0,027801179443976",GO:0048518,GO:BP,positive regulation of biological process,24356,14903,
TRUE,"5,29220421097546E-14",1593,286,62,"0,216783216783217","0,038920276208412",GO:0007166,GO:BP,cell surface receptor signaling pathway,24356,3086,
TRUE,"1,24773018664439E-13",312,286,28,"0,097902097902098","0,08974358974359",GO:0001817,GO:BP,regulation of cytokine production,24356,599,
TRUE,"1,87735336845198E-13",84,286,17,"0,059440559440559","0,202380952380952",GO:0046631,GO:BP,alpha-beta T cell activation,24356,14309,
TRUE,"5,18727093160419E-13",12167,286,210,"0,734265734265734","0,01725980110134",GO:0008150,GO:BP,biological_process,24356,3550,
TRUE,"1,05321881358385E-11",2200,286,70,"0,244755244755245","0,031818181818182",GO:0048583,GO:BP,regulation of response to stimulus,24356,14958,
TRUE,"1,97344961403662E-11",148,286,19,"0,066433566433566","0,128378378378378",GO:1903037,GO:BP,regulation of leukocyte cell-cell adhesion,24356,26146,
TRUE,"4,21313082161522E-11",392,286,28,"0,097902097902098","0,071428571428571",GO:0030155,GO:BP,regulation of cell adhesion,24356,7752,
TRUE,"8,76945113252166E-11",101,286,16,"0,055944055944056","0,158415841584158",GO:1903039,GO:BP,positive regulation of leukocyte cell-cell adhesion,24356,26148,
TRUE,"9,90760461205988E-11",184,286,20,"0,06993006993007","0,108695652173913",GO:0001819,GO:BP,positive regulation of cytokine production,24356,601,
TRUE,"1,80588520839722E-10",145,286,18,"0,062937062937063","0,124137931034483",GO:0046651,GO:BP,lymphocyte proliferation,24356,14328,
TRUE,"1,80588520839722E-10",145,286,18,"0,062937062937063","0,124137931034483",GO:0032943,GO:BP,mononuclear cell proliferation,24356,9175,
TRUE,"5,81482833109803E-10",155,286,18,"0,062937062937063","0,116129032258065",GO:0070661,GO:BP,leukocyte proliferation,24356,19069,
TRUE,"1,3145870513425E-09",237,286,21,"0,073426573426573","0,088607594936709",GO:0050867,GO:BP,positive regulation of cell activation,24356,15452,
TRUE,"1,39458801497831E-09",120,286,16,"0,055944055944056","0,133333333333333",GO:0022409,GO:BP,positive regulation of cell-cell adhesion,24356,7619,
TRUE,"1,69578665388942E-09",3268,286,84,"0,293706293706294","0,025703794369645",GO:0048522,GO:BP,positive regulation of cellular process,24356,14907,
TRUE,"2,3746692111787E-09",31,286,10,"0,034965034965035","0,32258064516129",GO:0050854,GO:BP,regulation of antigen receptor-mediated signaling pathway,24356,15439,
TRUE,"4,85431852218312E-09",33,286,10,"0,034965034965035","0,303030303030303",GO:0045058,GO:BP,T cell selection,24356,13163,
TRUE,"5,12709585440431E-09",91,286,14,"0,048951048951049","0,153846153846154",GO:0050870,GO:BP,positive regulation of T cell activation,24356,15455,
TRUE,"7,48542191641691E-09",205,286,19,"0,066433566433566","0,092682926829268",GO:0022407,GO:BP,regulation of cell-cell adhesion,24356,7617,
TRUE,"9,0882554382622E-09",234,286,20,"0,06993006993007","0,085470085470086",GO:0002696,GO:BP,positive regulation of leukocyte activation,24356,1350,
TRUE,"1,08682061558806E-08",356,286,24,"0,083916083916084","0,067415730337079",GO:0050865,GO:BP,regulation of cell activation,24356,15450,
TRUE,"1,19447262019077E-08",11166,286,188,"0,657342657342657","0,016836826079169",GO:0009987,GO:BP,cellular process,24356,4294,
TRUE,"1,41707920486902E-08",11,286,7,"0,024475524475525","0,636363636363636",GO:0043383,GO:BP,negative T cell selection,24356,12336,
TRUE,"1,62650621398994E-08",64,286,12,"0,041958041958042","0,1875",GO:0002706,GO:BP,regulation of lymphocyte mediated immunity,24356,1360,
TRUE,"1,65159329429355E-08",905,286,38,"0,132867132867133","0,041988950276243",GO:0006915,GO:BP,apoptotic process,24356,2874,
TRUE,"2,87851014406871E-08",67,286,12,"0,041958041958042","0,17910447761194",GO:0046632,GO:BP,alpha-beta T cell differentiation,24356,14310,
TRUE,"2,99937302707407E-08",341,286,23,"0,08041958041958","0,067448680351906",GO:0002694,GO:BP,regulation of leukocyte activation,24356,1348,
TRUE,"4,29932582462459E-08",935,286,38,"0,132867132867133","0,040641711229947",GO:0012501,GO:BP,programmed cell death,24356,5138,
TRUE,"4,49102371405426E-08",227,286,19,"0,066433566433566","0,083700440528634",GO:0045785,GO:BP,positive regulation of cell adhesion,24356,13571,
TRUE,"4,52545605963777E-08",87,286,13,"0,045454545454546","0,149425287356322",GO:0002703,GO:BP,regulation of leukocyte mediated immunity,24356,1357,
TRUE,"5,49982017504371E-08",152,286,16,"0,055944055944056","0,105263157894737",GO:0050863,GO:BP,regulation of T cell activation,24356,15448,
TRUE,"7,21159406794481E-08",776,286,34,"0,118881118881119","0,043814432989691",GO:0007155,GO:BP,cell adhesion,24356,3075,
TRUE,"8,56013972524627E-08",781,286,34,"0,118881118881119","0,043533930857875",GO:0022610,GO:BP,biological adhesion,24356,7637,
TRUE,"1,09638303913357E-07",299,286,21,"0,073426573426573","0,070234113712375",GO:0051249,GO:BP,regulation of lymphocyte activation,24356,15770,
TRUE,"1,10841624657144E-07",1012,286,39,"0,136363636363636","0,038537549407115",GO:0008219,GO:BP,cell death,24356,3580,
TRUE,"1,62222690871476E-07",216,286,18,"0,062937062937063","0,083333333333333",GO:0051251,GO:BP,positive regulation of lymphocyte activation,24356,15772,
TRUE,"2,03700301282417E-07",410,286,24,"0,083916083916084","0,058536585365854",GO:0002252,GO:BP,immune effector process,24356,920,
TRUE,"2,16894983554881E-07",79,286,12,"0,041958041958042","0,151898734177215",GO:0002819,GO:BP,regulation of adaptive immune response,24356,1466,
TRUE,"2,19325250854233E-07",1532,286,49,"0,171328671328671","0,031984334203655",GO:0035556,GO:BP,intracellular signal transduction,24356,10508,
TRUE,"2,41335014025827E-07",99,286,13,"0,045454545454546","0,131313131313131",GO:0042098,GO:BP,T cell proliferation,24356,11582,
TRUE,"2,86744004811666E-07",731,286,32,"0,111888111888112","0,043775649794802",GO:0042981,GO:BP,regulation of apoptotic process,24356,12117,
TRUE,"4,31539122443471E-07",462,286,25,"0,087412587412587","0,054112554112554",GO:0098609,GO:BP,cell-cell adhesion,24356,22117,
TRUE,"4,87127072087537E-07",231,286,18,"0,062937062937063","0,077922077922078",GO:0042113,GO:BP,B cell activation,24356,11588,
TRUE,"5,77020410928028E-07",106,286,13,"0,045454545454546","0,122641509433962",GO:0050670,GO:BP,regulation of lymphocyte proliferation,24356,15321,
TRUE,"5,77020410928028E-07",106,286,13,"0,045454545454546","0,122641509433962",GO:0032944,GO:BP,regulation of mononuclear cell proliferation,24356,9176,
TRUE,"5,8195604559253E-07",752,286,32,"0,111888111888112","0,042553191489362",GO:0043067,GO:BP,regulation of programmed cell death,24356,12178,
TRUE,"7,84764858719642E-07",10,286,6,"0,020979020979021","0,6",GO:0045060,GO:BP,negative thymic T cell selection,24356,13165,
TRUE,"9,1051520288923E-07",39,286,9,"0,031468531468532","0,230769230769231",GO:0032623,GO:BP,interleukin-2 production,24356,8909,
TRUE,"9,68035962249881E-07",241,286,18,"0,062937062937063","0,074688796680498",GO:0002250,GO:BP,adaptive immune response,24356,918,
TRUE,"1,01003676899045E-06",54,286,10,"0,034965034965035","0,185185185185185",GO:0002705,GO:BP,positive regulation of leukocyte mediated immunity,24356,1359,
TRUE,"1,15711366696689E-06",112,286,13,"0,045454545454546","0,116071428571429",GO:0070663,GO:BP,regulation of leukocyte proliferation,24356,19071,
TRUE,"1,27358588497895E-06",18,286,7,"0,024475524475525","0,388888888888889",GO:0045061,GO:BP,thymic T cell selection,24356,13166,
TRUE,"1,29394846366445E-06",113,286,13,"0,045454545454546","0,115044247787611",GO:0050853,GO:BP,B cell receptor signaling pathway,24356,15438,
TRUE,"1,46713668883419E-06",1951,286,55,"0,192307692307692","0,028190671450538",GO:0048513,GO:BP,animal organ development,24356,14898,
TRUE,"1,99632127409888E-06",19,286,7,"0,024475524475525","0,368421052631579",GO:0032743,GO:BP,positive regulation of interleukin-2 production,24356,9029,
TRUE,"4,21928812389302E-06",32,286,8,"0,027972027972028","0,25",GO:0032663,GO:BP,regulation of interleukin-2 production,24356,8949,
TRUE,"4,51512428786856E-06",21,286,7,"0,024475524475525","0,333333333333333",GO:0050856,GO:BP,regulation of T cell receptor signaling pathway,24356,15441,
TRUE,"4,5694766840495E-06",818,286,32,"0,111888111888112","0,039119804400978",GO:0010941,GO:BP,regulation of cell death,24356,5083,
TRUE,"4,91521410467636E-06",63,286,10,"0,034965034965035","0,158730158730159",GO:0032946,GO:BP,positive regulation of mononuclear cell proliferation,24356,9178,
TRUE,"4,91521410467636E-06",63,286,10,"0,034965034965035","0,158730158730159",GO:0050671,GO:BP,positive regulation of lymphocyte proliferation,24356,15322,
TRUE,"5,48118820211212E-06",1313,286,42,"0,146853146853147","0,031987814166032",GO:0009605,GO:BP,response to external stimulus,24356,3997,
TRUE,"6,22505866405078E-06",13,286,6,"0,020979020979021","0,461538461538462",GO:0032753,GO:BP,positive regulation of interleukin-4 production,24356,9039,
TRUE,"7,61955948044538E-06",212,286,16,"0,055944055944056","0,075471698113208",GO:1903706,GO:BP,regulation of hemopoiesis,24356,26753,
TRUE,"7,96585353988373E-06",49,286,9,"0,031468531468532","0,183673469387755",GO:0002708,GO:BP,positive regulation of lymphocyte mediated immunity,24356,1362,
TRUE,"8,1529481281413E-06",184,286,15,"0,052447552447552","0,081521739130435",GO:0050900,GO:BP,leukocyte migration,24356,15479,
TRUE,"9,24312898788624E-06",1659,286,48,"0,167832167832168","0,028933092224232",GO:0009966,GO:BP,regulation of signal transduction,24356,4287,
TRUE,"9,66351805655116E-06",1498,286,45,"0,157342657342657","0,030040053404539",GO:0051239,GO:BP,regulation of multicellular organismal process,24356,15763,
TRUE,"1,06190795621095E-05",68,286,10,"0,034965034965035","0,147058823529412",GO:0070665,GO:BP,positive regulation of leukocyte proliferation,24356,19073,
TRUE,"1,07274380015003E-05",160,286,14,"0,048951048951049","0,0875",GO:1902105,GO:BP,regulation of leukocyte differentiation,24356,25343,
TRUE,"1,16543822969404E-05",36,286,8,"0,027972027972028","0,222222222222222",GO:0001909,GO:BP,leukocyte mediated cytotoxicity,24356,655,
TRUE,"1,41925643961474E-05",70,286,10,"0,034965034965035","0,142857142857143",GO:0002822,GO:BP,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,24356,1469,
TRUE,"1,47188719677769E-05",37,286,8,"0,027972027972028","0,216216216216216",GO:0030888,GO:BP,regulation of B cell proliferation,24356,8078,
TRUE,"1,51560746025592E-05",1360,286,42,"0,146853146853147","0,030882352941177",GO:0010628,GO:BP,positive regulation of gene expression,24356,4794,
TRUE,"1,54235547847636E-05",510,286,24,"0,083916083916084","0,047058823529412",GO:1902533,GO:BP,positive regulation of intracellular signal transduction,24356,25709,
TRUE,"1,55557816923149E-05",3514,286,78,"0,272727272727273","0,022196926579397",GO:0060255,GO:BP,regulation of macromolecule metabolic process,24356,17102,
TRUE,"1,61037958172209E-05",2689,286,65,"0,227272727272727","0,024172554853105",GO:0010468,GO:BP,regulation of gene expression,24356,4670,
TRUE,"1,64919069080245E-05",53,286,9,"0,031468531468532","0,169811320754717",GO:0042100,GO:BP,B cell proliferation,24356,11583,
TRUE,"1,78007355017085E-05",15,286,6,"0,020979020979021","0,4",GO:0036037,GO:BP,CD8-positive, alpha-beta T cell activation,24356,10873
TRUE,"1,79574965216156E-05",195,286,15,"0,052447552447552","0,076923076923077",GO:0002449,GO:BP,lymphocyte mediated immunity,24356,1108,
TRUE,"1,94409236348145E-05",3207,286,73,"0,255244755244755","0,022762706579358",GO:0048856,GO:BP,anatomical structure development,24356,15211,
TRUE,"2,15146542036884E-05",228,286,16,"0,055944055944056","0,070175438596491",GO:0002443,GO:BP,leukocyte mediated immunity,24356,1102,
TRUE,"2,16899040637152E-05",169,286,14,"0,048951048951049","0,082840236686391",GO:0002697,GO:BP,regulation of immune effector process,24356,1351,
TRUE,"2,31817236342092E-05",55,286,9,"0,031468531468532","0,163636363636364",GO:0033077,GO:BP,T cell differentiation in thymus,24356,9273,
TRUE,"2,33538545240459E-05",829,286,31,"0,108391608391608","0,037394451145959",GO:0009967,GO:BP,positive regulation of signal transduction,24356,4288,
TRUE,"2,42896854064966E-05",26,286,7,"0,024475524475525","0,269230769230769",GO:0001910,GO:BP,regulation of leukocyte mediated cytotoxicity,24356,656,
TRUE,"2,82008963951852E-05",16,286,6,"0,020979020979021","0,375",GO:0050857,GO:BP,positive regulation of antigen receptor-mediated signaling pathway,24356,15442,
TRUE,"2,84378684051844E-05",40,286,8,"0,027972027972028","0,2",GO:0042102,GO:BP,positive regulation of T cell proliferation,24356,11584,
TRUE,"3,51269054627638E-05",122,286,12,"0,041958041958042","0,098360655737705",GO:0002440,GO:BP,production of molecular mediator of immune response,24356,1099,
TRUE,"4,23769119137835E-05",100,286,11,"0,038461538461539","0,11",GO:0002699,GO:BP,positive regulation of immune effector process,24356,1353,
TRUE,"4,31543808859328E-05",17,286,6,"0,020979020979021","0,352941176470588",GO:0046633,GO:BP,alpha-beta T cell proliferation,24356,14311,
TRUE,"4,31543808859328E-05",17,286,6,"0,020979020979021","0,352941176470588",GO:0032673,GO:BP,regulation of interleukin-4 production,24356,8959,
TRUE,"4,596641521017E-05",2272,286,57,"0,199300699300699","0,025088028169014",GO:0030154,GO:BP,cell differentiation,24356,7751,
TRUE,"4,91077087639498E-05",3475,286,76,"0,265734265734266","0,021870503597122",GO:0032502,GO:BP,developmental process,24356,8845,
TRUE,"5,31275579255875E-05",80,286,10,"0,034965034965035","0,125",GO:0030183,GO:BP,B cell differentiation,24356,7766,
TRUE,"5,59209524186219E-05",29,286,7,"0,024475524475525","0,241379310344828",GO:0002709,GO:BP,regulation of T cell mediated immunity,24356,1363,
TRUE,"5,70369195024893E-05",768,286,29,"0,101398601398601","0,037760416666667",GO:0051240,GO:BP,positive regulation of multicellular organismal process,24356,15764,
TRUE,"5,78502044029474E-05",103,286,11,"0,038461538461539","0,106796116504854",GO:0045619,GO:BP,regulation of lymphocyte differentiation,24356,13411,
TRUE,"6,7865729373446E-05",2118,286,54,"0,188811188811189","0,025495750708215",GO:0009893,GO:BP,positive regulation of metabolic process,24356,4234,
TRUE,"7,22111193123131E-05",30,286,7,"0,024475524475525","0,233333333333333",GO:0031341,GO:BP,regulation of cell killing,24356,8310,
TRUE,"7,60918722595792E-05",83,286,10,"0,034965034965035","0,120481927710843",GO:0014065,GO:BP,phosphatidylinositol 3-kinase signaling,24356,5203,
TRUE,"7,64226585064463E-05",922,286,32,"0,111888111888112","0,03470715835141",GO:0010647,GO:BP,positive regulation of cell communication,24356,4813,
TRUE,"8,09024153092722E-05",10,286,5,"0,017482517482518","0,5",GO:0046641,GO:BP,positive regulation of alpha-beta T cell proliferation,24356,14319,
TRUE,"8,45265659122844E-05",1955,286,51,"0,178321678321678","0,026086956521739",GO:0010604,GO:BP,positive regulation of macromolecule metabolic process,24356,4771,
TRUE,"8,65031097095486E-05",927,286,32,"0,111888111888112","0,034519956850054",GO:0023056,GO:BP,positive regulation of signaling,24356,7687,
TRUE,"9,21892455823793E-05",1902,286,50,"0,174825174825175","0,026288117770768",GO:0010646,GO:BP,regulation of cell communication,24356,4812,
TRUE,"0,00010026062549",2324,286,57,"0,199300699300699","0,024526678141136",GO:0048869,GO:BP,cellular developmental process,24356,15223,
TRUE,"0,000104455064855",3805,286,80,"0,27972027972028","0,021024967148489",GO:0019222,GO:BP,regulation of metabolic process,24356,6508,
TRUE,"0,000108292535893",47,286,8,"0,027972027972028","0,170212765957447",GO:0032609,GO:BP,interferon-gamma production,24356,8895,
TRUE,"0,000108292535893",47,286,8,"0,027972027972028","0,170212765957447",GO:0002821,GO:BP,positive regulation of adaptive immune response,24356,1468,
TRUE,"0,00011774168774",1917,286,50,"0,174825174825175","0,026082420448618",GO:0023051,GO:BP,regulation of signaling,24356,7682,
TRUE,"0,000126640016204",845,286,30,"0,104895104895105","0,035502958579882",GO:0016477,GO:BP,cell migration,24356,5846,
TRUE,"0,000146896529951",11,286,5,"0,017482517482518","0,454545454545455",GO:0031295,GO:BP,T cell costimulation,24356,8286,
TRUE,"0,000146896529951",11,286,5,"0,017482517482518","0,454545454545455",GO:0043374,GO:BP,CD8-positive, alpha-beta T cell differentiation,24356,12327
TRUE,"0,000146896529951",11,286,5,"0,017482517482518","0,454545454545455",GO:0031294,GO:BP,lymphocyte costimulation,24356,8285,
TRUE,"0,000159763472137",198,286,14,"0,048951048951049","0,070707070707071",GO:0018108,GO:BP,peptidyl-tyrosine phosphorylation,24356,6032,
TRUE,"0,00018188084938",21,286,6,"0,020979020979021","0,285714285714286",GO:0001912,GO:BP,positive regulation of leukocyte mediated cytotoxicity,24356,658,
TRUE,"0,000192490252529",201,286,14,"0,048951048951049","0,069651741293532",GO:0018212,GO:BP,peptidyl-tyrosine modification,24356,6123,
TRUE,"0,000217215346259",2880,286,65,"0,227272727272727","0,022569444444444",GO:0007275,GO:BP,multicellular organism development,24356,3186,
TRUE,"0,000226591497638",173,286,13,"0,045454545454546","0,07514450867052",GO:0032103,GO:BP,positive regulation of response to external stimulus,24356,8581,
TRUE,"0,000226839893552",35,286,7,"0,024475524475525","0,2",GO:0046635,GO:BP,positive regulation of alpha-beta T cell activation,24356,14313,
TRUE,"0,000231682362229",1070,286,34,"0,118881118881119","0,031775700934579",GO:0006468,GO:BP,protein phosphorylation,24356,2465,
TRUE,"0,000246321078206",52,286,8,"0,027972027972028","0,153846153846154",GO:0001906,GO:BP,cell killing,24356,653,
TRUE,"0,000246321078206",52,286,8,"0,027972027972028","0,153846153846154",GO:0002456,GO:BP,T cell mediated immunity,24356,1115,
TRUE,"0,000247627703454",22,286,6,"0,020979020979021","0,272727272727273",GO:0032633,GO:BP,interleukin-4 production,24356,8919,
TRUE,"0,000247627703454",22,286,6,"0,020979020979021","0,272727272727273",GO:0043368,GO:BP,positive T cell selection,24356,12321,
TRUE,"0,000258764759057",6023,286,110,"0,384615384615385","0,018263323924954",GO:0043170,GO:BP,macromolecule metabolic process,24356,12238,
TRUE,"0,000284705272188",3963,286,81,"0,283216783216783","0,020439061317184",GO:0032501,GO:BP,multicellular organismal process,24356,8844,
TRUE,"0,000331639884232",74,286,9,"0,031468531468532","0,121621621621622",GO:0002377,GO:BP,immunoglobulin production,24356,1043,
TRUE,"0,000370764344716",212,286,14,"0,048951048951049","0,066037735849057",GO:0002460,GO:BP,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,24356,1119,
TRUE,"0,00037534472644",98,286,10,"0,034965034965035","0,102040816326531",GO:0031349,GO:BP,positive regulation of defense response,24356,8318,
TRUE,"0,000423687961446",894,286,30,"0,104895104895105","0,033557046979866",GO:1902531,GO:BP,regulation of intracellular signal transduction,24356,25707,
TRUE,"0,000425668265588",3459,286,73,"0,255244755244755","0,021104365423533",GO:0010467,GO:BP,gene expression,24356,4669,
TRUE,"0,000437963891613",24,286,6,"0,020979020979021","0,25",GO:0034113,GO:BP,heterotypic cell-cell adhesion,24356,9722,
TRUE,"0,000518826860417",616,286,24,"0,083916083916084","0,038961038961039",GO:0051707,GO:BP,response to other organism,24356,16122,
TRUE,"0,0005252406866",78,286,9,"0,031468531468532","0,115384615384615",GO:0042129,GO:BP,regulation of T cell proliferation,24356,11600,
TRUE,"0,000549965543942",618,286,24,"0,083916083916084","0,038834951456311",GO:0043207,GO:BP,response to external biotic stimulus,24356,12249,
TRUE,"0,000570606328982",25,286,6,"0,020979020979021","0,24",GO:0031343,GO:BP,positive regulation of cell killing,24356,8312,
TRUE,"0,00058394051584",666,286,25,"0,087412587412587","0,037537537537538",GO:0007186,GO:BP,G protein-coupled receptor signaling pathway,24356,3104,
TRUE,"0,000598123373197",40,286,7,"0,024475524475525","0,175",GO:0032649,GO:BP,regulation of interferon-gamma production,24356,8935,
TRUE,"0,000657548594555",104,286,10,"0,034965034965035","0,096153846153846",GO:0048015,GO:BP,phosphatidylinositol-mediated signaling,24356,14556,
TRUE,"0,000661774006106",2712,286,61,"0,213286713286713","0,022492625368732",GO:0048731,GO:BP,system development,24356,15094,
TRUE,"0,000734501322054",26,286,6,"0,020979020979021","0,230769230769231",GO:0032729,GO:BP,positive regulation of interferon-gamma production,24356,9015,
TRUE,"0,000734501322054",26,286,6,"0,020979020979021","0,230769230769231",GO:0030890,GO:BP,positive regulation of B cell proliferation,24356,8080,
TRUE,"0,000772148719902",60,286,8,"0,027972027972028","0,133333333333333",GO:0014066,GO:BP,regulation of phosphatidylinositol 3-kinase signaling,24356,5204,
TRUE,"0,00078610047051",106,286,10,"0,034965034965035","0,094339622641509",GO:0048017,GO:BP,inositol lipid-mediated signaling,24356,14558,
TRUE,"0,00086605727034",925,286,30,"0,104895104895105","0,032432432432432",GO:0051674,GO:BP,localization of cell,24356,16096,
TRUE,"0,00086605727034",925,286,30,"0,104895104895105","0,032432432432432",GO:0048870,GO:BP,cell motility,24356,15224,
TRUE,"0,000893273762556",635,286,24,"0,083916083916084","0,037795275590551",GO:0009607,GO:BP,response to biotic stimulus,24356,3999,
TRUE,"0,000918691540869",15,286,5,"0,017482517482518","0,333333333333333",GO:0046640,GO:BP,regulation of alpha-beta T cell proliferation,24356,14318,
TRUE,"0,001384654280705",45,286,7,"0,024475524475525","0,155555555555556",GO:0014068,GO:BP,positive regulation of phosphatidylinositol 3-kinase signaling,24356,5206,
TRUE,"0,001384654280705",45,286,7,"0,024475524475525","0,155555555555556",GO:0002824,GO:BP,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,24356,1471,
TRUE,"0,001414040604509",699,286,25,"0,087412587412587","0,035765379113019",GO:0006952,GO:BP,defense response,24356,2904,
TRUE,"0,001833394106961",67,286,8,"0,027972027972028","0,119402985074627",GO:0032675,GO:BP,regulation of interleukin-6 production,24356,8961,
TRUE,"0,001865377038497",1282,286,36,"0,125874125874126","0,02808112324493",GO:0016310,GO:BP,phosphorylation,24356,5806,
TRUE,"0,002546469126921",18,286,5,"0,017482517482518","0,277777777777778",GO:0045577,GO:BP,regulation of B cell differentiation,24356,13369,
TRUE,"0,003326424843973",51,286,7,"0,024475524475525","0,137254901960784",GO:0046634,GO:BP,regulation of alpha-beta T cell activation,24356,14312,
TRUE,"0,003399103415145",1042,286,31,"0,108391608391608","0,029750479846449",GO:0040011,GO:BP,locomotion,24356,11507,
TRUE,"0,003499397553771",9,286,4,"0,013986013986014","0,444444444444444",GO:0050862,GO:BP,positive regulation of T cell receptor signaling pathway,24356,15447,
TRUE,"0,00355549000959",73,286,8,"0,027972027972028","0,10958904109589",GO:0032635,GO:BP,interleukin-6 production,24356,8921,
