ensembl_gene_id	chromosome_name	start_position	end_position	strand
ENSGALG00000045478	5	50363371	50382143	-1
ENSGALG00000043035	1	178373699	178377553	-1
ENSGALG00000032701	2	118035819	118043555	1
ENSGALG00000011446	5	50330268	50347510	1
ENSGALG00000002021	23	3918293	3926741	-1
ENSGALG00000044299	12	5600969	5622221	1
ENSGALG00000005024	12	5546824	5591184	-1
ENSGALG00000021569	21	6079357	6081398	-1
ENSGALG00000029669	21	6076987	6078857	-1
ENSGALG00000004771	21	6073556	6075682	-1
ENSGALG00000034708	1	177672597	177703974	1
ENSGALG00000016420	1	121385060	121606919	1
ENSGALG00000008098	1	14365885	14392312	-1
ENSGALG00000011389	5	50027923	50071113	1
ENSGALG00000027035	1	177652330	177658052	-1
ENSGALG00000034346	2	117729843	117755436	1
ENSGALG00000014867	Z	13710579	13744178	-1
ENSGALG00000035252	2	117723223	117730489	-1
ENSGALG00000013462	2	89303231	89335819	-1
ENSGALG00000011376	5	49842461	49843339	-1
ENSGALG00000050742	4	83238778	83290229	-1
ENSGALG00000015705	4	83217917	83228766	-1
ENSGALG00000033854	26	1287074	1293880	1
ENSGALG00000005922	8	14447758	14455256	-1
ENSGALG00000014692	Z	56417094	56440973	1
ENSGALG00000005653	6	17767580	17775671	1
ENSGALG00000016289	3	86843658	87137461	1
ENSGALG00000049538	28	981982	983363	-1
ENSGALG00000011686	7	26550205	26731077	-1
ENSGALG00000016379	1	120425336	120468539	-1
ENSGALG00000014688	1	78201045	78212460	-1
ENSGALG00000004969	12	5131077	5237794	-1
ENSGALG00000011677	7	26448702	26481703	-1
ENSGALG00000015058	Z	28784783	29141409	-1
ENSGALG00000014846	Z	13176241	13262529	-1
ENSGALG00000024295	23	3409942	3412216	1
ENSGALG00000015666	4	82441244	82449180	1
ENSGALG00000004004	11	7505176	7578698	-1
ENSGALG00000014674	1	78071723	78086627	1
ENSGALG00000008346	7	11436085	11444574	1
ENSGALG00000014662	1	78070071	78071702	-1
ENSGALG00000015665	4	82359242	82394778	-1
ENSGALG00000007171	14	9474126	9492269	-1
ENSGALG00000004531	21	5515436	5532562	-1
ENSGALG00000014659	1	78058485	78065761	-1
ENSGALG00000004930	12	4781954	4783378	1
ENSGALG00000014835	Z	12908352	12956390	1
ENSGALG00000001475	23	3387729	3398400	1
ENSGALG00000014603	1	78045961	78055022	1
ENSGALG00000011762	4	51615757	51647742	-1
ENSGALG00000007158	14	9342202	9344743	1
ENSGALG00000012139	5	4803099	4810319	1
ENSGALG00000008308	12	18986975	18991321	1
ENSGALG00000030022	3	944350	972862	-1
ENSGALG00000011220	5	48730241	48739091	-1
ENSGALG00000015433	Z	54811100	54902450	-1
ENSGALG00000013468	4	61315317	61322880	1
ENSGALG00000011635	7	26038309	26066954	-1
ENSGALG00000000558	28	792585	812847	-1
ENSGALG00000037901	3	269054	321343	-1
ENSGALG00000003385	28	4068722	4075053	1
ENSGALG00000003792	Z	12272880	12313334	-1
ENSGALG00000011166	5	48376335	48382152	1
ENSGALG00000003747	Z	12167208	12182395	1
ENSGALG00000040426	1	93005542	93010409	1
ENSGALG00000048563	Z	12151363	12167569	1
ENSGALG00000015399	Z	53942652	53953359	1
ENSGALG00000009885	1	34535707	34549257	1
ENSGALG00000025743	14	9101306	9114177	-1
ENSGALG00000010561	3	32119832	32134369	-1
ENSGALG00000003733	Z	12007437	12057034	-1
ENSGALG00000010560	3	32108928	32127395	1
ENSGALG00000017380	8	21951261	21952830	1
ENSGALG00000001545	18	3365331	3388901	1
ENSGALG00000009879	1	34489776	34497789	-1
ENSGALG00000003966	19	5949676	5952152	1
ENSGALG00000039238	11	5932736	5950003	1
ENSGALG00000004661	12	3654065	3659153	-1
ENSGALG00000029000	12	3640843	3643608	-1
ENSGALG00000005326	6	17053947	17058803	-1
ENSGALG00000013723	12	3635427	3637460	-1
ENSGALG00000043352	28	194557	243536	-1
ENSGALG00000036790	3	74821	76716	1
ENSGALG00000003663	11	4991886	5011381	-1
ENSGALG00000029621	12	3580056	3597490	1
ENSGALG00000019555	2	67621788	67629938	-1
ENSGALG00000011290	2	37133710	37139279	1
ENSGALG00000031794	Z	27685252	27700855	1
ENSGALG00000043092	1	51752609	51820554	1
ENSGALG00000020386	5	46575153	46577714	1
ENSGALG00000011079	5	46259416	46265888	1
ENSGALG00000004588	13	13844163	13849165	1
ENSGALG00000053130	13	13792284	13795799	-1
ENSGALG00000009639	4	24959132	24997825	-1
ENSGALG00000048091	27	7924157	7931121	1
ENSGALG00000005086	6	16341344	16349555	-1
ENSGALG00000051431	14	8714188	8720429	-1
ENSGALG00000026448	10	20166772	20171502	-1
ENSGALG00000037325	9	23804524	23806330	1
ENSGALG00000011469	7	23255548	23307791	-1
ENSGALG00000010448	3	31248689	31430389	-1
ENSGALG00000000818	1	195032674	195039220	1
ENSGALG00000026517	15	11491954	11494693	-1
ENSGALG00000012827	2	66321163	66341383	-1
ENSGALG00000010313	8	21688967	21772686	1
ENSGALG00000038141	1	51574103	51584520	-1
ENSGALG00000000538	27	5196842	5203338	1
ENSGALG00000050441	1	51558852	51565932	-1
ENSGALG00000038834	1	11833981	12556826	1
ENSGALG00000004496	13	13753105	13762545	1
ENSGALG00000015925	3	81528332	81532592	1
ENSGALG00000011499	4	49916846	49938073	1
ENSGALG00000027872	4	49898196	49899818	-1
ENSGALG00000011457	4	49640272	49655415	1
ENSGALG00000010881	5	45556294	45580842	-1
ENSGALG00000025881	1	51541954	51569755	-1
ENSGALG00000029837	3	104460533	104460646	-1
ENSGALG00000011402	7	22491551	22503173	-1
ENSGALG00000005257	8	12271795	12279181	1
ENSGALG00000008164	10	20114123	20157777	1
ENSGALG00000010303	3	30966869	30977586	1
ENSGALG00000040522	2	135418685	135499641	-1
ENSGALG00000031700	2	134839746	135006696	-1
ENSGALG00000035993	33	7079848	7081224	-1
ENSGALG00000036838	20	9036712	9076856	-1
ENSGALG00000003374	11	3254661	3298212	1
ENSGALG00000011403	4	49243125	49258059	1
ENSGALG00000050814	2	15910728	15919796	1
ENSGALG00000048869	2	15866607	15871487	1
ENSGALG00000044466	11	2644433	2658115	1
ENSGALG00000006179	11	18734052	18738360	1
ENSGALG00000040478	1	194700308	194747859	-1
ENSGALG00000003373	Z	10563505	10567859	1
ENSGALG00000014362	1	77307980	77318936	1
ENSGALG00000012801	2	64889269	64914270	-1
ENSGALG00000007941	5	19755982	19795325	1
ENSGALG00000003353	Z	10460141	10544706	1
ENSGALG00000011930	1	76409969	76447113	-1
ENSGALG00000036949	23	2336751	2352001	-1
ENSGALG00000017046	1	173372443	173406135	1
ENSGALG00000002193	9	2459432	2493573	-1
ENSGALG00000039032	5	19419316	19420470	1
ENSGALG00000011319	4	47983446	48374220	1
ENSGALG00000007356	2	15014348	15032488	1
ENSGALG00000044525	3	30373847	30381379	1
ENSGALG00000005781	20	8784838	8801814	1
ENSGALG00000015311	Z	52053817	52075093	1
ENSGALG00000003288	Z	10102092	10116802	1
ENSGALG00000039080	5	19191268	19248208	1
ENSGALG00000042077	19	5668833	5673549	1
ENSGALG00000015301	Z	51686031	51736428	-1
ENSGALG00000008294	12	18802449	18953172	1
ENSGALG00000010287	8	21578677	21586117	-1
ENSGALG00000030706	23	2046642	2056508	-1
ENSGALG00000003072	19	5568657	5590184	1
ENSGALG00000007443	4	10998969	11014124	-1
ENSGALG00000015032	Z	27663890	27681451	1
ENSGALG00000012988	1	60296873	60354263	1
ENSGALG00000009560	4	23878783	23885142	1
ENSGALG00000010149	3	30280731	30303453	-1
ENSGALG00000016285	1	116059996	116093676	-1
ENSGALG00000045584	4	10959282	10973769	-1
ENSGALG00000035325	Z	9445555	9446532	1
ENSGALG00000017036	1	172289679	172427314	1
ENSGALG00000052396	5	18776803	18784074	-1
ENSGALG00000015895	3	80084761	80087769	1
ENSGALG00000005609	20	8328212	8337556	1
ENSGALG00000002722	12	2901547	2905708	1
ENSGALG00000003169	11	2344366	2385704	1
ENSGALG00000004971	17	5320444	5338453	-1
ENSGALG00000039728	9	22759713	22763777	1
ENSGALG00000012296	1	51097092	51106741	-1
ENSGALG00000004352	15	5989099	5991828	1
ENSGALG00000003161	28	3843368	3845601	1
ENSGALG00000000681	1	194484628	194551701	1
ENSGALG00000036527	2	132583836	132627922	-1
ENSGALG00000026424	17	5296481	5300411	1
ENSGALG00000034029	5	18629829	18649356	-1
ENSGALG00000005338	20	7932950	7938510	-1
ENSGALG00000002783	19	5454360	5480180	-1
ENSGALG00000006140	14	7329807	7338318	1
ENSGALG00000041294	4	46430335	46437404	-1
ENSGALG00000034100	10	20049223	20076407	-1
ENSGALG00000047479	14	7329541	7331353	1
ENSGALG00000000820	23	1741624	1757003	1
ENSGALG00000040184	1	75676381	75723185	1
ENSGALG00000011190	4	46423727	46424857	-1
ENSGALG00000020193	4	46421939	46423376	-1
ENSGALG00000027682	1	33715792	33724023	-1
ENSGALG00000034475	30	1010526	1018772	1
ENSGALG00000013207	2	88491627	88549212	1
ENSGALG00000015874	3	79204850	79232930	-1
ENSGALG00000040156	5	44452433	44535237	-1
ENSGALG00000035903	3	78460986	78465358	1
ENSGALG00000012281	1	50979471	50998677	1
ENSGALG00000026152	12	2699650	2704153	-1
ENSGALG00000012277	1	50976162	50979138	-1
ENSGALG00000014432	2	111204409	111207110	-1
ENSGALG00000015264	Z	50057859	50100505	-1
ENSGALG00000002548	Z	9172857	9204072	1
ENSGALG00000008021	20	13795918	13801015	-1
ENSGALG00000033635	8	10713267	10722126	1
ENSGALG00000017025	1	171725372	171734808	-1
ENSGALG00000025945	Z	9164659	9166088	1
ENSGALG00000023622	Z	9152592	9154039	1
ENSGALG00000007700	5	18140181	18164052	1
ENSGALG00000000731	23	1564116	1568510	1
ENSGALG00000003886	13	12229467	12420212	-1
ENSGALG00000026655	Z	9145291	9146416	-1
ENSGALG00000007625	5	18066746	18084292	1
ENSGALG00000013642	21	4968293	5020062	-1
ENSGALG00000016232	1	113370872	113375131	1
ENSGALG00000011132	7	21626535	21764185	1
ENSGALG00000041808	5	17981909	18053418	1
ENSGALG00000017019	1	171476437	171542217	1
ENSGALG00000011248	2	34519722	34632243	1
ENSGALG00000012172	1	50691560	50697388	1
ENSGALG00000016227	1	113198416	113202575	-1
ENSGALG00000007001	17	3938812	3944462	1
ENSGALG00000017012	1	170697168	170700171	1
ENSGALG00000017011	1	170690519	170696381	1
ENSGALG00000013738	1	7225803	7245380	1
ENSGALG00000012702	2	61065775	61271210	1
ENSGALG00000014508	4	76602399	76622926	-1
ENSGALG00000052612	10	4594910	4600543	1
ENSGALG00000017010	1	170670674	170685701	-1
ENSGALG00000042797	3	27820731	27874634	1
ENSGALG00000014447	Z	27452882	27469311	-1
ENSGALG00000039786	22	2646153	2661037	-1
ENSGALG00000036491	26	1067102	1075345	1
ENSGALG00000008005	20	13486258	13534186	1
ENSGALG00000000142	26	1041982	1065980	-1
ENSGALG00000007819	12	17007247	17127236	-1
ENSGALG00000000154	26	1029892	1037452	1
ENSGALG00000003999	5	1958644	2261543	1
ENSGALG00000013967	1	6851074	6858323	-1
ENSGALG00000015846	3	77640791	77711585	1
ENSGALG00000021355	Z	9015759	9024777	1
ENSGALG00000019094	1	170550122	170564885	1
ENSGALG00000012915	2	108001950	108013186	1
ENSGALG00000004700	8	7994109	8002276	-1
ENSGALG00000041192	7	21044187	21071090	1
ENSGALG00000003818	13	12072751	12112751	-1
ENSGALG00000007381	5	17253818	17261848	-1
ENSGALG00000039990	17	3013995	3098173	-1
ENSGALG00000010909	4	45615049	45636930	1
ENSGALG00000035563	1	6569105	6679372	-1
ENSGALG00000004859	20	6715285	6727531	-1
ENSGALG00000006939	2	11439678	11481488	1
ENSGALG00000021230	20	6698519	6707788	1
ENSGALG00000053181	25	1889504	1902980	1
ENSGALG00000003744	13	12027893	12054652	1
ENSGALG00000004758	20	6525285	6624185	-1
ENSGALG00000015414	1	91182435	91202043	1
ENSGALG00000053121	19	4963041	4964040	-1
ENSGALG00000054685	23	319933	327145	1
ENSGALG00000006723	2	10454430	10459537	-1
ENSGALG00000003217	14	1329782	1337607	1
ENSGALG00000028256	Z	8363698	8366694	-1
ENSGALG00000054196	19	4954691	4955870	-1
ENSGALG00000039989	9	20022139	20024015	-1
ENSGALG00000040003	17	2804710	2819836	1
ENSGALG00000017002	1	170318524	170431070	1
ENSGALG00000049551	19	4947059	4948277	-1
ENSGALG00000014585	19	4941785	4942879	1
ENSGALG00000011976	1	49758949	49773616	-1
ENSGALG00000010903	4	45493922	45604213	1
ENSGALG00000026677	1	138924431	138937050	-1
ENSGALG00000015409	1	91099246	91130574	-1
ENSGALG00000006703	2	10442049	10453087	1
ENSGALG00000024470	19	4937405	4939029	1
ENSGALG00000007220	5	16995951	17000513	-1
ENSGALG00000014496	4	76507126	76565949	1
ENSGALG00000033938	13	17989659	18090319	1
ENSGALG00000015208	Z	44480987	44631748	-1
ENSGALG00000007203	5	16964921	16979956	-1
ENSGALG00000023294	15	9721482	9724691	1
ENSGALG00000002225	19	4627665	4651317	1
ENSGALG00000006575	2	9698844	9749846	-1
ENSGALG00000002103	11	1222442	1224448	1
ENSGALG00000035945	11	1196515	1201519	1
ENSGALG00000007042	18	9551560	9562020	-1
ENSGALG00000007809	20	12555394	12760723	-1
ENSGALG00000049065	11	18340542	18369822	1
ENSGALG00000029983	2	131756078	131920640	-1
ENSGALG00000007027	18	9542784	9545703	1
ENSGALG00000007018	18	9537931	9542135	-1
ENSGALG00000005490	14	6539294	6541961	-1
ENSGALG00000012304	4	60786295	60843850	1
ENSGALG00000004321	20	5492048	5500197	1
ENSGALG00000010697	Z	43598380	43681200	-1
ENSGALG00000001824	11	1164536	1167744	1
ENSGALG00000015800	3	76380620	76418162	-1
ENSGALG00000039269	18	9489328	9537525	-1
ENSGALG00000035596	12	1075941	1100520	-1
ENSGALG00000052469	2	56131629	56134279	1
ENSGALG00000006963	18	9480639	9489310	-1
ENSGALG00000015403	1	90418011	90635463	1
ENSGALG00000040131	15	5736465	5747274	-1
ENSGALG00000028145	3	75832004	75833128	1
ENSGALG00000035626	27	2275923	2278771	1
ENSGALG00000009179	9	19447018	19455676	1
ENSGALG00000045636	Z	7621689	7637215	-1
ENSGALG00000005398	14	6439886	6448948	-1
ENSGALG00000002990	13	10914280	10916096	-1
ENSGALG00000011894	1	49408394	49417609	1
ENSGALG00000036471	7	10250112	10278917	-1
ENSGALG00000011872	1	49252184	49267900	1
ENSGALG00000054926	11	1066886	1069128	-1
ENSGALG00000049254	11	1062451	1063994	-1
ENSGALG00000042511	3	23428366	23460375	1
ENSGALG00000006190	4	4200870	4231430	1
ENSGALG00000015768	3	75547294	75651254	-1
ENSGALG00000053446	11	1056792	1059251	-1
ENSGALG00000052887	11	1052951	1055440	-1
ENSGALG00000006157	4	4132552	4164537	1
ENSGALG00000017394	2	7910368	7918977	1
ENSGALG00000049652	11	1049413	1051612	-1
ENSGALG00000054104	Z	7421956	7422718	1
ENSGALG00000053207	Z	7414251	7415013	1
ENSGALG00000042994	13	10892512	10899511	-1
ENSGALG00000021451	11	1044286	1046844	-1
ENSGALG00000041978	1	4059566	4071675	1
ENSGALG00000052209	Z	7410282	7411044	1
ENSGALG00000012921	1	71449364	71582019	1
ENSGALG00000054619	1	193942684	194025658	1
ENSGALG00000004074	20	5178294	5182050	1
ENSGALG00000004290	8	6716174	6733176	1
ENSGALG00000013911	1	71375201	71400743	-1
ENSGALG00000030661	33	6934615	6940207	1
ENSGALG00000050924	Z	7401271	7402033	1
ENSGALG00000044725	Z	7399231	7399942	1
ENSGALG00000010745	4	43290527	43292715	-1
ENSGALG00000047139	26	5436273	5442401	-1
ENSGALG00000048874	Z	7395233	7395995	1
ENSGALG00000053058	25	1550189	1553398	1
ENSGALG00000003932	20	5127284	5143926	1
ENSGALG00000054368	Z	7391261	7392023	1
ENSGALG00000053752	Z	7387284	7388046	1
ENSGALG00000000226	26	910864	914096	1
ENSGALG00000003901	15	5727682	5734094	1
ENSGALG00000054396	Z	7385475	7386237	1
ENSGALG00000010124	8	21119710	21124237	1
ENSGALG00000047630	Z	7381503	7382265	1
ENSGALG00000006950	15	9338543	9369255	-1
ENSGALG00000046996	Z	7377531	7378293	1
ENSGALG00000005759	Z	7372029	7372640	1
ENSGALG00000004257	6	11622065	11633629	1
ENSGALG00000012629	Z	42177767	42182052	-1
ENSGALG00000014297	5	16053125	16056590	1
ENSGALG00000029583	1	48905356	48942414	-1
ENSGALG00000039335	5	16016176	16051789	1
ENSGALG00000003111	14	1232513	1241144	1
ENSGALG00000042851	4	73938490	74100704	1
ENSGALG00000031807	26	5096691	5103540	-1
ENSGALG00000003519	26	5083108	5085044	-1
ENSGALG00000011802	1	48286846	48299555	-1
ENSGALG00000041981	13	10860859	10861648	1
ENSGALG00000004017	8	6457160	6463744	1
ENSGALG00000029238	8	6449607	6455597	-1
ENSGALG00000003267	27	7716059	7727343	-1
ENSGALG00000034811	5	15988312	15993624	-1
ENSGALG00000023760	26	5081076	5100133	-1
ENSGALG00000043036	5	39074525	39084657	1
ENSGALG00000001465	18	9097963	9100480	1
ENSGALG00000009864	3	22364629	22387324	-1
ENSGALG00000016986	1	169350498	169399736	-1
ENSGALG00000006233	2	6578374	6618231	1
ENSGALG00000008437	1	1772740	1784158	-1
ENSGALG00000001666	19	3581614	3584062	-1
ENSGALG00000037940	2	54930529	54947966	-1
ENSGALG00000001350	11	719306	751138	1
ENSGALG00000037697	1	138832131	138850368	-1
ENSGALG00000009848	3	22185167	22240475	1
ENSGALG00000021473	11	708886	719090	-1
ENSGALG00000055101	1	1699253	1745742	-1
ENSGALG00000044480	4	3392323	3404401	1
ENSGALG00000037246	2	54476377	54526547	1
ENSGALG00000001316	11	668262	707441	1
ENSGALG00000007699	24	5664030	5665784	-1
ENSGALG00000055078	20	4966750	4971884	1
ENSGALG00000003863	15	5714657	5727150	1
ENSGALG00000003833	8	6089202	6161870	-1
ENSGALG00000019261	1	69831525	69908956	1
ENSGALG00000008162	1	1655960	1680468	-1
ENSGALG00000041380	16	2606528	2609057	-1
ENSGALG00000003670	20	4690689	4693338	-1
ENSGALG00000006181	2	6273813	6290633	1
ENSGALG00000036775	Z	2630793	2878710	-1
ENSGALG00000045115	30	595215	599886	1
ENSGALG00000010659	4	39817848	39827168	-1
ENSGALG00000043386	9	17441931	17531426	1
ENSGALG00000021653	19	3470554	3659524	-1
ENSGALG00000001256	11	631380	666403	1
ENSGALG00000001559	10	3088213	3090606	1
ENSGALG00000029381	16	2592345	2605843	1
ENSGALG00000040504	15	8643118	8659668	1
ENSGALG00000011738	1	47987082	47995411	1
ENSGALG00000040136	Z	2160803	2176161	1
ENSGALG00000001470	10	3071342	3074466	1
ENSGALG00000042986	8	5989880	5995320	1
ENSGALG00000021525	10	3054272	3057527	-1
ENSGALG00000010858	7	18736749	18812213	1
ENSGALG00000013861	3	54664503	54683327	-1
ENSGALG00000008518	17	2287820	2308533	1
ENSGALG00000004234	5	1824446	1833694	-1
ENSGALG00000030571	1	168025737	168042111	-1
ENSGALG00000016964	1	167989491	168020290	-1
ENSGALG00000021395	18	7924961	7946282	-1
ENSGALG00000010642	4	39520122	39561578	1
ENSGALG00000021399	18	7902891	7923210	-1
ENSGALG00000052425	3	21915154	21919280	1
ENSGALG00000031493	26	4677456	4689316	1
ENSGALG00000010638	4	39494858	39510633	1
ENSGALG00000006350	15	8408011	8410445	1
ENSGALG00000026970	5	1814210	1815550	1
ENSGALG00000002466	21	3244323	3253164	-1
ENSGALG00000003026	14	1142254	1156542	1
ENSGALG00000010636	4	39481425	39497440	-1
ENSGALG00000010164	Z	26326425	26436050	1
ENSGALG00000037011	28	3540874	3544871	-1
ENSGALG00000014938	2	102443796	102465867	-1
ENSGALG00000016954	1	167287899	167297490	1
ENSGALG00000037939	11	532295	541816	-1
ENSGALG00000008623	17	2166268	2170923	1
ENSGALG00000050631	14	1121719	1136699	1
ENSGALG00000035498	9	1294733	1337979	1
ENSGALG00000014178	1	68564109	68765156	-1
ENSGALG00000002813	26	4376564	4382087	1
ENSGALG00000031430	8	5495630	5502809	1
ENSGALG00000043681	4	60099126	60121038	1
ENSGALG00000053220	2	130588631	130595013	1
ENSGALG00000005968	15	8274524	8282968	1
ENSGALG00000016949	1	167168760	167191131	1
ENSGALG00000011118	8	28936620	28965800	1
ENSGALG00000033932	16	2565405	2595262	1
ENSGALG00000008933	6	28458646	28478945	1
ENSGALG00000043178	1	1216193	1275443	-1
ENSGALG00000016050	1	108342783	108401530	1
ENSGALG00000047617	28	3504947	3508192	1
ENSGALG00000017485	4	69518863	69524197	1
ENSGALG00000001428	9	1130123	1145518	1
ENSGALG00000009690	3	21085200	21149788	-1
ENSGALG00000023821	27	7642263	7646075	-1
ENSGALG00000016941	1	164781979	164862248	-1
ENSGALG00000015388	3	68350477	68445504	-1
ENSGALG00000030038	30	491364	674579	1
ENSGALG00000046712	25	677769	702522	-1
ENSGALG00000029817	14	4960357	5048156	1
ENSGALG00000016042	1	108001836	108019446	1
ENSGALG00000001239	13	9062003	9071099	-1
ENSGALG00000009730	1	31222996	31253936	-1
ENSGALG00000011531	1	46718130	46743511	1
ENSGALG00000043662	11	352125	367971	-1
ENSGALG00000002644	26	4130378	4134782	1
ENSGALG00000026816	18	7066866	7101589	-1
ENSGALG00000007930	10	19374080	19496976	1
ENSGALG00000042796	27	7558533	7578198	-1
ENSGALG00000031388	4	69391529	69417940	-1
ENSGALG00000033001	14	4796009	4797562	-1
ENSGALG00000026396	16	2549855	2554710	-1
ENSGALG00000011504	1	46668979	46691156	1
ENSGALG00000043555	4	38549409	38592266	-1
ENSGALG00000016813	1	138242421	138251129	-1
ENSGALG00000005757	11	17590414	17597150	-1
ENSGALG00000001727	22	1887126	1890661	1
ENSGALG00000003457	27	7553413	7558599	1
ENSGALG00000039682	1	359020	371025	1
ENSGALG00000010192	5	37864102	37880025	-1
ENSGALG00000029760	2	149468979	149495570	-1
ENSGALG00000032588	14	4766374	4772041	1
ENSGALG00000039891	25	639275	652509	1
ENSGALG00000000150	4	69289315	69296300	1
ENSGALG00000026727	3	18978772	18984357	1
ENSGALG00000032997	2	101038793	101069808	-1
ENSGALG00000003584	18	6978815	6984489	-1
ENSGALG00000005884	2	4797808	4866093	-1
ENSGALG00000001774	10	2272014	2467955	1
ENSGALG00000013826	3	54176664	54179502	-1
ENSGALG00000033609	33	6876344	6886461	1
ENSGALG00000013824	3	54130235	54163918	-1
ENSGALG00000030703	7	18009896	18018295	-1
ENSGALG00000001788	10	2179000	2190828	-1
ENSGALG00000007652	12	15139287	15242142	-1
ENSGALG00000035017	21	2682333	2709511	-1
ENSGALG00000016810	1	138070166	138156158	1
ENSGALG00000037015	1	158037290	158403765	1
ENSGALG00000038540	24	4498522	4569876	-1
ENSGALG00000039935	2	48126705	48416766	1
ENSGALG00000008806	17	1924726	1946331	1
ENSGALG00000019835	16	2493004	2535671	1
ENSGALG00000027363	21	2649964	2665120	-1
ENSGALG00000000107	16	2482327	2491638	-1
ENSGALG00000006899	24	4423180	4426923	-1
ENSGALG00000001956	26	3801282	3803089	1
ENSGALG00000049665	16	2444068	2445718	-1
ENSGALG00000050503	21	2550327	2557418	1
ENSGALG00000005710	2	4568785	4637109	1
ENSGALG00000001872	21	2535880	2548699	1
ENSGALG00000010953	8	27815241	27824970	-1
ENSGALG00000006785	13	17591206	17597339	-1
ENSGALG00000010074	8	20507881	20527431	1
ENSGALG00000050352	26	3760561	3763313	-1
