ensembl_gene_id	chromosome_name	start_position	end_position	strand
ENSGALG00000029669	21	6076987	6078857	-1
ENSGALG00000004771	21	6073556	6075682	-1
ENSGALG00000016293	3	87360676	87415579	1
ENSGALG00000004741	21	5956010	6053651	-1
ENSGALG00000038364	2	136482292	136487586	1
ENSGALG00000014736	1	78552909	78576195	1
ENSGALG00000014686	Z	56968843	57129354	-1
ENSGALG00000001946	23	3864606	3877239	1
ENSGALG00000034346	2	117729843	117755436	1
ENSGALG00000052028	1	14305496	14308734	1
ENSGALG00000028304	2	19542337	19568271	-1
ENSGALG00000039708	28	1003379	1008537	1
ENSGALG00000007334	14	10466461	10508368	-1
ENSGALG00000027765	2	19463738	19494337	-1
ENSGALG00000014692	Z	56417094	56440973	1
ENSGALG00000016289	3	86843658	87137461	1
ENSGALG00000026928	Z	55788643	55792227	-1
ENSGALG00000028357	2	19428947	19462031	-1
ENSGALG00000004974	12	5238244	5289513	1
ENSGALG00000051492	1	176859535	176878662	-1
ENSGALG00000004969	12	5131077	5237794	-1
ENSGALG00000042570	1	176815363	176825041	-1
ENSGALG00000002804	27	7945964	7960601	1
ENSGALG00000052918	28	877381	880062	1
ENSGALG00000015666	4	82441244	82449180	1
ENSGALG00000038745	2	116753612	116766886	-1
ENSGALG00000005850	8	14265560	14318955	-1
ENSGALG00000008346	7	11436085	11444574	1
ENSGALG00000003709	22	3021586	3034748	-1
ENSGALG00000008193	1	13185663	13457234	-1
ENSGALG00000009680	23	3399324	3403325	1
ENSGALG00000014659	1	78058485	78065761	-1
ENSGALG00000016348	1	119746943	119749754	-1
ENSGALG00000014603	1	78045961	78055022	1
ENSGALG00000007158	14	9342202	9344743	1
ENSGALG00000001314	17	9061884	9070028	1
ENSGALG00000033144	2	136385091	136405869	1
ENSGALG00000013971	3	56205535	56302921	1
ENSGALG00000014824	Z	12839346	12850017	1
ENSGALG00000017077	1	176342901	176364943	1
ENSGALG00000011683	4	51571156	51602821	-1
ENSGALG00000015433	Z	54811100	54902450	-1
ENSGALG00000000558	28	792585	812847	-1
ENSGALG00000043167	2	136321689	136339558	-1
ENSGALG00000037901	3	269054	321343	-1
ENSGALG00000029664	2	136063201	136211928	-1
ENSGALG00000014561	1	77994636	78014698	1
ENSGALG00000003792	Z	12272880	12313334	-1
ENSGALG00000015425	Z	54612204	54628981	-1
ENSGALG00000004009	19	6026937	6029799	-1
ENSGALG00000052151	28	4050992	4054225	-1
ENSGALG00000026736	12	3834014	3844075	1
ENSGALG00000008298	1	13007015	13024134	1
ENSGALG00000006982	14	9045104	9069244	1
ENSGALG00000006069	19	10057630	10079751	-1
ENSGALG00000031440	23	2911566	3132209	1
ENSGALG00000010560	3	32108928	32127395	1
ENSGALG00000035219	4	50822578	50848867	1
ENSGALG00000039238	11	5932736	5950003	1
ENSGALG00000034649	11	5223979	5345307	1
ENSGALG00000029000	12	3640843	3643608	-1
ENSGALG00000013723	12	3635427	3637460	-1
ENSGALG00000036790	3	74821	76716	1
ENSGALG00000039013	2	135873550	136036349	-1
ENSGALG00000002623	9	10713989	10733607	-1
ENSGALG00000003594	22	2927488	2974857	-1
ENSGALG00000006911	14	8913539	8925051	1
ENSGALG00000030209	4	81163250	81197855	1
ENSGALG00000005232	6	16926091	16976146	1
ENSGALG00000005226	6	16860338	16872753	1
ENSGALG00000028979	18	3353300	3359663	-1
ENSGALG00000006889	14	8882558	8896929	-1
ENSGALG00000034673	4	80855311	80877258	1
ENSGALG00000031105	4	50212212	50372852	1
ENSGALG00000005509	8	12966245	13290132	1
ENSGALG00000001329	23	2743037	2816538	1
ENSGALG00000005169	6	16774824	16781124	-1
ENSGALG00000028809	6	16766053	16768405	-1
ENSGALG00000005156	6	16746638	16758682	-1
ENSGALG00000030125	1	140577901	140612165	-1
ENSGALG00000016849	1	140545200	140551013	1
ENSGALG00000002639	9	10687964	10708703	1
ENSGALG00000012530	1	51716683	51725962	1
ENSGALG00000009639	4	24959132	24997825	-1
ENSGALG00000048091	27	7924157	7931121	1
ENSGALG00000005086	6	16341344	16349555	-1
ENSGALG00000039209	1	34002232	34044011	-1
ENSGALG00000030031	2	113806150	113819007	-1
ENSGALG00000007677	2	16724410	16731025	-1
ENSGALG00000008335	1	12579897	12642685	-1
ENSGALG00000011469	7	23255548	23307791	-1
ENSGALG00000011529	4	49974752	49982898	-1
ENSGALG00000000818	1	195032674	195039220	1
ENSGALG00000010313	8	21688967	21772686	1
ENSGALG00000038141	1	51574103	51584520	-1
ENSGALG00000050441	1	51558852	51565932	-1
ENSGALG00000040279	23	2538276	2544293	1
ENSGALG00000003580	11	3706912	3741657	-1
ENSGALG00000047352	3	31108678	31122565	-1
ENSGALG00000011499	4	49916846	49938073	1
ENSGALG00000013311	5	3449594	3622521	1
ENSGALG00000003574	11	3655780	3683801	-1
ENSGALG00000008382	1	11521697	11555109	-1
ENSGALG00000005057	6	15948142	16221228	-1
ENSGALG00000007579	2	16143077	16201613	-1
ENSGALG00000054344	9	23642193	23643498	1
ENSGALG00000044293	9	23634895	23640384	1
ENSGALG00000025881	1	51541954	51569755	-1
ENSGALG00000004467	15	6112451	6164114	-1
ENSGALG00000003560	11	3571368	3634461	-1
ENSGALG00000004320	13	13664153	13701069	1
ENSGALG00000003948	12	3345428	3352328	1
ENSGALG00000021079	20	9335909	9349311	1
ENSGALG00000004184	13	13624036	13632278	1
ENSGALG00000005257	8	12271795	12279181	1
ENSGALG00000001434	17	8723126	8733376	-1
ENSGALG00000000461	27	4832151	4845337	1
ENSGALG00000047483	1	51440395	51445547	1
ENSGALG00000009568	4	24520359	24685116	-1
ENSGALG00000016844	1	140394688	140425482	-1
ENSGALG00000031518	33	4132597	4133942	-1
ENSGALG00000012456	1	51413962	51423737	1
ENSGALG00000004078	13	13001201	13010129	1
ENSGALG00000044466	11	2644433	2658115	1
ENSGALG00000005843	20	9001254	9014412	-1
ENSGALG00000038405	1	77388128	77429662	1
ENSGALG00000032308	6	14860666	15164432	-1
ENSGALG00000007526	4	11295349	11299195	-1
ENSGALG00000007941	5	19755982	19795325	1
ENSGALG00000016281	1	116192489	117253225	-1
ENSGALG00000003353	Z	10460141	10544706	1
ENSGALG00000005790	20	8807030	8821031	1
ENSGALG00000015908	3	80804845	80905035	1
ENSGALG00000002193	9	2459432	2493573	-1
ENSGALG00000039032	5	19419316	19420470	1
ENSGALG00000029672	7	22229319	22237930	1
ENSGALG00000037603	23	2253610	2261049	1
ENSGALG00000003295	Z	10140727	10313424	-1
ENSGALG00000037556	5	19262646	19335831	-1
ENSGALG00000009567	4	24072461	24205658	1
ENSGALG00000007356	2	15014348	15032488	1
ENSGALG00000013409	23	2220746	2229123	1
ENSGALG00000012790	2	64524991	64561164	-1
ENSGALG00000031450	1	194597369	194675601	-1
ENSGALG00000039080	5	19191268	19248208	1
ENSGALG00000003103	12	3002525	3009824	-1
ENSGALG00000027788	4	23889262	23935926	1
ENSGALG00000003473	22	2877954	2888842	-1
ENSGALG00000030706	23	2046642	2056508	-1
ENSGALG00000034898	5	45101764	45230310	-1
ENSGALG00000015032	Z	27663890	27681451	1
ENSGALG00000003258	11	2479810	2493248	-1
ENSGALG00000012988	1	60296873	60354263	1
ENSGALG00000010149	3	30280731	30303453	-1
ENSGALG00000045584	4	10959282	10973769	-1
ENSGALG00000003015	19	5554574	5561459	1
ENSGALG00000021345	11	2432617	2439530	-1
ENSGALG00000017036	1	172289679	172427314	1
ENSGALG00000015895	3	80084761	80087769	1
ENSGALG00000005609	20	8328212	8337556	1
ENSGALG00000039728	9	22759713	22763777	1
ENSGALG00000006563	1	8841295	8982974	1
ENSGALG00000011250	7	22086695	22105857	-1
ENSGALG00000053241	7	22082731	22084314	-1
ENSGALG00000053589	Z	80616187	80743416	1
ENSGALG00000050678	Z	80571923	80647009	1
ENSGALG00000000243	27	4030006	4034840	-1
ENSGALG00000034029	5	18629829	18649356	-1
ENSGALG00000005338	20	7932950	7938510	-1
ENSGALG00000034100	10	20049223	20076407	-1
ENSGALG00000000820	23	1741624	1757003	1
ENSGALG00000011190	4	46423727	46424857	-1
ENSGALG00000030324	1	8136573	8180800	1
ENSGALG00000030941	26	1148302	1157441	1
ENSGALG00000020193	4	46421939	46423376	-1
ENSGALG00000028451	11	2118766	2120425	-1
ENSGALG00000010747	5	44669751	44711483	-1
ENSGALG00000010738	5	44630721	44653557	-1
ENSGALG00000002729	9	10550183	10571324	-1
ENSGALG00000012735	2	62675250	62679088	-1
ENSGALG00000014324	1	75548453	75558943	1
ENSGALG00000016261	1	114457437	114478974	-1
ENSGALG00000005321	20	7832322	7910579	-1
ENSGALG00000000783	23	1627960	1636790	-1
ENSGALG00000026152	12	2699650	2704153	-1
ENSGALG00000035916	5	18179810	18393764	-1
ENSGALG00000028721	26	1123454	1132975	1
ENSGALG00000012277	1	50976162	50979138	-1
ENSGALG00000015404	2	111182778	111199494	-1
ENSGALG00000016251	1	114074141	114163628	-1
ENSGALG00000003628	10	4710761	4798157	-1
ENSGALG00000017025	1	171725372	171734808	-1
ENSGALG00000037943	14	7057348	7132158	1
ENSGALG00000025945	Z	9164659	9166088	1
ENSGALG00000023622	Z	9152592	9154039	1
ENSGALG00000000731	23	1564116	1568510	1
ENSGALG00000003886	13	12229467	12420212	-1
ENSGALG00000030276	6	29935052	29990736	-1
ENSGALG00000034591	2	62112883	62119192	1
ENSGALG00000026655	Z	9145291	9146416	-1
ENSGALG00000009553	9	22313604	22345248	-1
ENSGALG00000032658	27	3775310	3882647	1
ENSGALG00000030776	33	3166725	3168701	-1
ENSGALG00000002283	12	2273248	2315377	1
ENSGALG00000041236	1	50752535	50761418	1
ENSGALG00000002260	12	2264031	2268470	-1
ENSGALG00000005170	20	7770874	7779087	-1
ENSGALG00000053351	27	7865806	7868734	1
ENSGALG00000000244	Z	46616371	46782893	-1
ENSGALG00000016228	1	113301915	113303342	-1
ENSGALG00000012704	2	61479711	61493929	1
ENSGALG00000016227	1	113198416	113202575	-1
ENSGALG00000047414	14	1403046	1408991	1
ENSGALG00000000667	23	1063330	1068649	1
ENSGALG00000027891	Z	46525374	46544858	1
ENSGALG00000007001	17	3938812	3944462	1
ENSGALG00000007555	5	17778656	17793544	1
ENSGALG00000055053	3	77724855	77729607	-1
ENSGALG00000003074	28	3790233	3811820	1
ENSGALG00000008014	20	13708222	13709555	-1
ENSGALG00000008095	10	19774820	19792621	1
ENSGALG00000003505	10	4602240	4609086	-1
ENSGALG00000007082	2	13012790	13044927	-1
ENSGALG00000042797	3	27820731	27874634	1
ENSGALG00000001595	17	8588061	8591957	-1
ENSGALG00000025759	9	10491970	10546388	-1
ENSGALG00000039786	22	2646153	2661037	-1
ENSGALG00000026167	18	1984539	2033615	-1
ENSGALG00000000154	26	1029892	1037452	1
ENSGALG00000041644	1	139115577	139175402	-1
ENSGALG00000033178	2	11821968	11830930	-1
ENSGALG00000013967	1	6851074	6858323	-1
ENSGALG00000010036	3	27500695	27510879	-1
ENSGALG00000002467	11	1702335	1713816	1
ENSGALG00000012050	1	50120269	50164133	-1
ENSGALG00000030902	2	108430041	108432260	-1
ENSGALG00000009470	9	20725151	20764204	-1
ENSGALG00000021355	Z	9015759	9024777	1
ENSGALG00000004700	8	7994109	8002276	-1
ENSGALG00000052460	3	77563544	77591643	-1
ENSGALG00000055058	1	6730670	6745495	1
ENSGALG00000032903	5	17264187	17267580	-1
ENSGALG00000007381	5	17253818	17261848	-1
ENSGALG00000004859	20	6715285	6727531	-1
ENSGALG00000012033	1	50063873	50081111	-1
ENSGALG00000021230	20	6698519	6707788	1
ENSGALG00000007963	20	13171132	13253864	1
ENSGALG00000007804	12	16898430	16917447	1
ENSGALG00000016834	1	138951176	139094938	-1
ENSGALG00000003744	13	12027893	12054652	1
ENSGALG00000002023	Z	8577948	8591196	-1
ENSGALG00000027835	6	12328156	12329964	-1
ENSGALG00000016215	1	112117781	112133306	1
ENSGALG00000032577	9	20136600	20436791	1
ENSGALG00000004620	8	7848917	7898075	1
ENSGALG00000015833	3	76970519	76992372	-1
ENSGALG00000017272	1	74541146	74683073	-1
ENSGALG00000012003	1	49891065	49906124	-1
ENSGALG00000051478	Z	77987413	78117585	-1
ENSGALG00000040180	2	107911432	107912427	-1
ENSGALG00000053121	19	4963041	4964040	-1
ENSGALG00000011235	2	34255021	34277260	1
ENSGALG00000003217	14	1329782	1337607	1
ENSGALG00000028256	Z	8363698	8366694	-1
ENSGALG00000054196	19	4954691	4955870	-1
ENSGALG00000039219	6	12257165	12275117	1
ENSGALG00000049551	19	4947059	4948277	-1
ENSGALG00000014585	19	4941785	4942879	1
ENSGALG00000026677	1	138924431	138937050	-1
ENSGALG00000053014	Z	77673831	77774997	-1
ENSGALG00000048706	Z	77654415	77723652	-1
ENSGALG00000050065	1	170225814	170235083	1
ENSGALG00000036850	10	4188720	4194426	-1
ENSGALG00000014496	4	76507126	76565949	1
ENSGALG00000004593	20	5918672	5975454	-1
ENSGALG00000041988	1	111210237	111222987	-1
ENSGALG00000015209	Z	44356123	44369961	-1
ENSGALG00000002225	19	4627665	4651317	1
ENSGALG00000011947	1	49601065	49607425	1
ENSGALG00000015216	Z	44075509	44125480	1
ENSGALG00000005323	Z	44008388	44008987	-1
ENSGALG00000028005	Z	43742056	43743702	1
ENSGALG00000009298	9	19829026	19858603	1
ENSGALG00000016832	1	138904758	138912133	-1
ENSGALG00000015196	2	106885853	107013873	1
ENSGALG00000007077	5	16814154	16844218	-1
ENSGALG00000009759	1	32162492	32242011	1
ENSGALG00000050897	9	19725004	19825188	1
ENSGALG00000015800	3	76380620	76418162	-1
ENSGALG00000033129	3	25092240	25094448	-1
ENSGALG00000039269	18	9489328	9537525	-1
ENSGALG00000009315	5	26533055	26554073	-1
ENSGALG00000035596	12	1075941	1100520	-1
ENSGALG00000005831	Z	7780562	7905039	1
ENSGALG00000006412	4	4348840	4354659	1
ENSGALG00000049835	Z	43447051	43475146	1
ENSGALG00000021314	14	1241795	1252146	-1
ENSGALG00000043672	12	1023267	1074387	1
ENSGALG00000028145	3	75832004	75833128	1
ENSGALG00000038710	1	71797826	71804003	-1
ENSGALG00000005814	Z	7654557	7656593	-1
ENSGALG00000025921	Z	7645535	7647631	1
ENSGALG00000010971	7	19728602	19787165	-1
ENSGALG00000010468	5	39455412	39460341	-1
ENSGALG00000007848	24	6135796	6138663	-1
ENSGALG00000015775	3	75684051	75708805	1
ENSGALG00000011872	1	49252184	49267900	1
ENSGALG00000006190	4	4200870	4231430	1
ENSGALG00000003636	21	4234399	4237316	1
ENSGALG00000036829	2	55980846	56043283	1
ENSGALG00000028016	1	49166331	49172940	-1
ENSGALG00000004074	20	5178294	5182050	1
ENSGALG00000013911	1	71375201	71400743	-1
ENSGALG00000030661	33	6934615	6940207	1
ENSGALG00000003932	20	5127284	5143926	1
ENSGALG00000051063	20	5113651	5117094	1
ENSGALG00000004273	8	6682209	6791752	-1
ENSGALG00000014297	5	16053125	16056590	1
ENSGALG00000002786	10	3594815	3641597	-1
ENSGALG00000039335	5	16016176	16051789	1
ENSGALG00000030357	8	6586590	6619960	1
ENSGALG00000034456	26	5152468	5174115	1
ENSGALG00000034067	26	5133300	5139900	-1
ENSGALG00000004205	8	6550216	6573472	-1
ENSGALG00000033966	1	193461898	193803700	1
ENSGALG00000043036	5	39074525	39084657	1
ENSGALG00000043223	19	3673296	3828129	1
ENSGALG00000001465	18	9097963	9100480	1
ENSGALG00000002963	9	9999445	10077916	-1
ENSGALG00000016986	1	169350498	169399736	-1
ENSGALG00000009858	3	22290234	22295308	1
ENSGALG00000014233	1	70452867	70534884	1
ENSGALG00000037940	2	54930529	54947966	-1
ENSGALG00000043493	2	54916522	54922765	1
ENSGALG00000030065	4	40053454	40498128	-1
ENSGALG00000044480	4	3392323	3404401	1
ENSGALG00000037246	2	54476377	54526547	1
ENSGALG00000055078	20	4966750	4971884	1
ENSGALG00000044226	30	600218	605036	1
ENSGALG00000006017	4	3316455	3386100	1
ENSGALG00000003863	15	5714657	5727150	1
ENSGALG00000010668	4	39881333	39966929	-1
ENSGALG00000008162	1	1655960	1680468	-1
ENSGALG00000041380	16	2606528	2609057	-1
ENSGALG00000030377	26	4904800	4905285	1
ENSGALG00000003670	20	4690689	4693338	-1
ENSGALG00000036775	Z	2630793	2878710	-1
ENSGALG00000015030	2	103049116	103074569	-1
ENSGALG00000045115	30	595215	599886	1
ENSGALG00000006565	15	8663295	8688492	-1
ENSGALG00000013865	3	54895190	54914161	1
ENSGALG00000011740	1	48028649	48034022	1
ENSGALG00000009269	5	26296854	26311104	-1
ENSGALG00000001470	10	3071342	3074466	1
ENSGALG00000002539	Z	73473843	73543841	-1
ENSGALG00000010646	4	39615025	39740111	-1
ENSGALG00000028037	5	38430793	38433702	1
ENSGALG00000010858	7	18736749	18812213	1
ENSGALG00000001730	9	1387811	1441223	1
ENSGALG00000013861	3	54664503	54683327	-1
ENSGALG00000008518	17	2287820	2308533	1
ENSGALG00000049193	25	1473405	1509424	-1
ENSGALG00000030571	1	168025737	168042111	-1
ENSGALG00000027207	3	54597280	54606430	1
ENSGALG00000016964	1	167989491	168020290	-1
ENSGALG00000021395	18	7924961	7946282	-1
ENSGALG00000003212	26	4698648	4703751	1
ENSGALG00000049422	3	21942839	21967759	-1
ENSGALG00000052425	3	21915154	21919280	1
ENSGALG00000031786	2	51589935	51620997	1
ENSGALG00000002506	21	3327693	3354672	1
ENSGALG00000003495	8	5858744	5866421	-1
ENSGALG00000047771	5	38322971	38327945	-1
ENSGALG00000031117	2	51496702	51521276	1
ENSGALG00000005930	4	2950481	2994938	1
ENSGALG00000026970	5	1814210	1815550	1
ENSGALG00000002466	21	3244323	3253164	-1
ENSGALG00000040360	13	9770031	9772644	-1
ENSGALG00000005204	15	8386812	8392109	1
ENSGALG00000003026	14	1142254	1156542	1
ENSGALG00000025937	24	5408192	5416185	-1
ENSGALG00000014938	2	102443796	102465867	-1
ENSGALG00000031069	7	18603505	18612701	1
ENSGALG00000003503	20	3612403	3627085	-1
ENSGALG00000037939	11	532295	541816	-1
ENSGALG00000014186	1	68817721	68879496	1
ENSGALG00000014935	2	102336920	102408052	1
ENSGALG00000050631	14	1121719	1136699	1
ENSGALG00000011633	1	47613048	47636250	-1
ENSGALG00000013155	2	85442153	85618905	1
ENSGALG00000020316	4	2834589	2850667	-1
ENSGALG00000048159	17	2138075	2149550	1
ENSGALG00000053220	2	130588631	130595013	1
ENSGALG00000003369	27	7646435	7652243	-1
ENSGALG00000005968	15	8274524	8282968	1
ENSGALG00000016949	1	167168760	167191131	1
ENSGALG00000012595	Z	40677336	40738461	-1
ENSGALG00000049010	15	8238927	8239208	1
ENSGALG00000052566	15	8235870	8236154	-1
ENSGALG00000047506	15	8235121	8235417	1
ENSGALG00000028373	1	47377777	47392139	1
ENSGALG00000010614	4	39355762	39358582	-1
ENSGALG00000033932	16	2565405	2595262	1
ENSGALG00000048383	15	8232496	8232780	1
ENSGALG00000049186	15	8231361	8231642	-1
ENSGALG00000053057	15	8230684	8230971	-1
ENSGALG00000048390	15	8229080	8229361	1
ENSGALG00000054874	15	8227756	8228052	-1
ENSGALG00000050376	15	8226765	8227052	1
ENSGALG00000038758	11	444251	449004	-1
ENSGALG00000050545	15	8226219	8226506	-1
ENSGALG00000051167	15	8223554	8223835	1
ENSGALG00000017485	4	69518863	69524197	1
ENSGALG00000050477	15	8221239	8221500	1
ENSGALG00000010610	4	39265386	39318627	-1
ENSGALG00000009784	3	21159219	21262585	1
ENSGALG00000014910	2	102015734	102109014	1
ENSGALG00000033002	4	2420962	2435623	1
ENSGALG00000023821	27	7642263	7646075	-1
ENSGALG00000015388	3	68350477	68445504	-1
ENSGALG00000053595	4	38979231	39067086	1
ENSGALG00000005808	15	8093227	8111255	-1
ENSGALG00000026081	20	11615331	11629002	-1
ENSGALG00000015360	1	88827762	88854919	-1
ENSGALG00000002644	26	4130378	4134782	1
ENSGALG00000024490	4	69443374	69469660	1
ENSGALG00000029324	11	313945	323201	-1
ENSGALG00000014122	1	68297311	68348236	-1
ENSGALG00000050882	11	296257	310205	-1
ENSGALG00000012932	1	58965081	59072088	-1
ENSGALG00000043555	4	38549409	38592266	-1
ENSGALG00000053549	6	10021089	10029590	-1
ENSGALG00000015358	1	88760863	88804642	-1
ENSGALG00000039294	9	680308	692677	-1
ENSGALG00000026119	15	7779109	7810799	-1
ENSGALG00000034070	7	18202368	18226959	-1
ENSGALG00000005947	2	4892458	4905115	1
ENSGALG00000008497	1	31106674	31121733	-1
ENSGALG00000016485	3	101681364	101683698	1
ENSGALG00000026727	3	18978772	18984357	1
ENSGALG00000053510	1	258484	259506	-1
ENSGALG00000039193	21	2712119	2775214	-1
ENSGALG00000003584	18	6978815	6984489	-1
ENSGALG00000005884	2	4797808	4866093	-1
ENSGALG00000001774	10	2272014	2467955	1
ENSGALG00000050315	1	216908	303711	1
ENSGALG00000014582	24	4700047	4856723	-1
ENSGALG00000042611	1	194198	197450	-1
ENSGALG00000046962	1	166296	170671	1
ENSGALG00000001690	13	8067187	8204642	1
ENSGALG00000038209	16	2510124	2514505	-1
ENSGALG00000035017	21	2682333	2709511	-1
ENSGALG00000016810	1	138070166	138156158	1
ENSGALG00000038540	24	4498522	4569876	-1
ENSGALG00000051297	1	31439	243537	1
ENSGALG00000045540	1	27209	33555	1
ENSGALG00000027363	21	2649964	2665120	-1
ENSGALG00000005071	4	2126107	2141053	-1
ENSGALG00000002038	26	3872602	3887081	-1
ENSGALG00000014999	Z	25324362	25392656	-1
ENSGALG00000046212	18	6872423	6880054	1
ENSGALG00000007924	7	9781864	9800618	-1
ENSGALG00000007543	20	11158900	11172710	1
ENSGALG00000010118	5	37181549	37355992	1
ENSGALG00000029354	30	437446	458592	-1
ENSGALG00000005710	2	4568785	4637109	1
ENSGALG00000037138	5	13429698	13749553	-1
ENSGALG00000050352	26	3760561	3763313	-1
ENSGALG00000015008	Z	25197569	25213519	1
ENSGALG00000011406	1	45630400	45665253	-1
ENSGALG00000028483	5	36884558	36886207	-1
ENSGALG00000036925	25	3840941	3854221	1
ENSGALG00000006795	24	4304182	4310313	-1
ENSGALG00000044279	3	109820943	109830241	1
ENSGALG00000001189	19	2800480	2807394	-1
ENSGALG00000014261	4	68642734	68647699	-1
ENSGALG00000040098	2	148865563	148883104	-1
ENSGALG00000051022	4	68516400	68562896	-1
ENSGALG00000021128	14	4589041	4595297	1
ENSGALG00000014258	4	68509592	68515621	-1
ENSGALG00000000081	16	2367597	2478250	1
ENSGALG00000046914	4	68455867	68468029	-1
ENSGALG00000036742	19	2690575	2780557	1
ENSGALG00000038678	2	100148458	100212328	1
ENSGALG00000015184	Z	38482984	38580242	1
ENSGALG00000008873	17	1807509	1811764	1
ENSGALG00000016708	3	109694867	109702468	1
ENSGALG00000038461	Z	380895	391872	1
ENSGALG00000006427	5	13266596	13301342	1
ENSGALG00000011325	1	45339203	45346941	-1
ENSGALG00000040276	3	109295891	109443058	1
ENSGALG00000045153	4	68245100	68247053	-1
ENSGALG00000043642	2	46674840	46702450	-1
ENSGALG00000006715	24	3862361	3873263	-1
ENSGALG00000009450	3	18423363	18445768	1
ENSGALG00000011320	1	45195312	45317916	-1
