ensembl_gene_id	chromosome_name	start_position	end_position	strand
ENSGALG00000039376	1	85034495	85061724	1
ENSGALG00000031735	5	289584	293008	1
ENSGALG00000015702	Z	66692894	66712751	1
ENSGALG00000008347	5	23721124	23734856	-1
ENSGALG00000029834	17	6378663	6390710	1
ENSGALG00000009052	3	8705197	8715863	-1
ENSGALG00000032628	27	6683855	6736329	-1
ENSGALG00000003923	7	4846504	4899768	1
ENSGALG00000040619	5	261217	263311	1
ENSGALG00000029298	1	84730514	84766850	1
ENSGALG00000008160	6	24353656	24452939	1
ENSGALG00000012964	2	76157176	76405248	1
ENSGALG00000016400	3	94991681	95016338	1
ENSGALG00000002350	14	15304269	15344033	-1
ENSGALG00000046955	14	15279994	15290828	-1
ENSGALG00000033231	33	5826668	5834642	1
ENSGALG00000015193	1	84661651	84685255	1
ENSGALG00000011663	3	45891575	45929214	-1
ENSGALG00000044204	10	13568712	13577891	-1
ENSGALG00000019761	18	10351958	10359644	1
ENSGALG00000011659	3	45699532	45707626	-1
ENSGALG00000003517	23	5371267	5376872	-1
ENSGALG00000008141	4	13903972	13924666	-1
ENSGALG00000032974	13	14367414	14532703	1
ENSGALG00000032282	2	124313161	124331362	-1
ENSGALG00000002024	15	1326281	1366341	1
ENSGALG00000037273	1	183720748	183721251	1
ENSGALG00000003862	7	4706293	4793733	-1
ENSGALG00000047526	5	123422	124480	-1
ENSGALG00000032803	5	120674	122219	1
ENSGALG00000008006	4	13332487	13379286	1
ENSGALG00000012917	2	69267185	69363889	-1
ENSGALG00000016759	1	133809550	133813733	-1
ENSGALG00000027757	2	26800481	26802605	1
ENSGALG00000012909	2	69157598	69168662	-1
ENSGALG00000054048	19	6867165	6920815	-1
ENSGALG00000033957	33	5447898	5465635	1
ENSGALG00000050155	8	16368747	16380913	-1
