ensembl_gene_id	chromosome_name	start_position	end_position	strand
ENSAPLG00000010639	22	2332033	2335212	1
ENSAPLG00000018116	6	19364753	19377800	-1
ENSAPLG00000020383	27	339230	346178	-1
ENSAPLG00000012937	12	9766416	9790903	-1
ENSAPLG00000016350	13	12060664	12212156	-1
ENSAPLG00000013298	12	9801746	9814874	1
ENSAPLG00000006200	8	22391224	22577548	1
ENSAPLG00000014071	1	186026551	186110623	1
ENSAPLG00000013415	12	9818207	9859334	-1
ENSAPLG00000002709	29	377747	399662	-1
ENSAPLG00000014526	27	622232	637666	-1
ENSAPLG00000024542	24	4641381	4651376	-1
ENSAPLG00000014412	12	9872122	9911865	-1
ENSAPLG00000014085	1	35679849	35690879	1
ENSAPLG00000019314	PEDO01012290.1	7005	12232	-1
ENSAPLG00000012901	Z	46917337	46960006	-1
ENSAPLG00000007037	8	22769783	22770443	1
ENSAPLG00000013324	27	757865	773418	1
ENSAPLG00000017140	PEDO01008297.1	42	2043	1
ENSAPLG00000028645	PEDO01012367.1	21	2189	-1
ENSAPLG00000006851	19	6439773	6445740	-1
ENSAPLG00000007898	8	22806418	22818988	-1
ENSAPLG00000015766	12	9980604	10003140	-1
ENSAPLG00000011151	10	9951828	9953998	1
ENSAPLG00000005135	18	45378	57373	1
ENSAPLG00000020959	21	278993	283251	-1
ENSAPLG00000006042	15	13031345	13045582	1
ENSAPLG00000002219	27	916915	963768	1
ENSAPLG00000002715	5	57806300	57836208	-1
ENSAPLG00000001918	27	919863	930991	-1
ENSAPLG00000002131	22	3110370	3125157	1
ENSAPLG00000027500	PEDO01014040.1	1356	2399	1
ENSAPLG00000003058	27	1027907	1042730	-1
ENSAPLG00000005127	19	6863542	6873844	-1
ENSAPLG00000002747	22	3252368	3259979	-1
ENSAPLG00000019496	19	6882869	6892209	1
ENSAPLG00000018678	PEDO01009564.1	37697	42081	-1
ENSAPLG00000002823	22	3262847	3285632	-1
ENSAPLG00000015753	21	438617	548416	1
ENSAPLG00000002251	18	189196	193605	-1
ENSAPLG00000011779	4	20237481	20268462	-1
ENSAPLG00000006630	5	6225854	6232371	-1
ENSAPLG00000014775	1	146399636	146510061	-1
ENSAPLG00000000622	18	196040	205560	-1
ENSAPLG00000016230	18	226574	248228	-1
ENSAPLG00000004555	12	10226769	10235550	-1
ENSAPLG00000028633	Z	47861376	48010664	-1
ENSAPLG00000005489	5	6526039	6536364	-1
ENSAPLG00000008161	PEDO01009624.1	90970	101107	1
ENSAPLG00000010001	22	3905947	3913365	-1
ENSAPLG00000003829	1	88143408	88146472	-1
ENSAPLG00000011653	3	111353213	111572007	1
ENSAPLG00000022262	PEDO01009624.1	119266	121939	-1
ENSAPLG00000004333	5	7300045	7313512	-1
ENSAPLG00000013668	3	111764852	111805367	1
ENSAPLG00000009531	3	76457110	76500422	1
ENSAPLG00000026664	3	111804699	111878563	-1
ENSAPLG00000008728	27	1347002	1351780	-1
ENSAPLG00000011122	12	11597625	11609759	-1
ENSAPLG00000000963	10	11595459	11599579	1
ENSAPLG00000022380	9	11216847	11231801	1
ENSAPLG00000030083	19	8426366	8428497	-1
ENSAPLG00000005962	PEDO01008610.1	4156	12455	-1
ENSAPLG00000021604	3	111926148	111936933	1
ENSAPLG00000013380	15	15365750	15377532	-1
ENSAPLG00000023582	9	11394663	11446031	1
ENSAPLG00000028280	Z	12868404	12868745	-1
ENSAPLG00000019878	18	1341417	1344994	1
ENSAPLG00000013283	5	58852098	58937695	1
ENSAPLG00000010095	2	42827905	42860305	1
ENSAPLG00000002886	3	13082767	13084683	-1
ENSAPLG00000026828	2	42855543	42902875	-1
ENSAPLG00000016019	PEDO01009728.1	21540	26243	1
ENSAPLG00000000931	PEDO01009728.1	31249	42684	-1
ENSAPLG00000001804	PEDO01009728.1	62702	72741	1
ENSAPLG00000022120	PEDO01020848.1	185	1511	1
ENSAPLG00000009034	21	1744806	1748255	-1
ENSAPLG00000012958	2	79022178	79028659	1
ENSAPLG00000025863	PEDO01020868.1	146	2950	1
ENSAPLG00000027473	10	12106834	12108814	1
ENSAPLG00000000915	29	1530403	1530767	1
ENSAPLG00000003843	11	10355939	10358616	1
ENSAPLG00000002378	11	10368672	10369897	-1
ENSAPLG00000020575	27	2083276	2093492	-1
ENSAPLG00000005450	18	1474725	1477047	1
ENSAPLG00000010390	29	1737716	1777975	1
ENSAPLG00000015985	PEDO01012569.1	1502	4585	-1
ENSAPLG00000027411	21	2117176	2130640	-1
ENSAPLG00000004747	27	2211815	2229439	1
ENSAPLG00000012475	29	1936064	1988834	-1
ENSAPLG00000013205	10	12838110	12900525	1
ENSAPLG00000029852	PEDO01020922.1	3704	10152	1
ENSAPLG00000010841	Z	82770779	82900005	1
ENSAPLG00000028876	15	16680409	16703932	1
ENSAPLG00000014680	4	22949639	22961854	1
ENSAPLG00000004404	PEDO01008866.1	3240	8393	-1
ENSAPLG00000013228	2	108182771	108436216	-1
ENSAPLG00000028532	PEDO01021007.1	3189	4820	-1
ENSAPLG00000011950	4	48825123	48825670	-1
ENSAPLG00000020439	4	48826892	48827824	-1
ENSAPLG00000012017	4	48833223	48840309	-1
ENSAPLG00000000830	15	16880958	16881581	-1
ENSAPLG00000002299	15	17024484	17060520	-1
ENSAPLG00000015349	Z	50167519	50213144	-1
ENSAPLG00000014658	11	11018280	11044036	1
ENSAPLG00000010503	29	2305153	2313090	-1
ENSAPLG00000001734	18	1750211	1751944	1
ENSAPLG00000003627	27	2585148	2722743	1
ENSAPLG00000010240	PEDO01012807.1	21	2109	-1
ENSAPLG00000013556	PEDO01021174.1	272	2636	1
ENSAPLG00000014305	18	1912471	1917555	1
ENSAPLG00000004963	11	11415428	11429263	1
ENSAPLG00000004897	PEDO01000234.1	88834	94937	1
ENSAPLG00000006016	3	78251384	78258833	-1
ENSAPLG00000018622	14	13657057	13662219	1
ENSAPLG00000005660	11	11562299	11577155	1
ENSAPLG00000010524	12	16410001	16535506	1
ENSAPLG00000014776	1	37207467	37348307	-1
ENSAPLG00000020462	2	43702721	43754053	-1
ENSAPLG00000002080	12	16696730	16697602	1
ENSAPLG00000012527	14	13769157	13940855	1
ENSAPLG00000004115	PEDO01012937.1	58	636	1
ENSAPLG00000011192	11	11882963	12041526	1
ENSAPLG00000009602	29	3085170	3086961	1
ENSAPLG00000005511	7	8903831	9126576	1
ENSAPLG00000014582	1	121481470	121485303	-1
ENSAPLG00000003672	27	3154921	3165942	-1
ENSAPLG00000004508	Z	13117449	13144432	-1
ENSAPLG00000012485	10	14925632	14939201	-1
ENSAPLG00000029031	2	43983735	43989264	1
ENSAPLG00000022254	27	3294597	3299377	-1
ENSAPLG00000004064	1	2976193	2988614	1
ENSAPLG00000015637	1	37426355	37505746	-1
ENSAPLG00000015420	2	80331299	80351948	1
ENSAPLG00000002438	3	79670719	79677036	-1
ENSAPLG00000016644	12	17850194	17860397	-1
ENSAPLG00000030883	1	149100515	149126859	1
ENSAPLG00000011940	12	17959802	17984753	1
ENSAPLG00000014515	18	2780021	2882214	-1
ENSAPLG00000023559	PEDO01005818.1	21	3602	-1
ENSAPLG00000015989	4	24451044	24468417	-1
ENSAPLG00000002101	1	121666673	121667818	1
ENSAPLG00000006188	5	60415679	60418033	-1
ENSAPLG00000005356	5	60510000	60528090	1
ENSAPLG00000011623	1	91517468	91535459	-1
ENSAPLG00000012088	PEDO01018840.1	1322	1951	-1
ENSAPLG00000021388	PEDO01005916.1	378	1467	-1
ENSAPLG00000011881	1	91589404	91622548	1
ENSAPLG00000001066	PEDO01013053.1	21	1493	-1
ENSAPLG00000019382	PEDO01021420.1	21	1432	1
ENSAPLG00000011195	3	113757559	113803699	1
ENSAPLG00000020570	3	113776609	113778378	-1
ENSAPLG00000009888	9	15839544	15873478	1
ENSAPLG00000005243	14	15697052	15739524	1
ENSAPLG00000003770	4	25135563	25218321	1
ENSAPLG00000009205	2	15813267	15829527	1
ENSAPLG00000012625	18	3828643	3835399	1
ENSAPLG00000013164	14	15949594	15968127	-1
ENSAPLG00000009281	9	15902639	16109319	-1
ENSAPLG00000021814	PEDO01005965.1	137	999	1
ENSAPLG00000018299	PEDO01005985.1	2938	3423	-1
ENSAPLG00000008646	9	16116606	16184479	-1
ENSAPLG00000006829	PEDO01013183.1	21	4221	1
ENSAPLG00000025216	12	19567118	19576919	1
ENSAPLG00000009032	Z	14437208	14460628	1
ENSAPLG00000000604	PEDO01013250.1	1645	2872	-1
ENSAPLG00000004084	PEDO01003370.1	11979	33837	1
ENSAPLG00000029218	11	13130642	13134156	1
ENSAPLG00000009148	29	3722360	3725358	-1
ENSAPLG00000021882	18	5314775	5319700	1
ENSAPLG00000008603	18	5333822	5348096	-1
ENSAPLG00000007073	19	9066198	9108741	-1
ENSAPLG00000012538	1	91846012	92064434	-1
ENSAPLG00000029667	PEDO01014598.1	21	1289	-1
ENSAPLG00000023033	PEDO01014601.1	79	1206	1
ENSAPLG00000010383	Z	14679340	14765208	-1
ENSAPLG00000026048	PEDO01006192.1	1144	21637	-1
ENSAPLG00000014558	27	4406106	4421059	-1
ENSAPLG00000012628	PEDO01000234.1	846434	881683	-1
ENSAPLG00000012081	7	36259471	36460191	1
ENSAPLG00000008110	PEDO01013281.1	80338	102861	-1
ENSAPLG00000006885	18	6394548	6399281	1
ENSAPLG00000029654	29	4324720	4330889	-1
ENSAPLG00000024410	29	4354509	4362226	1
ENSAPLG00000016748	PEDO01014672.1	920	7818	1
ENSAPLG00000015879	PEDO01003518.1	64862	66889	-1
ENSAPLG00000001947	Z	15264219	15288385	-1
ENSAPLG00000006948	19	10073296	10092241	-1
ENSAPLG00000007158	29	4565678	4620526	-1
ENSAPLG00000016523	19	10096242	10101858	-1
ENSAPLG00000017558	19	10113715	10117458	-1
ENSAPLG00000005556	4	26025107	26032040	-1
ENSAPLG00000005759	4	26079114	26114662	1
ENSAPLG00000019872	29	4811449	4816332	-1
ENSAPLG00000026444	19	10496028	10498938	1
ENSAPLG00000006831	14	17837009	17958385	1
ENSAPLG00000004264	2	44796387	44823875	-1
ENSAPLG00000000588	7	37407722	37417682	1
ENSAPLG00000001907	2	44806119	44811579	1
ENSAPLG00000005506	Z	2781	13437	-1
ENSAPLG00000003373	18	6605206	6611270	-1
ENSAPLG00000027465	PEDO01003666.1	4707	7067	-1
ENSAPLG00000020854	PEDO01014794.1	21	5911	-1
ENSAPLG00000008597	7	37529698	37532975	1
ENSAPLG00000002678	PEDO01014794.1	4086	6676	1
ENSAPLG00000003491	2	111469046	111479820	-1
ENSAPLG00000000719	3	47594176	47595042	1
ENSAPLG00000012595	11	14991194	15141968	1
ENSAPLG00000016276	18	6887886	6935713	1
ENSAPLG00000016329	2	82790186	82828134	-1
ENSAPLG00000018959	PEDO01014852.1	21	1781	1
ENSAPLG00000025005	PEDO01014857.1	2	2083	-1
ENSAPLG00000009891	7	37645247	37656704	-1
ENSAPLG00000013648	2	16827366	16835483	1
ENSAPLG00000010291	7	37664735	37675436	-1
ENSAPLG00000031101	7	37675763	37682754	1
ENSAPLG00000010410	7	37685221	37702772	1
ENSAPLG00000003471	19	11828658	11840283	-1
ENSAPLG00000002904	19	11838929	11879989	-1
ENSAPLG00000002081	19	11906986	11919714	-1
ENSAPLG00000009897	PEDO01000240.1	46286	125639	-1
ENSAPLG00000009954	PEDO01000240.1	125398	239448	1
ENSAPLG00000010144	1	5493085	5604274	-1
ENSAPLG00000021907	18	7530307	7534810	-1
ENSAPLG00000010678	11	15667753	15790439	1
ENSAPLG00000022873	PEDO01006295.1	884	2047	-1
ENSAPLG00000018970	18	7793254	7799862	-1
ENSAPLG00000021783	18	7799618	7801650	-1
ENSAPLG00000009021	10	18235222	18242297	1
ENSAPLG00000005616	1	5800149	5811701	-1
ENSAPLG00000010946	3	16934732	16991557	-1
ENSAPLG00000009833	10	18862211	19014385	1
ENSAPLG00000003642	PEDO01019610.1	537	69277	1
ENSAPLG00000004645	1	6181997	6198603	1
ENSAPLG00000028429	PEDO01001426.1	441	1944	-1
ENSAPLG00000027427	PEDO01015161.1	261	756	1
ENSAPLG00000012336	15	562920	576225	-1
ENSAPLG00000004377	PEDO01015202.1	101	1368	1
ENSAPLG00000013035	5	10263981	10487724	-1
ENSAPLG00000005183	4	49953044	49957349	-1
ENSAPLG00000002783	1	151523458	151564681	-1
ENSAPLG00000012011	2	45626662	45643247	1
ENSAPLG00000005255	4	49957492	49975827	-1
ENSAPLG00000009225	PEDO01003861.1	1	3774	-1
ENSAPLG00000025655	Z	772767	775413	1
ENSAPLG00000020802	PEDO01015861.1	1092	5509	1
ENSAPLG00000021610	PEDO01015278.1	1300	5306	-1
ENSAPLG00000014073	13	14180850	14209723	1
ENSAPLG00000022164	PEDO01003927.1	21	2666	1
ENSAPLG00000009584	PEDO01000402.1	148	1215	1
ENSAPLG00000028504	4	50153857	50158833	1
ENSAPLG00000002782	1	62784722	62804330	1
ENSAPLG00000007205	5	10689504	10820818	-1
ENSAPLG00000015982	19	12341990	12345029	1
ENSAPLG00000015907	1	41305778	41348187	1
ENSAPLG00000005333	11	18483116	18503031	-1
ENSAPLG00000016750	Z	18381868	18387920	1
ENSAPLG00000024151	3	17483778	17490147	-1
ENSAPLG00000015158	13	2016534	2039353	1
ENSAPLG00000013901	15	17244460	17251789	-1
ENSAPLG00000007476	Z	1551711	1557075	1
ENSAPLG00000025402	3	17674303	17677590	-1
ENSAPLG00000014081	15	17415247	17497845	-1
ENSAPLG00000010732	6	22124436	22154149	1
ENSAPLG00000024200	21	5516326	5519530	-1
ENSAPLG00000015452	13	2314399	2382598	1
ENSAPLG00000001610	PEDO01001487.1	5343	9750	1
ENSAPLG00000011011	6	2571296	2604318	-1
ENSAPLG00000019946	PEDO01001497.1	31	873	1
ENSAPLG00000020030	13	2387565	2411365	1
ENSAPLG00000015298	PEDO01004173.1	4210	7132	-1
ENSAPLG00000029374	13	2421773	2439501	-1
ENSAPLG00000011926	Z	18733733	18756949	-1
ENSAPLG00000008121	6	22223168	22226728	1
ENSAPLG00000007704	20	323075	324826	-1
ENSAPLG00000007457	5	10781741	10797502	-1
ENSAPLG00000020646	Z	1801801	1802532	-1
ENSAPLG00000029816	3	50309682	50430662	1
ENSAPLG00000014378	13	16183673	16295212	1
ENSAPLG00000007945	6	22229302	22245355	-1
ENSAPLG00000010066	3	50433736	50448948	1
ENSAPLG00000030332	PEDO01009780.1	113	1559	1
ENSAPLG00000005711	1	94414740	94421235	1
ENSAPLG00000027519	21	6077862	6096156	1
ENSAPLG00000009924	3	18483859	18522420	1
ENSAPLG00000023297	PEDO01009798.1	25957	30106	1
ENSAPLG00000012773	20	461007	462374	-1
ENSAPLG00000012383	20	470631	471660	1
ENSAPLG00000011193	9	18643390	18680809	1
ENSAPLG00000013876	13	3085091	3117646	1
ENSAPLG00000012976	20	748549	781584	-1
ENSAPLG00000017771	3	51000107	51040038	-1
ENSAPLG00000012503	1	64085379	64102800	1
ENSAPLG00000007051	1	94849978	94911632	1
ENSAPLG00000000752	5	33591900	33629542	1
ENSAPLG00000015966	8	991535	996315	1
ENSAPLG00000020378	3	87097706	87113950	-1
ENSAPLG00000002516	PEDO01004182.1	21143	49362	-1
ENSAPLG00000020445	5	33758802	33760349	1
ENSAPLG00000006049	1	42135400	42142641	-1
ENSAPLG00000003985	5	33768809	33805989	-1
ENSAPLG00000009660	Z	20694303	20727369	-1
ENSAPLG00000013916	13	3996393	4142519	-1
ENSAPLG00000031012	1	42279826	42292255	-1
ENSAPLG00000002423	5	11283609	11300399	-1
ENSAPLG00000010211	6	23001494	23082283	1
ENSAPLG00000019803	3	51071438	51086628	-1
ENSAPLG00000007262	4	56570613	56580809	1
ENSAPLG00000006495	3	51201436	51259978	-1
ENSAPLG00000015665	6	3233013	3250354	1
ENSAPLG00000022295	9	20785869	20793584	1
ENSAPLG00000013971	13	4033291	4088604	1
ENSAPLG00000009408	4	57015527	57128972	-1
ENSAPLG00000004041	6	23329936	23357231	-1
ENSAPLG00000022184	PEDO01016337.1	4922	6015	-1
ENSAPLG00000002764	1	42625817	42662022	1
ENSAPLG00000015242	Z	4537612	4547995	1
ENSAPLG00000006371	5	12188522	12238398	-1
ENSAPLG00000025946	24	6412938	6414269	1
ENSAPLG00000022144	3	20806528	20813529	-1
ENSAPLG00000009292	Z	22025120	22071673	1
ENSAPLG00000005874	13	19512812	19548423	-1
ENSAPLG00000013409	6	3816274	3826629	-1
ENSAPLG00000009127	PEDO01001830.1	5824	18276	1
ENSAPLG00000013429	24	6450777	6458343	-1
ENSAPLG00000001970	1	43258990	43266995	1
ENSAPLG00000006255	4	32431314	32451995	1
ENSAPLG00000015853	11	19446772	19451881	-1
ENSAPLG00000012418	1	11484480	11769168	1
ENSAPLG00000027938	13	4511923	4537800	1
ENSAPLG00000006442	4	32497183	32553140	-1
ENSAPLG00000007508	1	64543110	64556726	1
ENSAPLG00000006235	1	64580772	64600766	-1
ENSAPLG00000023763	5	34102416	34103287	1
ENSAPLG00000024731	1	43498808	43527341	-1
ENSAPLG00000007164	1	124772837	124989639	1
ENSAPLG00000015013	5	34114902	34132133	-1
ENSAPLG00000025518	4	58230116	58230290	-1
ENSAPLG00000007755	11	19952237	20077955	1
ENSAPLG00000011619	4	58336375	58364036	-1
ENSAPLG00000009052	PEDO01010158.1	852	3238	-1
ENSAPLG00000007072	2	117642424	117642869	-1
ENSAPLG00000011710	13	4940977	4942398	-1
ENSAPLG00000006334	24	6627431	6638559	-1
ENSAPLG00000006932	24	6666428	6670842	1
ENSAPLG00000002945	1	158237155	158248636	1
ENSAPLG00000012030	1	65377447	65508536	-1
ENSAPLG00000013519	5	15079987	15117596	-1
ENSAPLG00000015580	1	158329945	158339032	1
ENSAPLG00000011921	PEDO01001946.1	1207	13858	1
ENSAPLG00000019807	5	15455624	15456796	-1
ENSAPLG00000001018	7	10988508	11041079	1
ENSAPLG00000014219	Z	51707899	51779784	1
ENSAPLG00000004038	11	20717596	20746317	-1
ENSAPLG00000012207	5	15641197	15708607	-1
ENSAPLG00000009285	11	20792297	20827179	1
ENSAPLG00000014857	7	11238374	11245263	1
ENSAPLG00000009207	11	20838842	20842622	-1
ENSAPLG00000003494	16	4934699	4941099	1
ENSAPLG00000015518	8	3304765	3311764	-1
ENSAPLG00000010154	3	93142638	93148108	-1
ENSAPLG00000025167	PEDO01010483.1	2913	4747	-1
ENSAPLG00000008451	Z	6030390	6033096	1
ENSAPLG00000005565	11	1177298	1339247	-1
ENSAPLG00000013129	5	34305664	34311596	1
ENSAPLG00000004471	13	6189003	6204599	-1
ENSAPLG00000011104	1	125724825	125768731	-1
ENSAPLG00000005574	11	21207285	21223642	-1
ENSAPLG00000029323	6	26176192	26208307	1
ENSAPLG00000029506	1	158908975	158912544	1
ENSAPLG00000019711	1	159011613	159086047	-1
ENSAPLG00000004328	11	1566301	1595045	1
ENSAPLG00000015652	3	51918034	51967194	-1
ENSAPLG00000008248	5	16022343	16164211	1
ENSAPLG00000026218	11	21242528	21269935	1
ENSAPLG00000004277	6	26321783	26334260	1
ENSAPLG00000013902	Z	52658618	52670930	-1
ENSAPLG00000018371	PEDO01010586.1	21	1776	1
ENSAPLG00000010610	11	21286054	21291333	1
ENSAPLG00000003402	4	60612159	60615713	1
ENSAPLG00000006774	5	16300880	16321914	1
ENSAPLG00000014604	21	6932929	6955479	1
ENSAPLG00000004656	4	4186159	4233456	1
ENSAPLG00000005303	4	35174967	35342065	-1
ENSAPLG00000024911	PEDO01016839.1	1574	3023	1
ENSAPLG00000010387	1	44835945	44867096	-1
ENSAPLG00000004296	2	51769955	51856174	1
ENSAPLG00000023306	1	159390864	159396049	-1
ENSAPLG00000031166	PEDO01010703.1	1370	2981	-1
ENSAPLG00000008403	Z	24351693	24368160	-1
ENSAPLG00000010072	1	44899219	44920092	-1
ENSAPLG00000009330	Z	24420826	24486596	1
ENSAPLG00000013412	6	27962581	27983845	1
ENSAPLG00000010796	11	21434121	21480410	1
ENSAPLG00000007101	5	34558634	34560085	-1
ENSAPLG00000013153	25	98632	100884	1
ENSAPLG00000006247	13	7272063	7297371	-1
ENSAPLG00000019985	PEDO01007218.1	21	1856	1
ENSAPLG00000007994	21	7681748	7733434	-1
ENSAPLG00000020569	5	34560944	34562792	1
ENSAPLG00000015159	PEDO01010810.1	779	17644	1
ENSAPLG00000011683	9	21446694	21447713	-1
ENSAPLG00000019747	PEDO01010826.1	33	9671	-1
ENSAPLG00000007445	11	2892909	2993043	1
ENSAPLG00000006146	1	13691236	13727290	-1
ENSAPLG00000011930	Z	7357106	7369425	1
ENSAPLG00000004385	6	4570991	4575688	1
ENSAPLG00000005914	5	16798970	16818290	-1
ENSAPLG00000005051	5	16900936	16901943	-1
ENSAPLG00000004437	5	16916959	16962380	-1
ENSAPLG00000010415	4	5592157	5600443	-1
ENSAPLG00000013558	PEDO01010882.1	21	2768	-1
ENSAPLG00000017129	Z	7827766	8074580	-1
ENSAPLG00000014351	27	5733639	5743528	-1
ENSAPLG00000027048	5	34694193	34695431	-1
ENSAPLG00000028538	PEDO01007435.1	749	2143	-1
ENSAPLG00000006826	3	54185792	54192634	1
ENSAPLG00000015453	1	46274316	46409801	1
ENSAPLG00000016424	1	97948055	98110674	1
ENSAPLG00000007371	3	54237130	54262397	1
ENSAPLG00000011748	27	5994723	6001031	-1
ENSAPLG00000009852	6	5293365	5299693	1
ENSAPLG00000005157	Z	54513395	54533585	-1
ENSAPLG00000016379	2	54028778	54043118	1
ENSAPLG00000007779	3	54298922	54407766	-1
ENSAPLG00000003227	PEDO01011027.1	21	1662	-1
ENSAPLG00000010949	27	6045320	6047513	1
ENSAPLG00000014098	Z	54881038	54937326	1
ENSAPLG00000023187	2	54651832	54709502	-1
ENSAPLG00000020812	PEDO01011057.1	21	1581	1
ENSAPLG00000026847	PEDO01002348.1	207	14256	-1
