ensembl_gene_id	chromosome_name	start_position	end_position	strand
ENSAPLG00000005510	3	85555299	85561508	1
ENSAPLG00000001610	PEDO01001487.1	5343	9750	1
ENSAPLG00000012383	20	470631	471660	1
ENSAPLG00000029767	PEDO01009872.1	3695	5201	-1
ENSAPLG00000020378	3	87097706	87113950	-1
ENSAPLG00000022295	9	20785869	20793584	1
ENSAPLG00000004041	6	23329936	23357231	-1
ENSAPLG00000004563	1	10506032	10540154	-1
ENSAPLG00000005874	13	19512812	19548423	-1
ENSAPLG00000007508	1	64543110	64556726	1
ENSAPLG00000023763	5	34102416	34103287	1
ENSAPLG00000022691	1	43576626	43583345	1
ENSAPLG00000011619	4	58336375	58364036	-1
ENSAPLG00000016231	1	158075308	158219388	1
ENSAPLG00000002789	16	4507135	4522585	-1
ENSAPLG00000015518	8	3304765	3311764	-1
ENSAPLG00000012682	5	34280349	34283242	-1
ENSAPLG00000013129	5	34305664	34311596	1
ENSAPLG00000014022	Z	52110345	52667369	1
ENSAPLG00000014604	21	6932929	6955479	1
ENSAPLG00000024911	PEDO01016839.1	1574	3023	1
ENSAPLG00000023306	1	159390864	159396049	-1
ENSAPLG00000011683	9	21446694	21447713	-1
ENSAPLG00000019747	PEDO01010826.1	33	9671	-1
ENSAPLG00000011748	27	5994723	6001031	-1
ENSAPLG00000011338	1	69858809	69881113	1
ENSAPLG00000005432	9	24302438	24310725	1
ENSAPLG00000029333	PEDO01017095.1	21	3117	1
ENSAPLG00000009708	PEDO01004373.1	21	5405	-1
ENSAPLG00000012345	2	20634897	20668220	-1
ENSAPLG00000013222	5	18720009	18738172	-1
ENSAPLG00000007450	4	40472888	40525135	1
ENSAPLG00000012752	5	18807777	18810885	1
ENSAPLG00000012721	20	3957221	3964786	-1
ENSAPLG00000028652	21	9465348	9475114	-1
ENSAPLG00000011569	2	94585262	94610713	-1
ENSAPLG00000014057	1	101682408	101737646	1
ENSAPLG00000011260	2	94972876	94986773	-1
ENSAPLG00000021360	20	5589916	5592492	1
ENSAPLG00000011142	2	94998392	95001928	1
ENSAPLG00000027650	20	5598133	5600531	-1
ENSAPLG00000008444	10	1359364	1364629	1
ENSAPLG00000011810	4	11334536	11355963	-1
ENSAPLG00000011502	4	11339322	11343465	1
ENSAPLG00000011486	1	167912736	167915258	1
ENSAPLG00000025822	1	192788193	192792729	-1
ENSAPLG00000001137	1	192793505	192794731	-1
ENSAPLG00000005288	2	145106360	145121296	-1
ENSAPLG00000008888	1	192921928	192937603	-1
ENSAPLG00000002963	25	5889235	5974407	-1
ENSAPLG00000005387	1	133491877	133499061	1
ENSAPLG00000003440	1	172623325	172661444	1
ENSAPLG00000010386	21	14582661	14604479	1
ENSAPLG00000002170	28	3063609	3067625	1
ENSAPLG00000013187	28	3182176	3345377	-1
ENSAPLG00000002790	3	60588877	60654986	1
ENSAPLG00000015723	3	99432099	99455928	-1
ENSAPLG00000007120	4	66774623	66820566	-1
ENSAPLG00000021906	20	6819481	6823649	-1
ENSAPLG00000002252	2	24426852	24431624	-1
ENSAPLG00000012902	16	7421686	7424422	1
ENSAPLG00000009561	4	15801973	15823577	1
ENSAPLG00000010562	25	6996440	6999407	-1
ENSAPLG00000011364	1	108503937	108517337	1
ENSAPLG00000012819	5	41144079	41151200	1
ENSAPLG00000027911	PEDO01003208.1	4756	7077	-1
ENSAPLG00000007378	2	135273296	135452966	1
ENSAPLG00000003551	Z	68020316	68056172	1
ENSAPLG00000013226	7	3587344	3608452	1
ENSAPLG00000002489	1	137484353	137543757	-1
ENSAPLG00000028063	1	110316902	110338115	1
ENSAPLG00000012209	1	110333659	110359285	1
ENSAPLG00000004206	1	195350784	195362239	-1
ENSAPLG00000010171	2	155383332	155389563	-1
ENSAPLG00000008507	16	9656119	9675856	-1
ENSAPLG00000011873	15	5790933	5806425	1
ENSAPLG00000018379	21	15283346	15284023	1
ENSAPLG00000011206	21	15535359	15548245	1
ENSAPLG00000010356	2	65444577	65493084	1
ENSAPLG00000012624	26	706982	710691	-1
ENSAPLG00000005382	1	182721603	182769124	1
ENSAPLG00000012416	3	1335164	1410865	1
ENSAPLG00000005334	1	79231356	79243056	1
ENSAPLG00000006345	8	25880304	25918519	-1
ENSAPLG00000012517	3	1909148	2191866	1
ENSAPLG00000002317	16	11955414	11970342	1
ENSAPLG00000004542	15	7606911	7622726	-1
ENSAPLG00000004288	15	7624178	7634857	1
ENSAPLG00000003456	15	7673415	7694317	-1
ENSAPLG00000005501	1	79705151	79715100	1
ENSAPLG00000006077	1	79717793	79725034	-1
ENSAPLG00000002692	14	11244243	11289229	-1
ENSAPLG00000030505	2	68825829	68851580	-1
ENSAPLG00000014262	3	33723918	33748296	-1
ENSAPLG00000003345	5	2097245	2107811	1
ENSAPLG00000011904	2	34497099	34517218	1
ENSAPLG00000003418	5	51927496	51934772	-1
ENSAPLG00000016221	1	57820734	57840908	-1
ENSAPLG00000016336	3	34398573	34409195	1
ENSAPLG00000001471	1	57899366	57909674	1
ENSAPLG00000014563	22	5619856	5628054	1
ENSAPLG00000019373	22	5886101	5975901	1
ENSAPLG00000030443	3	35571378	35600653	1
ENSAPLG00000009863	3	35603395	35610285	-1
ENSAPLG00000008104	22	6047322	6050581	-1
ENSAPLG00000023847	1	143420790	143421869	-1
ENSAPLG00000010997	1	202169538	202221102	1
ENSAPLG00000023730	22	6327787	6329182	1
ENSAPLG00000029863	22	6330156	6332698	1
ENSAPLG00000010062	7	20218328	20240322	-1
ENSAPLG00000004899	22	7863898	7873838	1
ENSAPLG00000010913	7	21445510	21471606	-1
ENSAPLG00000026479	8	17351071	17362983	-1
ENSAPLG00000000705	2	2774076	2781462	-1
ENSAPLG00000012358	2	2834104	2922792	-1
ENSAPLG00000013348	9	4444300	4448597	-1
ENSAPLG00000006097	9	7514785	7528554	1
ENSAPLG00000005817	7	28251670	28259169	-1
