ensembl_gene_id	chromosome_name	start_position	end_position	strand
ENSAPLG00000011907	10	9041125	9062757	1
ENSAPLG00000015564	7	8268772	8311536	-1
ENSAPLG00000016416	6	18260713	18403291	-1
ENSAPLG00000029718	PEDO01008100.1	11503	14760	1
ENSAPLG00000016366	6	18509277	18589843	-1
ENSAPLG00000014008	10	9510062	9516973	-1
ENSAPLG00000001398	20	10656135	10658983	1
ENSAPLG00000011833	19	5602437	5607854	1
ENSAPLG00000002281	PEDO01012108.1	7429	12359	-1
ENSAPLG00000001460	PEDO01020503.1	13099	18642	1
ENSAPLG00000010252	19	6017277	6022283	1
ENSAPLG00000022783	24	3998989	4000029	1
ENSAPLG00000029541	2	12380890	12387199	-1
ENSAPLG00000013985	3	41825853	41844013	-1
ENSAPLG00000012652	7	8456465	8507187	-1
ENSAPLG00000021722	PEDO01020617.1	21	1039	1
ENSAPLG00000012089	1	87671551	87680349	1
ENSAPLG00000002878	15	12539476	12567629	1
ENSAPLG00000013386	3	75762534	75841034	-1
ENSAPLG00000000836	Z	46781580	46785584	1
ENSAPLG00000021208	6	19279965	19293735	1
ENSAPLG00000002919	29	343775	358085	-1
ENSAPLG00000009000	19	6139575	6145222	-1
ENSAPLG00000006500	24	4576572	4602001	1
ENSAPLG00000005377	10	9825583	9840912	1
ENSAPLG00000024149	16	14352737	14460898	-1
ENSAPLG00000006200	8	22391224	22577548	1
ENSAPLG00000014526	27	622232	637666	-1
ENSAPLG00000017811	PEDO01012260.1	141220	143244	-1
ENSAPLG00000019314	PEDO01012290.1	7005	12232	-1
ENSAPLG00000009401	4	19892915	19927594	1
ENSAPLG00000009766	4	19960700	20044293	1
ENSAPLG00000004640	7	8752716	8850343	-1
ENSAPLG00000024935	Z	47048295	47050153	1
ENSAPLG00000010063	4	20074287	20118218	-1
ENSAPLG00000010833	16	14842182	14867876	-1
ENSAPLG00000006851	19	6439773	6445740	-1
ENSAPLG00000005135	18	45378	57373	1
ENSAPLG00000017528	10	9996713	9998907	1
ENSAPLG00000002131	22	3110370	3125157	1
ENSAPLG00000022186	Z	47417467	47418066	-1
ENSAPLG00000003590	Z	47469844	47525435	1
ENSAPLG00000002897	27	1010978	1016881	-1
ENSAPLG00000005127	19	6863542	6873844	-1
ENSAPLG00000019496	19	6882869	6892209	1
ENSAPLG00000001927	18	120355	121398	1
ENSAPLG00000002512	18	125920	139739	-1
ENSAPLG00000002251	18	189196	193605	-1
ENSAPLG00000002204	Z	47767496	47769058	-1
ENSAPLG00000002247	18	193790	196135	-1
ENSAPLG00000000622	18	196040	205560	-1
ENSAPLG00000018938	PEDO01014091.1	6	4336	1
ENSAPLG00000013843	2	13719467	13747111	-1
ENSAPLG00000004555	12	10226769	10235550	-1
ENSAPLG00000006806	22	3621626	3632113	-1
ENSAPLG00000025591	PEDO01014128.1	172	1820	-1
ENSAPLG00000009910	21	1150893	1261997	1
ENSAPLG00000012308	15	13280386	13315339	-1
ENSAPLG00000000628	9	10932363	10946195	-1
ENSAPLG00000010001	22	3905947	3913365	-1
ENSAPLG00000010549	3	76352052	76370640	-1
ENSAPLG00000002947	4	20868377	20988288	1
ENSAPLG00000011653	3	111353213	111572007	1
ENSAPLG00000022262	PEDO01009624.1	119266	121939	-1
ENSAPLG00000011676	1	61408749	61520984	-1
ENSAPLG00000013668	3	111764852	111805367	1
ENSAPLG00000008961	1	120328749	120346869	1
ENSAPLG00000004425	22	4028379	4033450	1
ENSAPLG00000005962	PEDO01008610.1	4156	12455	-1
ENSAPLG00000030449	8	24929119	25005575	1
ENSAPLG00000009301	3	76714721	76758726	-1
ENSAPLG00000021604	3	111926148	111936933	1
ENSAPLG00000011164	1	36592189	36601114	1
ENSAPLG00000005655	Z	49410756	49597611	1
ENSAPLG00000019878	18	1341417	1344994	1
ENSAPLG00000010014	2	42863937	42882530	1
ENSAPLG00000016019	PEDO01009728.1	21540	26243	1
ENSAPLG00000015154	12	12732673	12750842	1
ENSAPLG00000010353	1	120660860	120741290	1
ENSAPLG00000013110	27	1815779	1817923	-1
ENSAPLG00000027829	29	1494866	1500695	-1
ENSAPLG00000012041	9	11527150	11563542	1
ENSAPLG00000025863	PEDO01020868.1	146	2950	1
ENSAPLG00000015305	3	112192685	112208667	-1
ENSAPLG00000024808	29	1658212	1662518	1
ENSAPLG00000010390	29	1737716	1777975	1
ENSAPLG00000004849	4	22773839	22825724	1
ENSAPLG00000003833	5	8530417	8729022	-1
ENSAPLG00000027411	21	2117176	2130640	-1
ENSAPLG00000028561	PEDO01014493.1	4853	13844	1
ENSAPLG00000000674	PEDO01008852.1	2249	3771	1
ENSAPLG00000010841	Z	82770779	82900005	1
ENSAPLG00000018055	PEDO01008862.1	549	2966	-1
ENSAPLG00000010821	3	43951153	43970525	1
ENSAPLG00000022131	4	23010793	23030541	-1
ENSAPLG00000028618	11	10841273	10874996	1
ENSAPLG00000028532	PEDO01021007.1	3189	4820	-1
ENSAPLG00000011950	4	48825123	48825670	-1
ENSAPLG00000000598	27	2396634	2425600	1
ENSAPLG00000020439	4	48826892	48827824	-1
ENSAPLG00000002603	27	2472882	2497773	-1
ENSAPLG00000000830	15	16880958	16881581	-1
ENSAPLG00000014899	PEDO01014541.1	21	3884	1
ENSAPLG00000013537	9	12633576	12636972	-1
ENSAPLG00000002299	15	17024484	17060520	-1
ENSAPLG00000015349	Z	50167519	50213144	-1
ENSAPLG00000003371	27	2527863	2551866	1
ENSAPLG00000017976	18	1708269	1724742	1
ENSAPLG00000003627	27	2585148	2722743	1
ENSAPLG00000012703	4	49006546	49025959	1
ENSAPLG00000027499	4	49096241	49106975	1
ENSAPLG00000014551	27	2688597	2723991	-1
ENSAPLG00000007593	27	2723475	2727437	1
ENSAPLG00000014305	18	1912471	1917555	1
ENSAPLG00000004963	11	11415428	11429263	1
ENSAPLG00000006016	3	78251384	78258833	-1
ENSAPLG00000018622	14	13657057	13662219	1
ENSAPLG00000029307	PEDO01012872.1	2850	5425	1
ENSAPLG00000005624	1	148120469	148130420	1
ENSAPLG00000003660	10	13804280	14163951	-1
ENSAPLG00000012941	14	14051776	14069798	1
ENSAPLG00000028389	27	2940777	2945556	-1
ENSAPLG00000003672	27	3154921	3165942	-1
ENSAPLG00000002105	1	121548089	121554812	1
ENSAPLG00000012206	29	3284500	3297707	-1
ENSAPLG00000029031	2	43983735	43989264	1
ENSAPLG00000009479	3	44654018	44833393	1
ENSAPLG00000030883	1	149100515	149126859	1
ENSAPLG00000012838	14	14589966	14607982	-1
ENSAPLG00000011940	12	17959802	17984753	1
ENSAPLG00000015989	4	24451044	24468417	-1
ENSAPLG00000002101	1	121666673	121667818	1
ENSAPLG00000006300	5	60393444	60413344	1
ENSAPLG00000022237	5	60489980	60498267	1
ENSAPLG00000013521	10	15233773	15237044	-1
ENSAPLG00000005356	5	60510000	60528090	1
ENSAPLG00000012088	PEDO01018840.1	1322	1951	-1
ENSAPLG00000021388	PEDO01005916.1	378	1467	-1
ENSAPLG00000011195	3	113757559	113803699	1
ENSAPLG00000017436	Z	14319418	14328718	1
ENSAPLG00000009205	2	15813267	15829527	1
ENSAPLG00000012625	18	3828643	3835399	1
ENSAPLG00000029922	PEDO01019027.1	1699	5059	1
ENSAPLG00000003177	5	61057739	61104742	1
ENSAPLG00000004246	19	8904512	8909519	1
ENSAPLG00000006829	PEDO01013183.1	21	4221	1
ENSAPLG00000015757	3	80536161	80579159	1
ENSAPLG00000010837	11	12872636	12982844	-1
ENSAPLG00000015147	14	16252970	16258450	1
ENSAPLG00000008170	29	3759963	3786362	-1
ENSAPLG00000006214	PEDO01013259.1	52	3633	1
ENSAPLG00000002569	14	17047213	17109195	-1
ENSAPLG00000023033	PEDO01014601.1	79	1206	1
ENSAPLG00000002999	14	17129904	17153502	-1
ENSAPLG00000017116	PEDO01000234.1	819152	821183	1
ENSAPLG00000014558	27	4406106	4421059	-1
ENSAPLG00000001598	29	4039625	4046140	-1
ENSAPLG00000012081	7	36259471	36460191	1
ENSAPLG00000011934	1	39053905	39072889	1
ENSAPLG00000009155	14	17325760	17345599	1
ENSAPLG00000010917	1	122734608	122745543	-1
ENSAPLG00000008110	PEDO01013281.1	80338	102861	-1
ENSAPLG00000006885	18	6394548	6399281	1
ENSAPLG00000010099	3	47026220	47084843	1
ENSAPLG00000015731	PEDO01003518.1	51658	56225	-1
ENSAPLG00000015733	PEDO01003518.1	57812	63693	1
ENSAPLG00000010094	PEDO01019165.1	9876	14683	1
ENSAPLG00000007158	29	4565678	4620526	-1
ENSAPLG00000016523	19	10096242	10101858	-1
ENSAPLG00000017558	19	10113715	10117458	-1
ENSAPLG00000005556	4	26025107	26032040	-1
ENSAPLG00000022859	PEDO01003549.1	21	1560	1
ENSAPLG00000012684	3	81972500	82021347	-1
ENSAPLG00000003920	2	111049186	111051612	1
ENSAPLG00000015799	6	20340765	20353550	-1
ENSAPLG00000001411	PEDO01000235.1	300990	302441	1
ENSAPLG00000000588	7	37407722	37417682	1
ENSAPLG00000001907	2	44806119	44811579	1
ENSAPLG00000026256	PEDO01000235.1	311227	321259	-1
ENSAPLG00000004843	18	6518286	6524099	1
ENSAPLG00000005506	Z	2781	13437	-1
ENSAPLG00000003373	18	6605206	6611270	-1
ENSAPLG00000028134	PEDO01015624.1	20940	34782	-1
ENSAPLG00000027465	PEDO01003666.1	4707	7067	-1
ENSAPLG00000000975	7	37490249	37510270	1
ENSAPLG00000005370	3	47481935	47506496	-1
ENSAPLG00000009787	5	32874741	32912588	-1
ENSAPLG00000020323	PEDO01019385.1	1820	4673	-1
ENSAPLG00000021879	PEDO01014837.1	1463	9719	1
ENSAPLG00000019306	2	111563042	111564103	1
ENSAPLG00000024896	PEDO01019404.1	2793	13818	1
ENSAPLG00000018959	PEDO01014852.1	21	1781	1
ENSAPLG00000017050	5	33176108	33185936	-1
ENSAPLG00000016451	Z	426470	439016	1
ENSAPLG00000030519	PEDO01014928.1	21	2454	-1
ENSAPLG00000025272	PEDO01000236.1	510809	535695	-1
ENSAPLG00000010291	7	37664735	37675436	-1
ENSAPLG00000031101	7	37675763	37682754	1
ENSAPLG00000010410	7	37685221	37702772	1
ENSAPLG00000011094	7	37719586	37725721	1
ENSAPLG00000002904	19	11838929	11879989	-1
ENSAPLG00000012394	10	17808534	17833001	1
ENSAPLG00000021918	PEDO01015083.1	3203	7570	1
ENSAPLG00000021478	3	47691584	47714652	1
ENSAPLG00000014144	4	49720284	49769321	-1
ENSAPLG00000027360	1	5666937	5686150	1
ENSAPLG00000025400	PEDO01019543.1	21995	35449	-1
ENSAPLG00000010071	4	27340873	27374770	-1
ENSAPLG00000011179	2	17062439	17107599	-1
ENSAPLG00000021783	18	7799618	7801650	-1
ENSAPLG00000004522	3	47784580	47984659	1
ENSAPLG00000020579	4	27674588	27698379	-1
ENSAPLG00000019717	2	45166495	45167565	-1
ENSAPLG00000005616	1	5800149	5811701	-1
ENSAPLG00000020475	PEDO01009371.1	20503	30408	1
ENSAPLG00000010293	7	38371692	38381396	-1
ENSAPLG00000023562	PEDO01009393.1	21	5115	-1
ENSAPLG00000024544	PEDO01006398.1	15473	20194	1
ENSAPLG00000004813	1	123616876	123627341	1
ENSAPLG00000005396	18	8123255	8128564	-1
ENSAPLG00000001860	2	17688505	17690724	-1
ENSAPLG00000028429	PEDO01001426.1	441	1944	-1
ENSAPLG00000008430	11	17678698	17700448	1
ENSAPLG00000027427	PEDO01015161.1	261	756	1
ENSAPLG00000006441	2	112503586	112602504	-1
ENSAPLG00000013921	1	93760577	93784936	1
ENSAPLG00000012822	6	70406	83569	-1
ENSAPLG00000004377	PEDO01015202.1	101	1368	1
ENSAPLG00000004420	1	93805731	93848098	1
ENSAPLG00000012011	2	45626662	45643247	1
ENSAPLG00000029228	2	45652566	45657861	-1
ENSAPLG00000006978	11	17936222	18103291	-1
ENSAPLG00000025655	Z	772767	775413	1
ENSAPLG00000012605	2	45716633	45728440	-1
ENSAPLG00000025983	PEDO01015857.1	16	910	1
ENSAPLG00000014912	1	40713743	40985681	1
ENSAPLG00000020802	PEDO01015861.1	1092	5509	1
ENSAPLG00000012803	2	45746350	45780986	-1
ENSAPLG00000014932	PEDO01015861.1	5963	10844	1
ENSAPLG00000008998	15	788846	903744	-1
ENSAPLG00000022175	19	12206997	12208333	1
ENSAPLG00000013945	13	14311675	14326408	-1
ENSAPLG00000015427	19	12259389	12268200	-1
ENSAPLG00000002782	1	62784722	62804330	1
ENSAPLG00000004801	Z	18238360	18272617	-1
ENSAPLG00000005213	21	4363782	4378221	-1
ENSAPLG00000015982	19	12341990	12345029	1
ENSAPLG00000016029	19	12345009	12354385	-1
ENSAPLG00000009322	1	7015411	7114789	1
ENSAPLG00000007122	4	50364115	50553393	1
ENSAPLG00000001284	4	50582703	50583665	1
ENSAPLG00000012029	6	21627187	21937128	-1
ENSAPLG00000002669	Z	1212321	1411437	-1
ENSAPLG00000024151	3	17483778	17490147	-1
ENSAPLG00000015158	13	2016534	2039353	1
ENSAPLG00000025490	PEDO01000530.1	21	3089	-1
ENSAPLG00000012304	3	17637940	17645517	1
ENSAPLG00000025402	3	17674303	17677590	-1
ENSAPLG00000014081	15	17415247	17497845	-1
ENSAPLG00000005277	3	85588747	85596894	-1
ENSAPLG00000024200	21	5516326	5519530	-1
ENSAPLG00000015452	13	2314399	2382598	1
ENSAPLG00000001610	PEDO01001487.1	5343	9750	1
ENSAPLG00000010446	1	7837968	7952258	1
ENSAPLG00000004980	3	116261505	116368067	1
ENSAPLG00000029816	3	50309682	50430662	1
ENSAPLG00000010066	3	50433736	50448948	1
ENSAPLG00000001299	2	46706501	46761477	1
ENSAPLG00000030332	PEDO01009780.1	113	1559	1
ENSAPLG00000010016	3	18365982	18433365	-1
ENSAPLG00000002210	21	6064637	6068224	1
ENSAPLG00000027519	21	6077862	6096156	1
ENSAPLG00000012773	20	461007	462374	-1
ENSAPLG00000012383	20	470631	471660	1
ENSAPLG00000026542	PEDO01001588.1	2355	4391	1
ENSAPLG00000021881	PEDO01001588.1	11195	13165	-1
ENSAPLG00000009424	Z	19089280	19147477	1
ENSAPLG00000004271	5	33306488	33357431	1
ENSAPLG00000015151	13	16784897	17103079	1
ENSAPLG00000013876	13	3085091	3117646	1
ENSAPLG00000017771	3	51000107	51040038	-1
ENSAPLG00000005063	1	41950529	41956149	-1
ENSAPLG00000014765	3	86667816	86720863	-1
ENSAPLG00000005973	13	17329198	17404071	1
ENSAPLG00000007123	1	95017293	95094834	1
ENSAPLG00000029767	PEDO01009872.1	3695	5201	-1
ENSAPLG00000020378	3	87097706	87113950	-1
ENSAPLG00000003006	2	85407607	85503799	1
ENSAPLG00000003600	1	156502667	156539116	1
ENSAPLG00000020749	1	156572853	156592902	-1
ENSAPLG00000003118	8	1133627	1184533	1
ENSAPLG00000013916	13	3996393	4142519	-1
ENSAPLG00000031012	1	42279826	42292255	-1
ENSAPLG00000011744	1	156696447	156720405	1
ENSAPLG00000002423	5	11283609	11300399	-1
ENSAPLG00000010211	6	23001494	23082283	1
ENSAPLG00000019803	3	51071438	51086628	-1
ENSAPLG00000005123	1	42387228	42392510	1
ENSAPLG00000007262	4	56570613	56580809	1
ENSAPLG00000004635	20	2875275	2994745	1
ENSAPLG00000005084	20	3023761	3032762	-1
ENSAPLG00000030115	1	156967036	156997555	1
ENSAPLG00000004041	6	23329936	23357231	-1
ENSAPLG00000022184	PEDO01016337.1	4922	6015	-1
ENSAPLG00000015242	Z	4537612	4547995	1
ENSAPLG00000006371	5	12188522	12238398	-1
ENSAPLG00000022144	3	20806528	20813529	-1
ENSAPLG00000005464	13	19448123	19452090	1
ENSAPLG00000009031	13	4363615	4387726	-1
ENSAPLG00000013839	PEDO01006690.1	171	3386	-1
ENSAPLG00000005874	13	19512812	19548423	-1
ENSAPLG00000004840	1	10701161	10735095	-1
ENSAPLG00000004267	2	85608666	85717127	-1
ENSAPLG00000013568	PEDO01016465.1	21	5277	-1
ENSAPLG00000027938	13	4511923	4537800	1
ENSAPLG00000006442	4	32497183	32553140	-1
ENSAPLG00000007508	1	64543110	64556726	1
ENSAPLG00000012275	1	11814494	11868631	-1
ENSAPLG00000003895	1	43463591	43468961	-1
ENSAPLG00000008292	4	1116364	1158043	-1
ENSAPLG00000008836	1	157937299	158056885	1
ENSAPLG00000012045	8	2220811	2563107	-1
ENSAPLG00000023763	5	34102416	34103287	1
ENSAPLG00000007004	2	117616742	117640285	-1
ENSAPLG00000016231	1	158075308	158219388	1
ENSAPLG00000006427	3	21357472	21419897	-1
ENSAPLG00000021833	PEDO01006810.1	2088	8520	-1
ENSAPLG00000006265	24	6602315	6608494	-1
ENSAPLG00000014713	10	20760158	20765989	-1
ENSAPLG00000021516	Z	50807075	50810303	1
ENSAPLG00000006769	24	6657692	6664761	-1
ENSAPLG00000002945	1	158237155	158248636	1
ENSAPLG00000012030	1	65377447	65508536	-1
ENSAPLG00000002834	1	158263439	158270994	1
ENSAPLG00000013519	5	15079987	15117596	-1
ENSAPLG00000012106	1	12279533	12300786	1
ENSAPLG00000012518	11	20382250	20398803	1
ENSAPLG00000014817	21	6900580	6928847	1
ENSAPLG00000015303	1	43887795	43911266	1
ENSAPLG00000019807	5	15455624	15456796	-1
ENSAPLG00000006084	6	24432142	24475630	-1
ENSAPLG00000014219	Z	51707899	51779784	1
ENSAPLG00000012571	5	15540776	15624210	1
ENSAPLG00000011317	1	12456661	12742790	-1
ENSAPLG00000004038	11	20717596	20746317	-1
ENSAPLG00000012207	5	15641197	15708607	-1
ENSAPLG00000013956	1	44144465	44155909	-1
ENSAPLG00000026209	1	125555789	125557525	-1
ENSAPLG00000014857	7	11238374	11245263	1
ENSAPLG00000005371	13	5990718	6004690	-1
ENSAPLG00000015518	8	3304765	3311764	-1
ENSAPLG00000003392	Z	51949814	51965307	1
ENSAPLG00000025167	PEDO01010483.1	2913	4747	-1
ENSAPLG00000026762	16	5074683	5087945	-1
ENSAPLG00000013129	5	34305664	34311596	1
ENSAPLG00000016375	24	7402545	7411519	-1
ENSAPLG00000027306	4	3776918	3791777	-1
ENSAPLG00000004896	11	1383412	1414568	-1
ENSAPLG00000019711	1	159011613	159086047	-1
ENSAPLG00000025617	13	6345736	6353898	1
ENSAPLG00000006234	3	52006135	52058815	-1
ENSAPLG00000000990	16	5634134	5669742	1
ENSAPLG00000006774	5	16300880	16321914	1
ENSAPLG00000014604	21	6932929	6955479	1
ENSAPLG00000030899	PEDO01010646.1	1123	9579	-1
ENSAPLG00000004656	4	4186159	4233456	1
ENSAPLG00000008040	2	52071764	52085841	1
ENSAPLG00000008403	Z	24351693	24368160	-1
ENSAPLG00000001914	27	4912218	4912520	-1
ENSAPLG00000006699	13	7220142	7270852	1
ENSAPLG00000009450	1	95820677	95842068	1
ENSAPLG00000026428	9	21120172	21201153	1
ENSAPLG00000001429	27	5412156	5423799	1
ENSAPLG00000010480	9	21227519	21258980	1
ENSAPLG00000020861	21	7473010	7475054	1
ENSAPLG00000013153	25	98632	100884	1
ENSAPLG00000012959	3	93868544	93956120	-1
ENSAPLG00000006247	13	7272063	7297371	-1
ENSAPLG00000006385	5	16556396	16777690	1
ENSAPLG00000009459	1	96175649	96430500	-1
ENSAPLG00000007174	5	34574748	34592616	1
ENSAPLG00000025244	2	120341893	120358182	-1
ENSAPLG00000011879	25	195217	203244	1
ENSAPLG00000005922	1	13610263	13642518	1
ENSAPLG00000018131	27	5494286	5508579	-1
ENSAPLG00000008951	2	90630961	90659052	1
ENSAPLG00000005452	2	53188037	53192240	1
ENSAPLG00000007259	21	8036747	8130481	-1
ENSAPLG00000004278	1	45920608	45957436	1
ENSAPLG00000028889	6	4656417	4664470	-1
ENSAPLG00000012134	9	21860121	21895201	1
ENSAPLG00000025844	6	4761148	4773351	-1
ENSAPLG00000013483	1	160301830	160330557	-1
ENSAPLG00000006537	6	4851866	4858741	1
ENSAPLG00000024691	6	4866320	4868245	1
ENSAPLG00000007195	6	4877810	4883025	1
ENSAPLG00000027132	6	4887674	4888491	1
ENSAPLG00000017129	Z	7827766	8074580	-1
ENSAPLG00000014759	27	5704147	5716553	-1
ENSAPLG00000014351	27	5733639	5743528	-1
ENSAPLG00000027048	5	34694193	34695431	-1
ENSAPLG00000015453	1	46274316	46409801	1
ENSAPLG00000016424	1	97948055	98110674	1
ENSAPLG00000007371	3	54237130	54262397	1
ENSAPLG00000020196	PEDO01007440.1	12	659	1
ENSAPLG00000023856	5	17191410	17203095	-1
ENSAPLG00000013347	9	22230879	22274536	-1
ENSAPLG00000004421	5	34770396	34782699	-1
ENSAPLG00000012920	12	156791	195127	-1
ENSAPLG00000011748	27	5994723	6001031	-1
ENSAPLG00000009852	6	5293365	5299693	1
ENSAPLG00000016379	2	54028778	54043118	1
ENSAPLG00000025569	2	54049930	54057470	-1
ENSAPLG00000008382	3	54430591	54440681	1
ENSAPLG00000010871	6	5442015	5703281	1
ENSAPLG00000010460	1	14383082	14466920	-1
ENSAPLG00000023187	2	54651832	54709502	-1
ENSAPLG00000010399	6	29595616	29654496	-1
ENSAPLG00000016332	13	8366903	8472708	1
ENSAPLG00000006648	1	99005304	99540917	1
ENSAPLG00000012979	1	69448511	69454255	1
ENSAPLG00000016328	13	8410582	8416267	-1
ENSAPLG00000005272	1	161835125	161870615	-1
ENSAPLG00000015970	5	17771593	17807380	1
ENSAPLG00000010131	27	6144511	6174220	-1
ENSAPLG00000015062	5	35457080	35491015	1
ENSAPLG00000008706	18	9191542	9196933	-1
ENSAPLG00000004919	1	161886422	161914849	-1
ENSAPLG00000003865	25	1376904	1397145	-1
ENSAPLG00000012993	6	6535780	6966178	1
ENSAPLG00000018100	Z	26125654	26127021	1
ENSAPLG00000004717	1	161936004	161950429	-1
ENSAPLG00000008903	Z	9897930	9937585	1
ENSAPLG00000006085	18	9366181	9378453	-1
ENSAPLG00000006895	9	23979395	24011026	-1
ENSAPLG00000008932	12	2348210	2363739	-1
ENSAPLG00000001665	3	94867619	94868758	-1
ENSAPLG00000014313	18	9806583	9810944	1
ENSAPLG00000024467	PEDO01011183.1	132	597	1
ENSAPLG00000011338	1	69858809	69881113	1
ENSAPLG00000014530	5	35652060	35991226	-1
ENSAPLG00000020636	PEDO01004257.1	21	3884	1
ENSAPLG00000028948	9	24504173	24507830	1
ENSAPLG00000024111	PEDO01004275.1	21	1783	1
ENSAPLG00000013141	1	127145745	127159181	1
ENSAPLG00000012345	2	20634897	20668220	-1
ENSAPLG00000012332	2	20670831	20707144	-1
ENSAPLG00000002049	4	40369717	40372173	-1
ENSAPLG00000007444	4	40445144	40468415	-1
ENSAPLG00000004384	28	733202	739812	1
ENSAPLG00000012816	5	18784269	18802627	1
ENSAPLG00000012752	5	18807777	18810885	1
ENSAPLG00000029441	6	31042188	31054136	1
ENSAPLG00000013984	1	47576720	47618330	1
ENSAPLG00000002397	8	8296674	8298836	-1
ENSAPLG00000013979	1	47637296	47647275	1
ENSAPLG00000006136	21	8270241	8274264	-1
ENSAPLG00000010278	Z	27290032	27305431	1
ENSAPLG00000016315	1	162401785	162452677	-1
ENSAPLG00000030918	Z	27413967	27482545	-1
ENSAPLG00000009887	1	48222338	48254451	1
ENSAPLG00000005188	6	9389214	9434400	-1
ENSAPLG00000003619	28	1106052	1116851	-1
ENSAPLG00000000862	4	61254299	61267211	-1
ENSAPLG00000013340	8	8472743	8486379	1
ENSAPLG00000012212	2	20765513	20796037	-1
ENSAPLG00000008691	21	8674472	8745022	1
ENSAPLG00000011740	9	25593119	25606036	1
