transcription_factor	no_search_sites	no_background_sites	sum_search_sites	sum_background_sites	no_gene_sites	fisher_pval	wilcox_pval	fisher_pval2	zscore	fisher_adjusted	wilcox_adjusted	fisher2_adjusted
BTEB3_Q5	1001	957	12885	11582	1027	2.45497418865761e-06	1.33786909075386e-07	2.85807043244288e-17	50.2951733391095	6.85732629270976e-05	3.52305527231849e-06	1.05367529942727e-15
CACCCBINDINGFACTOR_Q6	902	812	4094	3545	1027	5.51496298205158e-08	1.07579829033019e-07	1.65991182192718e-10	37.2036719149528	5.08295754845754e-06	3.13113923448734e-06	3.99100538054665e-09
CARF_01	6	2	6	2	1027	0.144051184115243	0.0783459099382932	0.14453168568108	9.2742966969292	0.581462078946931	0.444093543499089	0.730666232736435
CDC5_01	151	150	167	176	1027	0.5	0.508830291331256	0.705374372388912	-2.22828845714805	1	1	1
CDPCR3_01	796	745	1696	1731	1027	0.00538642811163744	0.498765080463549	0.730885542027183	-3.06811395013915	0.0391933519175724	1	1
CDP_01	890	883	3351	3852	1027	0.350052835223447	0.995411370945559	0.999999998455382	-25.9407317254001	0.960610752309895	1	1
CDP_Q6_01	767	775	2013	2451	1027	0.676890546423468	0.999267872956191	0.999999999976844	-30.1916789807056	1	1	1
CEBPGELF1_01	93	59	98	65	1027	0.00263123479560655	0.00226548058060652	0.00597926898650983	16.6588919403779	0.0213981300289768	0.0255675665525593	0.0570092370610334
CEBPG_Q6	883	871	3970	4751	1027	0.245984761847472	0.99982072294892	1	-37.0298774630989	0.830040089745544	1	1
CIZ_03	1	1	1	1	1027	0.7501217730151	0.500274745372585	0.75000077454255	0	1	1	1
CLOCKFIGLA_01	142	118	168	140	1027	0.0634100206376987	0.0565106003550971	0.0618877008927635	11.0554557876003	0.333959442025213	0.376510385498418	0.426698663993089
CLOCKNHLH1_01	45	50	49	54	1027	0.735660914492672	0.69811147712339	0.722708515938818	-1.92261207213665	1	1	1
CMYB_01	0	0	0	0	1027	1	1	1	0	1	1	1
CMYC_02	596	563	1395	1266	1027	0.0772202754455438	0.0482954366867663	0.00651145718680407	7.43035611122847	0.377900993994564	0.346849045295867	0.0600139304050441
COE2_02	0	0	0	0	1027	1	1	1	0	1	1	1
CP2_01	1020	994	6454	6338	1027	1.79373427289887e-05	0.0802544027951142	0.153977112360315	5.37683921970146	0.000330645017637692	0.448289744906042	0.759774674612393
CPEB1_01	680	711	1568	1957	1027	0.934517488065871	0.999838828198488	0.999999999976567	-23.1510972350283	1	1	1
CREB3L1_02	0	0	0	0	1027	1	1	1	0	1	1	1
CREBP1_Q2	632	587	1283	1169	1027	0.0240311715413674	0.00898840945435369	0.0112000703651538	10.6322271833672	0.151014066617911	0.0828431738042932	0.101535064130001
CRX_02	457	482	610	773	1027	0.875261367107622	0.976115011622689	0.999994978977676	-22.1424235473348	1	1	1
CTCF_04	874	784	3730	2985	1027	2.94623187261481e-07	2.16871674603885e-09	4.43969032765558e-20	51.940216901665	1.48115111414181e-05	9.99416967132903e-08	1.75367767942395e-18
CTCF_06	992	966	5743	5367	1027	0.00432406404276586	0.000164381405831673	0.000180759307260167	15.2939340247566	0.0323136137249935	0.00227257293562288	0.00249899742287181
CTF1_01	846	758	2599	2329	1027	1.64248657705793e-06	6.44917979714647e-05	6.22976572707789e-05	15.762902699717	5.34291221831197e-05	0.000990665674394999	0.000931097418128128
CTIP2_01	4	1	4	1	1027	0.187195344815343	0.0897147256450558	0.187500553245755	9.79914458794627	0.704211059067243	0.481672264871028	0.864065049540852
CUX1HOXA13_01	4	5	4	5	1027	0.74657428496647	0.630927138851347	0.746095492722102	-1.84484270702476	1	1	1
CUX1HOXB13_01	14	16	14	17	1027	0.709065960200395	0.644472424433866	0.76343899585304	-2.84968078646195	1	1	1
CUX1NHLH1_02	5	1	5	1	1027	0.109032346545678	0.0510677910313419	0.109375311200703	19.0792250397599	0.490202338534632	0.362057544106821	0.63004736556238
CUX1RFX5_01	20	22	20	22	1027	0.679746268314248	0.622436785324623	0.678020175322992	-2.02321646289506	1	1	1
CUX1SRF_01	1	1	1	1	1027	0.7501217730151	0.500274745372585	0.75000077454255	0	1	1	1
CUX1_06	2	3	2	4	1027	0.812804655184657	0.673268781483298	0.890625933599353	-2.3816356940761	1	1	1
CUX2_02	0	1	0	1	1027	1	0.841580240635145	1	0	1	1	1
DEAF1_02	58	51	62	62	1027	0.277491410259897	0.246479424408484	0.535760785983083	0.855708176440916	0.862094100414175	0.857252337722589	1
DEC_Q1	824	844	2153	2243	1027	0.882225707040391	0.94809317936451	0.915271229701286	-8.80166920987346	1	1	1
DLX3_01	593	650	1490	1954	1027	0.995588192548591	0.999975922690177	0.999999999999999	-37.9060280967735	1	1	1
DMRT2_01	49	43	54	44	1027	0.297001237117715	0.255597618022741	0.181675355926019	5.27579647825535	0.892617848511394	0.861862699796193	0.844256065773852
DRRS_02	60	54	61	55	1027	0.315041519245872	0.28183023197946	0.321334568196377	2.40511088258867	0.912135916978886	0.885888207596384	1
E2F1EOMES_02	45	33	48	34	1027	0.101935087470543	0.0821342349271996	0.0753356093725337	10.1413622198067	0.465868622902562	0.454202319147414	0.471715689290643
E2F1HES7_02	38	30	43	34	1027	0.194065569779	0.1628451422328	0.181014873707743	7.45575263812793	0.720256779112663	0.667061952998064	0.844256065773852
E2F1NHLH1_01	25	20	26	20	1027	0.273517042188932	0.224747302444817	0.230696049622213	6.68725503667149	0.859485179799779	0.817857232637054	1
E2F2_05	0	0	0	0	1027	1	1	1	0	1	1	1
E2F3DRGX_01	23	11	24	11	1027	0.0277833066476131	0.0189284669329854	0.020479408797107	12.9551928656844	0.170548587986563	0.164793923348441	0.174232508689234
E2F3FOXI1_01	72	53	76	58	1027	0.0481525913266472	0.0404317276761493	0.0708270547947396	8.82900598130335	0.268973565693292	0.310538130623758	0.466278110732036
E2F3ONECUT2_01	0	0	0	0	1027	1	1	1	0	1	1	1
E2F7_01	0	1	0	1	1027	1	0.841580240635145	1	0	1	1	1
E2F_01	993	967	4462	4459	1027	0.00399257025261203	0.127084416042056	0.491586508558018	2.51165148744683	0.0310970612633021	0.621634176611201	1
E4BP4_01	39	38	42	42	1027	0.5	0.455704561181226	0.543404466188454	1.0381705404327	1	1	1
EGR3_05	2	0	2	0	1027	0.249878226984901	0.0787001216327499	0.250000553245351	0	0.830040089745544	0.444093543499089	1
EGR4_02	0	0	0	0	1027	1	1	1	0	1	1	1
EGR_Q6	770	653	3384	3046	1027	1.35212750574971e-08	1.13883879333822e-07	1.27993602425469e-05	30.7491221474506	2.4924217022653e-06	3.14888926358018e-06	0.000196612394836902
ELK1FOXI1_01	3	1	3	1	1027	0.312317206889207	0.158596164930045	0.312500829868356	7.87503468898301	0.909007449524901	0.655721722283127	1
ELK1HOXA3_01	31	22	33	23	1027	0.132703697029074	0.104955893182904	0.114401807600691	9.9370352052089	0.543593662645024	0.547979212836354	0.637403122507068
ELK1PAX9_01	0	0	0	0	1027	1	1	1	0	1	1	1
ELK1SREBF2_02	12	6	12	6	1027	0.117904411646162	0.0778220433956697	0.118942448798384	9.74730313834402	0.513394800317542	0.444093543499089	0.638593924131132
ERBETA_Q5	792	787	1907	1904	1027	0.417105392961523	0.525699644532643	0.487099643754684	0.184008672318341	1	1	1
ERFCLOCK_01	29	26	30	27	1027	0.392430009338803	0.341119493315751	0.395685799446199	2.49503904746832	1	0.987639161275446	1
ERFMAX_01	0	0	0	0	1027	1	1	1	0	1	1	1
ERFONECUT2_01	5	5	5	5	1027	0.623347429594474	0.500123110088719	0.623048781104423	0	1	1	1
ERFSREBF2_02	4	5	4	7	1027	0.74657428496647	0.631907992219249	0.88672017633226	-4.58306844626687	1	1	1
ESRRG_02	0	1	0	1	1027	1	0.841580240635145	1	0	1	1	1
ETS1_03	0	1	0	2	1027	1	0.841580240635145	1	0	1	1	1
ETV2ONECUT2_01	1	3	1	3	1027	0.937682614993268	0.841639444218065	0.937500497919398	-4.69108276832229	1	1	1
ETV2RFX5_02	1	1	1	1	1027	0.7501217730151	0.500274745372585	0.75000077454255	0	1	1	1
ETV2SPDEF_01	0	2	0	2	1027	1	0.921501926259605	1	0	1	1	1
ETV2TBX21_03	4	3	4	3	1027	0.500000000000001	0.352659794838937	0.500001452269945	2.70873876288389	1	0.991816334561491	1
ETV2TCF3_01	86	77	89	82	1027	0.256913248350957	0.234192285966392	0.323241672188834	3.28209241321585	0.836079625349886	0.837105447777679	1
ETV5EOMES_01	239	193	287	228	1027	0.00738722782351689	0.00602249063993819	0.00525859690903291	20.1760216759534	0.0517105947646183	0.0584287249804529	0.0519286444767
ETV5HES7_01	717	573	2449	1712	1027	3.02495950897566e-11	2.06700946167312e-14	1.17451535487509e-30	69.0864956417383	1.67280260846354e-08	3.81018744101745e-12	7.21674434717694e-29
ETV6_01	14	13	14	13	1027	0.500000000000001	0.42328690135325	0.500002778071897	1.00073003774397	1	1	1
ETV7TBX21_01	17	17	17	17	1027	0.568485932054396	0.500067161277993	0.567920456913703	0	1	1	1
EVI1_01	24	21	96	23	1027	0.381722518312199	0.324551752735021	4.26308687182244e-12	24.4934567590435	1	0.950826684394549	1.30971502228767e-10
EVI1_03	59	61	63	66	1027	0.611054092515453	0.576459916493267	0.637582259299853	-1.00054655174	1	1	1
EVI1_09	0	0	0	0	1027	1	1	1	0	1	1	1
EVX2_03	884	855	3994	4955	1027	0.0431545954227543	0.999948995128503	1	-37.9524808061884	0.246025683183331	1	1
EVX2_04	11	11	11	11	1027	0.584547944105059	0.500083245525948	0.584096913474372	0	1	1	1
FKHL14_Q2	234	225	332	331	1027	0.335890565546625	0.254427949077604	0.500013646551896	1.80222217525266	0.952551193575813	0.861862699796193	1
FLI1CEBPB_01	0	0	0	0	1027	1	1	1	0	1	1	1
FOXC1_Q4	697	704	1916	1994	1027	0.647672565783085	0.912528699165747	0.896990381987652	-5.39886775515734	1	1	1
FOXD2_04	0	0	0	0	1027	1	1	1	0	1	1	1
FOXG1_01	0	0	0	0	1027	1	1	1	0	1	1	1
FOXG1_02	1	0	1	0	1027	0.5	0.158890977913091	0.50000066389395	0	1	0.655721722283127	1
FOXI1_03	0	0	0	0	1027	1	1	1	0	1	1	1
FOXJ2_02	653	686	2123	2731	1027	0.942368384890357	0.999795108883866	1	-36.9004032812161	1	1	1
FOXJ2_03	1	5	1	5	1027	0.984488995243641	0.949015644393603	0.984375228212489	-6.51202367520087	1	1	1
FOXL2_Q2	267	328	360	468	1027	0.998726373867738	0.999270431739804	0.999925839763017	-17.8609250366285	1	1	1
FOXL2_Q5	693	718	1429	1601	1027	0.89198299812815	0.993991198900647	0.999171858478731	-13.4932302763565	1	1	1
FOXM1_Q3	939	923	4897	5421	1027	0.127750081064261	0.994729002597291	0.999999889953841	-22.4189749220674	0.531171389688242	1	1
FOXN4_01	1026	1014	15853	14070	1027	0.000886071621396552	4.56840574479362e-11	1.64031694634128e-25	67.9503674311384	0.00875244399349103	3.15791047108859e-09	9.07095271326727e-24
FOXO1ETV7_01	8	6	9	6	1027	0.394904984791304	0.295451683703187	0.303620601611151	5.43183422722869	1	0.917892028583496	1
FOXO3_01	631	627	1310	1439	1027	0.445964501112014	0.852550063334139	0.993456996769732	-10.0021001802034	1	1	1
FOXO3_03	0	0	0	0	1027	1	1	1	0	1	1	1
FOXO6_03	7	8	7	8	1027	0.697053153516307	0.602312019315284	0.696383048922196	-1.32387017534722	1	1	1
FOXP1_01	4	2	4	2	1027	0.343521341354674	0.206937163498193	0.343751037335859	6.0833811602388	0.960610752309895	0.779334581359678	1
FXR_Q3	522	542	856	931	1027	0.823119201657345	0.937280383209085	0.963974514540885	-7.96344805803061	1	1	1
GATA5_06	179	208	209	242	1027	0.954793613607405	0.945546082244769	0.945383280983991	-5.21810557890191	1	1	1
GATAD2A_01	1016	988	6556	6561	1027	3.71861882117716e-05	0.224799818012355	0.521011815969133	-0.498642053536544	0.000571221168919713	0.817857232637054	1
GCM1CEBPB_01	0	0	0	0	1027	1	1	1	0	1	1	1
GCM1ELF1_02	174	155	196	182	1027	0.139423658626056	0.133758215636048	0.251876638967552	3.79789948890109	0.566921200148597	0.637657700402885	1
GCM1ELK3_01	4	4	4	4	1027	0.636985713870261	0.50013757397321	0.636720444314239	0	1	1	1
GCM1ETV4_01	70	33	73	37	1027	0.00011953963440527	9.38025336431026e-05	0.000384399343403053	22.1275037597809	0.00153733529828173	0.00133007182319579	0.00494355434655554
GCM1ETV7_01	14	12	14	13	1027	0.422014461077224	0.347618038549315	0.500002778071897	2.34761927836812	1	0.991816334561491	1
GCM1FOXI1_01	131	122	167	145	1027	0.295625450659757	0.26311034666237	0.117204136660654	6.46593736563319	0.892617848511394	0.871257614995753	0.638593924131132
GCM1MAX_03	1	4	1	4	1027	0.968902104945421	0.910426424085305	0.968750345776967	-6.76435991766919	1	1	1
GCM1NHLH1_01	227	216	286	255	1027	0.295830379971881	0.23463172586897	0.0985156319022809	8.37114422027837	0.892617848511394	0.837105447777679	0.573464678336435
GCM1ONECUT2_01	2	4	2	4	1027	0.890967653454322	0.793290191879099	0.890625933599353	-3.93765297932762	1	1	1
GCM1PITX1_02	288	284	360	450	1027	0.441305244476521	0.536476141222979	0.999315414702476	-16.404771044288	1	1	1
GCM1SOX2_01	3	3	3	3	1027	0.656478658645326	0.500158779154173	0.65625145226866	0	1	1	1
GCM1TBX21_02	21	38	21	38	1027	0.991644687533952	0.987624969301816	0.990832460227735	-14.3519574571561	1	1	1
GCM1_05	32	24	47	36	1027	0.171497364561483	0.138580143875267	0.136132708721496	5.39719407216313	0.667873539454227	0.654998457803612	0.703564373112033
GCM2E2F8_01	409	386	797	994	1027	0.159476362979143	0.299593657065297	0.999998600839731	-18.4506421970684	0.626714125870653	0.919120610146931	1
GCM2HES7_01	511	418	966	712	1027	2.23997094642018e-05	8.14557708710311e-06	3.00878339930059e-10	39.8708045367933	0.000399581913990438	0.000145306584811872	6.93273841588845e-09
GCM2HOXA13_01	14	11	14	11	1027	0.344105755197719	0.273140524533276	0.345020629150456	3.34435586416507	0.960610752309895	0.885888207596384	1
GCM2MAX_01	290	254	338	315	1027	0.0400174827595357	0.0550012974450232	0.194622219731563	5.27648875774718	0.230517374646075	0.375502685025899	0.889471797616152
GCM2SOX15_01	104	105	114	111	1027	0.558008523855768	0.514390157050221	0.446989442838324	0.860284065337392	1	1	1
GCM2TBX21_02	9	6	9	6	1027	0.302946846483693	0.218579656245869	0.303620601611151	4.84812199052963	0.896239456090823	0.808303133044545	1
GCNF_01	10	12	10	13	1027	0.739400094763555	0.666727044346155	0.797566570995805	-3.46463867343109	1	1	1
GFI1B_01	684	727	1434	1638	1027	0.981871219189381	0.994498418279109	0.999893263348038	-16.8167460472828	1	1	1
GLI3_03	0	0	0	0	1027	1	1	1	0	1	1	1
GLIS1_01	0	0	0	0	1027	1	1	1	0	1	1	1
GMEB2_02	1	1	1	1	1027	0.7501217730151	0.500274745372585	0.75000077454255	0	1	1	1
GMEB2_03	6	3	9	3	1027	0.25342571503353	0.157790934398773	0.0729981538496496	7.79243647182605	0.834192978652036	0.655721722283127	0.471715689290643
GRE_C	1015	984	7249	7077	1027	1.30319030791669e-05	0.25119644153271	0.0759180765766134	10.3433170469376	0.000258932838981894	0.861862699796193	0.471715689290643
GRHL1_01	10	26	12	58	1027	0.998183094196052	0.99649441413316	0.999999997768181	-21.6134908720687	1	1	1
GZF1_01	0	0	0	0	1027	1	1	1	0	1	1	1
HELIOS_01	5	4	5	4	1027	0.5	0.369318261012519	0.500001633804411	1.65989668585472	1	1	1
HES1_Q2	887	818	2440	2215	1027	3.09802653886617e-05	0.00248745154078981	0.000506300329158926	16.8661426019401	0.000503884904703821	0.0275112140411353	0.00636327459147468
HES5_01	0	0	0	0	1027	1	1	1	0	1	1	1
HESX1_02	3	4	4	6	1027	0.773837652629321	0.647887415084606	0.828126633800555	-1.93770933110589	1	1	1
HIC1_03	731	639	1796	1525	1027	9.9992289333554e-06	7.9634125156845e-06	1.35902719836747e-06	28.8909926715262	0.000212675907697905	0.000145306584811872	2.34856887717879e-05
HIC2_01	989	949	4986	4724	1027	8.49774759027604e-05	0.0059929855026669	0.00397243301496637	11.6144447414186	0.00117481360435566	0.0584287249804529	0.0399410083141164
HIC2_03	0	0	0	0	1027	1	1	1	0	1	1	1
HIF1_Q5	691	622	1570	1379	1027	0.000886323442378839	0.00178423344491936	0.000230800967504166	16.042018250063	0.00875244399349103	0.0205558561466751	0.00311299841536106
HINFP_02	0	0	0	0	1027	1	1	1	0	1	1	1
HINFP_03	0	0	0	0	1027	1	1	1	0	1	1	1
HMX1_01	1	1	1	1	1027	0.7501217730151	0.500274745372585	0.75000077454255	0	1	1	1
HNF1B_01	747	747	2222	2496	1027	0.519757285624501	0.980846334547157	0.999969507809739	-19.4158713367944	1	1	1
HNF1_C	275	342	383	517	1027	0.999472096769348	0.999849306151777	0.999996743636579	-23.6486175734708	1	1	1
HNF3B_01	609	629	1540	1807	1027	0.828159453018789	0.976508707402557	0.99999824343817	-19.5533597066536	1	1	1
HNF4A_09	826	808	2019	2071	1027	0.17618123167598	0.599510958453761	0.796607063773438	-3.32096920511825	0.676584868866783	1	1
HNF4GAMMA_01	0	0	0	0	1027	1	1	1	0	1	1	1
HNF6_Q6	234	271	281	363	1027	0.974276751042486	0.986383516754188	0.999472225199411	-14.0273938308809	1	1	1
HOX13_01	641	677	1267	1460	1027	0.95569239679743	0.996653151530642	0.999899902950628	-29.0344517294221	1	1	1
HOXB13EOMES_01	850	838	2473	2920	1027	0.262975523873399	0.999800743233682	0.999999999505802	-31.0454893669665	0.840609622554853	1	1
HOXB13TBX3_01	130	125	139	150	1027	0.3945068608996	0.418763080272032	0.759858348316906	-3.5137503922276	1	1	1
HOXB2ELK1_02	3	7	3	7	1027	0.945740606827942	0.897601271343647	0.945313355797765	-5.7076281580901	1	1	1
HOXB2ESRRB_01	1	0	1	0	1027	0.5	0.158890977913091	0.50000066389395	0	1	0.655721722283127	1
HOXB2PITX1_01	142	175	161	224	1027	0.981140210660152	0.980559607160637	0.999460203621256	-15.3011020995039	1	1	1
HOXB2RFX5_01	131	155	147	177	1027	0.944520687889209	0.938992926289941	0.957577606616788	-9.56719327273274	1	1	1
HOXB2_03	2	1	2	1	1027	0.500000000000001	0.281946337318198	0.500000995841367	3.00416468696108	1	0.885888207596384	1
HOXC10TBX21_01	18	21	19	21	1027	0.740813911286441	0.685005786624254	0.68209051707214	-1.6040885412102	1	1	1
HOXD10_Q2	228	296	341	496	1027	0.999763964765635	0.999889652846841	0.999999968213436	-19.9817892844385	1	1	1
HOXD12EOMES_01	2	0	2	0	1027	0.249878226984901	0.0787001216327499	0.250000553245351	0	0.830040089745544	0.444093543499089	1
HOXD12ETV4_01	0	0	0	0	1027	1	1	1	0	1	1	1
HOXD12TBX21_01	5	2	5	2	1027	0.226162347370679	0.128148817601586	0.226563226135294	8.3969857832049	0.806888890941842	0.621634176611201	1
HOXD13_01	519	548	876	1114	1027	0.907403364771856	0.99628311054072	0.999999959811223	-26.66185184356	1	1	1
HOXD13_04	22	32	23	33	1027	0.935727509145693	0.915823463191762	0.929556091505735	-5.53319203461542	1	1	1
HOXD9_Q2	491	547	817	1040	1027	0.994066495709373	0.99962371754591	0.999999903711283	-20.1941383645192	1	1	1
HSF2_02	213	240	263	327	1027	0.931927419123146	0.949603765496788	0.996304876182953	-11.0307999815108	1	1	1
HSF2_Q6	99	113	116	138	1027	0.861688129796539	0.852782743714109	0.92559711920545	-6.39587058210541	1	1	1
HSFY1_01	95	110	132	154	1027	0.880593077903751	0.868036369850973	0.913158257834344	-3.93316379518099	1	1	1
IK1_01	1026	998	7337	6948	1027	2.3943449893302e-08	0.00135047643663486	0.000563667934778892	17.1125527670723	2.77605750383736e-06	0.0165958548768684	0.00692685262072727
IK3_01	1022	984	6217	6025	1027	4.8078866171615e-09	0.146982137017339	0.0417405464765092	9.5662374180751	1.32938064964515e-06	0.655721722283127	0.334529307268255
IRF4_05	2	0	2	0	1027	0.249878226984901	0.0787001216327499	0.250000553245351	0	0.830040089745544	0.444093543499089	1
IRF4_09	605	518	1187	974	1027	6.83662230761109e-05	2.27094677101749e-05	2.48474899794924e-06	27.9123466349538	0.000994908456870772	0.00039244798886646	4.16383695716948e-05
IRF4_Q5	249	206	321	253	1027	0.0127867651804537	0.00812703520770683	0.00255804744723463	13.7182147589339	0.0862326968876938	0.0761737367773199	0.0277372595749167
IRF7_04	8	8	8	10	1027	0.59857489778648	0.50087722984163	0.759661473148897	-2.56956274919114	1	1	1
IRF7_Q3	577	574	1154	1078	1027	0.46457838694888	0.355116879282415	0.0561077157013891	5.31425053105467	1	0.991816334561491	0.408257457669318
ISL2_03	1007	990	7425	7701	1027	0.0153748034367309	0.893632936797172	0.988090842368481	-7.85213676997322	0.100026662358967	1	1
ISRE_01	187	146	224	168	1027	0.00827181972026032	0.00595813614132563	0.00270018568440173	15.24334073114	0.0571789538162995	0.0584287249804529	0.0287154362206568
KAISO_01	271	302	343	362	1027	0.942315714904781	0.915349586902188	0.7743825104393	-3.0091030794787	1	1	1
KAISO_Q2	1002	952	20257	16233	1027	1.48912578087428e-07	1.49570905927982e-12	1.53540339547773e-100	98.9326821559107	8.23486556823475e-06	1.37854518296957e-10	4.24539038849593e-98
KLF13_01	15	16	21	26	1027	0.640983043037558	0.574482927585207	0.809158274815044	-4.11524092547697	1	1	1
KLF8_01	20	17	20	17	1027	0.370273085757602	0.309447383738323	0.371416728186759	2.14250741851958	0.998834226458312	0.935106028455152	1
KLF9_01	200	194	242	257	1027	0.389675988122269	0.426236685213257	0.763099587783873	-3.35589033131407	1	1	1
LBX2_03	973	950	6640	7858	1027	0.0233048456557296	0.999759539926672	1	-41.4459912085045	0.148133099397914	1	1
LEF1_05	623	646	1193	1287	1027	0.862101045671401	0.949729437002685	0.971864380140252	-9.6047574700155	1	1	1
LHX2_03	11	13	20	25	1027	0.730576180658744	0.659518274043019	0.8143557677688	-4.4265423301066	1	1	1
LHX3_01	465	535	1534	2082	1027	0.999141929923862	0.999989132064404	1	-34.8465191425898	1	1	1
LHX6_06	3	3	5	4	1027	0.656478658645326	0.499682442056512	0.500001633804411	0	1	1	1
LHX6_07	0	4	0	6	1027	1	0.977354899071932	1	0	1	1	1
LRF_Q6	881	788	4000	3453	1027	8.87231603469131e-08	3.01622712642637e-08	1.16675177928666e-10	32.6108845309718	6.35856386841127e-06	1.11198240060919e-06	2.93278969975238e-09
LYF1_01	931	916	2790	3036	1027	0.152407526420405	0.986982221360241	0.999403908620183	-12.2988784087069	0.610734508046985	1	1
MAFA_Q4_01	907	859	2387	2261	1027	0.00138608840480128	0.0546172368160683	0.0332262484663237	10.0271193454286	0.0125656866861493	0.375502685025899	0.278395687907228
MAFB_Q4	1003	976	4621	4419	1027	0.00101388782631342	0.0558130261477559	0.0170783733207704	10.3017438410465	0.00966689599916073	0.376397603167183	0.149154872052843
MAFF_01	4	3	5	4	1027	0.500000000000001	0.352796862213005	0.500001633804411	2.08311397196399	1	0.991816334561491	1
MAFF_04	0	0	0	0	1027	1	1	1	0	1	1	1
MAX_11	69	54	71	58	1027	0.0963801825060247	0.0839235852985236	0.145340480291153	4.15502103776142	0.447884377527997	0.455947298785715	0.730666232736435
MEF2_01	0	0	0	0	1027	1	1	1	0	1	1	1
MEF2_04	357	419	530	706	1027	0.997935705289665	0.999648002608282	0.999999772452346	-28.5980132527021	1	1	1
MEIS1AHOXA9_01	985	956	5169	5764	1027	0.00325254586685848	0.999664186514608	0.999999994526706	-28.3356486191685	0.025695112348182	1	1
MEIS1DLX3_01	46	76	46	80	1027	0.998175824559468	0.997572331876691	0.999145549094063	-13.7277302695837	1	1	1
MEIS1DRGX_01	848	848	2247	2496	1027	0.523186831844105	0.995222350398868	0.999860870234967	-16.9542947242948	1	1	1
