transcription_factor	no_search_sites	no_background_sites	sum_search_sites	sum_background_sites	no_gene_sites	fisher_pval	wilcox_pval	fisher_pval2	zscore	fisher_adjusted	wilcox_adjusted	fisher2_adjusted
FOXL2_Q2	58	74	78	110	230	0.960243578429309	0.966201747321401	0.992075733458207	-10.9360406721639	1	1	1
FOXL2_Q5	140	176	277	409	230	0.999906033775588	0.999980604057728	0.999999827370171	-20.4764928628467	1	1	1
FOXM1_Q3	208	206	1092	1289	230	0.438337154830424	0.976964760296455	0.999976445967586	-17.8057495255646	1	1	1
FOXN4_01	230	228	3605	2995	230	0.249455337690632	4.27306335150105e-05	2.16211286363797e-14	44.312757373873	1	0.0059075100834502	1.99274735598633e-12
FOXO1ETV7_01	5	2	5	2	230	0.224763551832673	0.127200699575629	0.226560878816236	9.40851982490864	1	0.69544643393315	1
FOXO3_01	145	152	295	381	230	0.782229618517091	0.898389640379821	0.999599747706125	-12.4181855730739	1	1	1
FOXO3_03	0	0	0	0	230	1	1	1	0	1	1	1
FOXO6_03	1	1	1	1	230	0.750544662309368	0.501227835398965	0.750000494072123	0	1	1	1
FOXP1_01	0	1	0	1	230	1	0.842394505646199	1	0	1	1	1
FXR_Q3	123	130	195	231	230	0.773281666777762	0.915763568944072	0.96360845143318	-7.03116194689447	1	1	1
GATA5_06	37	53	44	63	230	0.977341772307215	0.967772603044813	0.973678580712714	-6.04806768408463	1	1	1
GATAD2A_01	230	225	1565	1434	230	0.0305714067781258	0.0393020256090342	0.00862742685817902	7.84700606624098	0.497234939655987	0.362233669363265	0.0998467367133521
GCM1CEBPB_01	0	0	0	0	230	1	1	1	0	1	1	1
GCM1ELF1_02	41	36	47	41	230	0.30879293099593	0.270524886364245	0.297128059442188	3.48918299457464	1	0.951758816980894	1
GCM1ELK3_01	1	0	1	0	230	0.5	0.159709587610477	0.5	0	1	0.69544643393315	1
GCM1ETV4_01	15	11	15	12	230	0.272750190009762	0.213987297849788	0.350550179547299	3.202858087828	1	0.851330760510306	1
GCM1ETV7_01	3	4	3	4	230	0.775236448167327	0.648811405467983	0.773439121183764	-2.39892529968552	1	1	1
GCM1FOXI1_01	29	25	35	30	230	0.332104605755421	0.279215557161719	0.310061098269024	3.26860471077341	1	0.951758816980894	1
GCM1MAX_03	0	0	0	0	230	1	1	1	0	1	1	1
GCM1NHLH1_01	47	41	61	49	230	0.276773958544552	0.209410728532568	0.147090576046561	7.28050513401661	1	0.84528564144898	0.880609520362344
GCM1ONECUT2_01	0	1	0	1	230	1	0.842394505646199	1	0	1	1	1
GCM1PITX1_02	67	66	89	99	230	0.5	0.489243358005881	0.788803700631421	-3.07858652487111	1	1	1
GCM1SOX2_01	3	0	3	0	230	0.124183006535948	0.0415193142305853	0.124999258891816	0	1	0.370325496282479	0.795788649969615
GCM1TBX21_02	9	12	9	14	230	0.81397015409325	0.754200560372267	0.894985390387704	-6.97458018036993	1	1	1
GCM1_05	8	9	11	12	230	0.688779120220737	0.594574020868935	0.661183761826689	-2.49105313580364	1	1	1
GCM2E2F8_01	82	95	169	169	230	0.910177084299943	0.818377223646265	0.521690801084423	-5.86550907993179	1	1	1
GCM2HES7_01	108	83	178	149	230	0.0115187597340036	0.0254793950163493	0.0606361016800114	11.1005652339118	0.333336976904567	0.298363576964334	0.488910492495868
GCM2HOXA13_01	2	3	2	3	230	0.813866125103093	0.674051351970561	0.812501235183968	-2.23758431050104	1	1	1
GCM2MAX_01	64	54	83	71	230	0.168316565092659	0.158898645509748	0.18769206080049	5.4839727798182	1	0.69544643393315	1
GCM2SOX15_01	26	30	28	30	230	0.761931527763466	0.703001729093889	0.653006323722251	-1.6553696304186	1	1	1
GCM2TBX21_02	3	2	3	2	230	0.5	0.327357341176382	0.5	2.74021207662224	1	1	1
GCNF_01	2	3	2	3	230	0.813866125103093	0.674051351970561	0.812501235183968	-2.45073717055715	1	1	1
GFI1B_01	149	168	331	380	230	0.97812976233467	0.967046812289044	0.969742248735475	-8.33549601807404	1	1	1
GLI3_03	0	0	0	0	230	1	1	1	0	1	1	1
GLIS1_01	0	0	0	0	230	1	1	1	0	1	1	1
GMEB2_02	0	1	0	1	230	1	0.842394505646199	1	0	1	1	1
GMEB2_03	0	3	0	3	230	1	0.958925632573509	1	0	1	1	1
GRE_C	226	224	1733	1646	230	0.375594952227895	0.0782584228305683	0.0688418700480082	10.2862250053776	1	0.5071851114959	0.514453434277683
GRHL1_01	1	3	1	3	230	0.938316099598118	0.842663534832096	0.937500741107452	-4.69141599378541	1	1	1
GZF1_01	0	0	0	0	230	1	1	1	0	1	1	1
HELIOS_01	0	0	0	0	230	1	1	1	0	1	1	1
HES1_Q2	200	188	574	519	230	0.0788761384591595	0.0638399314189093	0.050988749510113	9.1031830750148	0.765236922244126	0.48360934348845	0.427223916349886
HES5_01	0	1	0	2	230	1	0.842394505646199	1	0	1	1	1
HESX1_02	0	2	0	3	230	1	0.922025851740283	1	0	1	1	1
HIC1_03	160	148	391	317	230	0.137763365648962	0.00964884611199066	0.00300217405321087	16.8948822426778	1	0.183188442451738	0.040492737839649
HIC2_01	223	214	1147	998	230	0.0424970114816225	0.0179049529368153	0.000678824870327477	13.7275250416717	0.551614169447366	0.260564183527864	0.0124176627252182
HIC2_03	0	0	0	0	230	1	1	1	0	1	1	1
HIF1_Q5	153	129	360	296	230	0.0137748524246127	0.0222414849464341	0.0068906271561486	9.49130234201492	0.362737780514802	0.276675786659535	0.0846781514966706
HINFP_02	0	0	0	0	230	1	1	1	0	1	1	1
HINFP_03	0	0	0	0	230	1	1	1	0	1	1	1
HMX1_01	1	0	1	0	230	0.5	0.159709587610477	0.5	0	1	0.69544643393315	1
HNF1B_01	171	178	479	677	230	0.80830162289754	0.999202222910109	0.999999997870511	-27.838435640929	1	1	1
HNF1_C	59	76	85	122	230	0.967447208567894	0.968569296666567	0.995953333654563	-13.6765128247667	1	1	1
HNF3B_01	121	150	339	468	230	0.997794736878121	0.997741008630472	0.99999777714125	-18.8536171086253	1	1	1
HNF4A_09	196	192	502	473	230	0.35023639561076	0.201570953489222	0.184707983763269	3.57008480616829	1	0.825694350218815	1
HNF4GAMMA_01	0	0	0	0	230	1	1	1	0	1	1	1
HNF6_Q6	53	64	58	90	230	0.900619691214749	0.929645870557341	0.996764045838057	-11.225169238261	1	1	1
HOX13_01	153	163	310	381	230	0.865646970090177	0.968988999573807	0.996956300855174	-19.7595959358118	1	1	1
HOXB13EOMES_01	193	187	575	694	230	0.269354118407348	0.992511823663931	0.999631100881263	-17.3315189202964	1	1	1
HOXB13TBX3_01	36	31	40	34	230	0.298633603791007	0.257191879808441	0.280676003609164	3.96712711768003	1	0.951758816980894	1
HOXB2ELK1_02	1	0	1	0	230	0.5	0.159709587610477	0.5	0	1	0.69544643393315	1
HOXB2ESRRB_01	0	0	0	0	230	1	1	1	0	1	1	1
HOXB2PITX1_01	35	39	39	48	230	0.737023520095054	0.723586126277275	0.858217177527125	-4.70957596009639	1	1	1
HOXB2RFX5_01	25	39	28	44	230	0.978666799295896	0.970420912618191	0.977822064997329	-10.3495721156587	1	1	1
HOXB2_03	1	0	1	0	230	0.5	0.159709587610477	0.5	0	1	0.69544643393315	1
HOXC10TBX21_01	4	6	4	6	230	0.830829352703695	0.738958349288521	0.828127431780452	-3.00099678039072	1	1	1
HOXD10_Q2	57	77	89	140	230	0.984519882338269	0.983908583115049	0.999720539744849	-10.793602864995	1	1	1
HOXD12EOMES_01	2	1	2	1	230	0.5	0.282274967333875	0.5	5.29262047874252	1	0.951758816980894	1
HOXD12ETV4_01	0	0	0	0	230	1	1	1	0	1	1	1
HOXD12TBX21_01	2	0	2	0	230	0.249455337690632	0.0788750806304654	0.249999505927877	0	1	0.5071851114959	1
HOXD13_01	103	129	189	281	230	0.994137256699452	0.999215540640283	0.99999165769667	-20.9005718059644	1	1	1
HOXD13_04	6	10	6	10	230	0.898975781883557	0.845626980759817	0.894946859647899	-4.05080063260642	1	1	1
HOXD9_Q2	100	132	161	242	230	0.998972386198056	0.999376383317799	0.99997932322536	-15.5403500105076	1	1	1
HSF2_02	46	60	50	79	230	0.951762189129873	0.964358749537961	0.996000144176083	-9.81093481592928	1	1	1
HSF2_Q6	24	28	26	33	230	0.76906758225477	0.735452641088933	0.851216516550305	-3.88832340897233	1	1	1
HSFY1_01	23	20	35	28	230	0.374537651602625	0.309655160735934	0.224967108736181	4.51241007339975	1	1	1
IK1_01	230	227	1832	1535	230	0.124183006535948	0.000126702542637075	1.51646132237069e-07	20.5578900393788	1	0.0140133012156605	6.45079316362302e-06
IK3_01	227	223	1508	1360	230	0.169170647296305	0.0064760268680578	0.00295042476991453	13.8656822134901	1	0.156775081448601	0.040492737839649
IRF4_05	1	0	1	0	230	0.5	0.159709587610477	0.5	0	1	0.69544643393315	1
IRF4_09	157	114	375	173	230	3.26816339634286e-05	3.09604967421067e-06	1.7995542032763e-18	36.6878038129187	0.018072943581776	0.00142019245940768	3.31717824803931e-16
IRF4_Q5	70	42	102	52	230	0.00162408143968329	0.000550417538552605	3.42400807739072e-05	22.1049458893035	0.12830243373498	0.0281373577840557	0.000946738233398533
IRF7_04	1	0	1	0	230	0.5	0.159709587610477	0.5	0	1	0.69544643393315	1
IRF7_Q3	135	112	357	182	230	0.0197774649083185	0.00584124038849667	1.93728438851776e-14	28.5657984536407	0.42065146516539	0.156775081448601	1.99274735598633e-12
ISL2_03	224	219	1657	1801	230	0.161552052626679	0.976662552972666	0.993329926201645	-8.71297193765058	1	1	1
ISRE_01	49	44	69	52	230	0.32126893457463	0.234814564927354	0.0727191941205423	7.33039109129819	1	0.908059121712075	0.531139462732136
KAISO_01	60	64	83	76	230	0.700287289232434	0.561095716143575	0.317140273487558	2.39298420210432	1	1	1
KAISO_Q2	224	216	3769	3488	230	0.0537012848315899	0.00993789018725524	0.000464747366458121	22.3041787702484	0.606057357385086	0.183188442451738	0.0095187145796793
KLF13_01	1	4	3	4	230	0.969428593221874	0.910145827391885	0.773439121183764	-2.24375608428808	1	1	1
KLF8_01	6	4	6	4	230	0.375594952227895	0.261945125742038	0.376951909104968	2.91687419869604	1	0.951758816980894	1
KLF9_01	48	42	57	54	230	0.278461074015391	0.272578125243434	0.424766915711668	1.51787209129498	1	0.951758816980894	1
LBX2_03	216	212	1506	1902	230	0.291547037751219	0.998923710846464	0.999999999995785	-29.1838555468957	1	1	1
LEF1_05	138	148	254	308	230	0.854882536131397	0.934669315606787	0.989906028258302	-11.9177474033536	1	1	1
LHX2_03	1	7	1	11	230	0.996328146277129	0.984037406361386	0.999755891218076	-8.53744265841789	1	1	1
LHX3_01	106	126	385	517	230	0.974963384207682	0.994206236851108	0.999995502820171	-17.2081324152185	1	1	1
LHX6_06	0	0	0	0	230	1	1	1	0	1	1	1
LHX6_07	0	0	0	0	230	1	1	1	0	1	1	1
LRF_Q6	196	167	807	731	230	0.000647784449877276	0.00822360097451668	0.0277075250872167	10.3562896680115	0.108605418630726	0.174909666881066	0.251184612675915
LYF1_01	210	209	648	705	230	0.5	0.777618362479505	0.942839518707415	-6.44933300667144	1	1	1
MAFA_Q4_01	202	198	594	519	230	0.33908696741388	0.0487883895312595	0.0131683534122888	11.9650815129022	1	0.408787566830099	0.141443737685161
MAFB_Q4	224	223	1089	945	230	0.5	0.00244110254680555	0.000740686646753526	14.9612187159831	1	0.0843706067739668	0.0127999911142094
MAFF_01	2	2	2	3	230	0.688319675061855	0.502610304702818	0.812501235183968	0	1	1	1
MAFF_04	0	1	0	1	230	1	0.842394505646199	1	0	1	1	1
MAX_11	14	13	15	13	230	0.5	0.417431726977887	0.425274942088081	0.962583872955515	1	1	1
MEF2_01	0	0	0	0	230	1	1	1	0	1	1	1
MEF2_04	71	102	103	181	230	0.998986110525685	0.999671317111695	0.999998813731135	-26.0740754717	1	1	1
MEIS1AHOXA9_01	216	213	1090	1350	230	0.355255883682723	0.999401432035729	0.999999942554638	-25.3449715329164	1	1	1
MEIS1DLX3_01	7	12	8	12	230	0.920900867023123	0.876773774569554	0.868416766295457	-4.20466053577494	1	1	1
MEIS1DRGX_01	193	196	510	586	230	0.697034064491528	0.955111414028173	0.99007506754431	-9.64354187018003	1	1	1
MEIS1EOMES_01	227	217	1310	1045	230	0.00956924100432347	0.00814765335662214	2.40301207664948e-08	24.8950333102969	0.33073689221193	0.174909666881066	1.10738806532264e-06
MEIS1SOX2_01	6	2	6	2	230	0.142374893175963	0.077285027402847	0.144529304581405	11.2260301203556	1	0.5071851114959	0.880609520362344
MEIS1_02	32	50	35	59	230	0.989876041780343	0.987569986523748	0.995229406487558	-12.1393253581847	1	1	1
MEIS1_06	0	1	0	1	230	1	0.842394505646199	1	0	1	1	1
MEIS2ONECUT2_01	0	1	0	1	230	1	0.842394505646199	1	0	1	1	1
MEIS2_05	0	0	0	0	230	1	1	1	0	1	1	1
MEOX2_03	2	2	2	2	230	0.688319675061855	0.500870113308409	0.687500741110381	0	1	1	1
MGADLX2_01	6	5	7	5	230	0.5	0.378225467779876	0.3872056937615	2.89937457513183	1	1	1
MIBP1_Q6	147	141	250	268	230	0.314996407490097	0.526051582134487	0.798197105353419	-3.77955309489952	1	1	1
MIZF_03	0	0	0	0	230	1	1	1	0	1	1	1
MRF2_01	18	21	20	24	230	0.748191918754564	0.695262294069575	0.774319475969949	-2.97406158906925	1	1	1
MSX1_01	181	180	452	569	230	0.5	0.99163297121113	0.999892399418128	-13.5429969599043	1	1	1
MSX1_Q5	24	30	26	37	230	0.844696520584596	0.821729701427497	0.935052977677481	-7.47843638149597	1	1	1
MSX2_03	1	2	1	2	230	0.875816993464052	0.719422886698475	0.875000741108184	-3.00142692367798	1	1	1
MSX2_Q3	196	199	656	881	230	0.703685387077537	0.999856076298682	0.999999996342866	-24.055032732617	1	1	1
MTF1_01	227	219	1136	1081	230	0.0268356620180708	0.0688713385664186	0.125196406053086	7.47320885973968	0.478713583741715	0.5071851114959	0.795788649969615
MTF1_07	1	0	1	0	230	0.5	0.159709587610477	0.5	0	1	0.69544643393315	1
MYBL1ELF1_01	0	0	0	0	230	1	1	1	0	1	1	1
MYBL1FIGLA_01	6	3	6	3	230	0.251740369268941	0.156878952567165	0.253904304573716	7.48445097500034	1	0.69544643393315	1
MYBL1HOXA13_01	2	2	2	2	230	0.688319675061855	0.500870113308409	0.687500741110381	0	1	1	1
MYBL1ONECUT2_01	13	21	14	23	230	0.946214112654564	0.923417804794283	0.950570272355097	-7.05405976541266	1	1	1
MYBL2_02	6	5	6	6	230	0.5	0.383781064958173	0.6127943062385	0.64827346709736	1	1	1
MYBL2_03	0	0	0	0	230	1	1	1	0	1	1	1
MYBL2_05	2	2	4	4	230	0.688319675061855	0.500870113308409	0.63671983079238	0	1	1	1
MYOD_01	0	0	0	0	230	1	1	1	0	1	1	1
MYOGNF1_01	228	223	2016	1866	230	0.087692155129474	0.0169596435399278	0.00817733574018811	20.494955023023	0.821928165874561	0.253477915610272	0.0983057970505223
NERF_Q2	227	220	1190	1076	230	0.0438635704831561	0.024013568612851	0.00866662452484792	13.6392377266496	0.551614169447366	0.288684857454491	0.0998467367133521
NFAT5_02	0	1	0	1	230	1	0.842394505646199	1	0	1	1	1
NFATC1_01	1	2	1	2	230	0.875816993464052	0.719422886698475	0.875000741108184	-3.16355530022329	1	1	1
NFATC1_02	2	1	2	2	230	0.5	0.283978670527753	0.687500741110381	3.60812659678844	1	0.951758816980894	1
NFATC1_03	0	1	0	2	230	1	0.842394505646199	1	0	1	1	1
NFIA_03	20	18	20	18	230	0.432878317673214	0.367820388976317	0.435704925397393	1.37537025875095	1	1	1
