query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order
query_1,TRUE,2.78321942111089e-13,2214,605,115,0.190082644628099,0.0519421860885276,GO:0006464,GO:BP,cellular protein modification process,25952,2462
query_1,TRUE,2.78321942111089e-13,2214,605,115,0.190082644628099,0.0519421860885276,GO:0036211,GO:BP,protein modification process,25952,10982
query_1,TRUE,3.77830599751911e-13,2768,605,133,0.219834710743802,0.0480491329479769,GO:0051171,GO:BP,regulation of nitrogen compound metabolic process,25952,15706
query_1,TRUE,4.91382205623164e-13,958,605,68,0.112396694214876,0.0709812108559499,GO:0006468,GO:BP,protein phosphorylation,25952,2465
query_1,TRUE,1.79323351494922e-12,2332,605,117,0.193388429752066,0.0501715265866209,GO:0043412,GO:BP,macromolecule modification,25952,12355
query_1,TRUE,2.33189070164081e-12,1113,605,73,0.120661157024793,0.0655884995507637,GO:0010628,GO:BP,positive regulation of gene expression,25952,4794
query_1,TRUE,2.37472322339134e-12,193,605,29,0.0479338842975207,0.150259067357513,GO:0009617,GO:BP,response to bacterium,25952,4008
query_1,TRUE,3.03930692474668e-12,3256,605,146,0.241322314049587,0.0448402948402948,GO:0019538,GO:BP,protein metabolic process,25952,6803
query_1,TRUE,3.11925531799028e-12,1196,605,76,0.125619834710744,0.0635451505016722,GO:0016310,GO:BP,phosphorylation,25952,5806
query_1,TRUE,7.35653453166689e-12,371,605,39,0.0644628099173554,0.105121293800539,GO:0032101,GO:BP,regulation of response to external stimulus,25952,8579
query_1,TRUE,1.4429743315135e-11,1364,605,81,0.133884297520661,0.0593841642228739,GO:0009966,GO:BP,regulation of signal transduction,25952,4287
query_1,TRUE,2.11243859211221e-11,1214,605,75,0.12396694214876,0.0617792421746293,GO:0051239,GO:BP,regulation of multicellular organismal process,25952,15763
query_1,TRUE,2.58666446152951e-11,2239,605,111,0.183471074380165,0.0495757034390353,GO:0010468,GO:BP,regulation of gene expression,25952,4670
query_1,TRUE,3.51761233494685e-11,1749,605,94,0.155371900826446,0.0537449971412236,GO:0006796,GO:BP,phosphate-containing compound metabolic process,25952,2771
query_1,TRUE,4.98372258725617e-11,1561,605,87,0.143801652892562,0.0557335041639974,GO:0010646,GO:BP,regulation of cell communication,25952,4812
query_1,TRUE,6.26876792788042e-11,1766,605,94,0.155371900826446,0.0532276330690827,GO:0006793,GO:BP,phosphorus metabolic process,25952,2768
query_1,TRUE,6.89640865197864e-11,1570,605,87,0.143801652892562,0.0554140127388535,GO:0023051,GO:BP,regulation of signaling,25952,7682
query_1,TRUE,7.07133487898202e-11,304,605,34,0.056198347107438,0.111842105263158,GO:0001816,GO:BP,cytokine production,25952,598
query_1,TRUE,1.81653721071623e-10,1915,605,98,0.16198347107438,0.0511749347258486,GO:0019219,GO:BP,regulation of nucleobase-containing compound metabolic process,25952,6505
query_1,TRUE,1.85709233040496e-10,856,605,59,0.0975206611570248,0.0689252336448598,GO:0040011,GO:BP,locomotion,25952,11507
query_1,TRUE,2.35218644617912e-10,167,605,25,0.0413223140495868,0.149700598802395,GO:0045087,GO:BP,innate immune response,25952,13177
query_1,TRUE,2.50152670056625e-10,862,605,59,0.0975206611570248,0.068445475638051,GO:0008219,GO:BP,cell death,25952,3580
query_1,TRUE,2.55109066272447e-10,198,605,27,0.0446280991735537,0.136363636363636,GO:0042110,GO:BP,T cell activation,25952,11587
query_1,TRUE,3.22270941701736e-10,1501,605,83,0.137190082644628,0.0552964690206529,GO:0051173,GO:BP,positive regulation of nitrogen compound metabolic process,25952,15708
query_1,TRUE,3.56219714945166e-10,170,605,25,0.0413223140495868,0.147058823529412,GO:0019221,GO:BP,cytokine-mediated signaling pathway,25952,6507
query_1,TRUE,4.23344836988548e-10,1883,605,96,0.158677685950413,0.0509824747742963,GO:0010556,GO:BP,regulation of macromolecule biosynthetic process,25952,4728
query_1,TRUE,4.54423908390114e-10,1624,605,87,0.143801652892562,0.0535714285714286,GO:0006355,GO:BP,regulation of transcription, DNA-templated,25952,2372
query_1,TRUE,4.60428635433627e-10,1653,605,88,0.145454545454545,0.0532365396249244,GO:1903506,GO:BP,regulation of nucleic acid-templated transcription,25952,26558
query_1,TRUE,4.60428635433627e-10,1653,605,88,0.145454545454545,0.0532365396249244,GO:2001141,GO:BP,regulation of RNA biosynthetic process,25952,30327
query_1,TRUE,5.10816076132674e-10,1978,605,99,0.163636363636364,0.0500505561172902,GO:0009889,GO:BP,regulation of biosynthetic process,25952,4230
query_1,TRUE,5.38201396319227e-10,254,605,30,0.0495867768595041,0.118110236220472,GO:0002521,GO:BP,leukocyte differentiation,25952,1179
query_1,TRUE,6.29852102897949e-10,597,605,47,0.0776859504132231,0.0787269681742044,GO:1901700,GO:BP,response to oxygen-containing compound,25952,24953
query_1,TRUE,6.62104641215205e-10,190,605,26,0.0429752066115702,0.136842105263158,GO:1903131,GO:BP,mononuclear cell differentiation,25952,26232
query_1,TRUE,7.66535791727417e-10,3386,605,143,0.236363636363636,0.042232722976964,GO:0032501,GO:BP,multicellular organismal process,25952,8844
query_1,TRUE,8.39056806473499e-10,1585,605,85,0.140495867768595,0.0536277602523659,GO:0031325,GO:BP,positive regulation of cellular metabolic process,25952,8295
query_1,TRUE,9.22791891110749e-10,1849,605,94,0.155371900826446,0.0508382909680909,GO:2000112,GO:BP,regulation of cellular macromolecule biosynthetic process,25952,29347
query_1,TRUE,9.45571716160532e-10,1791,605,92,0.152066115702479,0.0513679508654383,GO:0051252,GO:BP,regulation of RNA metabolic process,25952,15773
query_1,TRUE,1.05402733575572e-09,2843,605,126,0.208264462809917,0.0443193809356314,GO:0032502,GO:BP,developmental process,25952,8845
query_1,TRUE,1.35295136220197e-09,212,605,27,0.0446280991735537,0.127358490566038,GO:0002694,GO:BP,regulation of leukocyte activation,25952,1348
query_1,TRUE,1.47042070935497e-09,800,605,55,0.0909090909090909,0.06875,GO:0012501,GO:BP,programmed cell death,25952,5138
query_1,TRUE,1.59125257777928e-09,1956,605,97,0.160330578512397,0.0495910020449898,GO:0031326,GO:BP,regulation of cellular biosynthetic process,25952,8296
query_1,TRUE,2.05075761595748e-09,168,605,24,0.0396694214876033,0.142857142857143,GO:0030098,GO:BP,lymphocyte differentiation,25952,7736
query_1,TRUE,2.88252331047701e-09,623,605,47,0.0776859504132231,0.0754414125200642,GO:0042325,GO:BP,regulation of phosphorylation,25952,11717
query_1,TRUE,3.20959799421014e-09,695,605,50,0.0826446280991736,0.0719424460431655,GO:0016477,GO:BP,cell migration,25952,5846
query_1,TRUE,3.92312157371522e-09,2800,605,123,0.203305785123967,0.0439285714285714,GO:0044267,GO:BP,cellular protein metabolic process,25952,12759
query_1,TRUE,4.39286886098291e-09,103,605,19,0.031404958677686,0.184466019417476,GO:0002237,GO:BP,response to molecule of bacterial origin,25952,906
query_1,TRUE,6.23636178319278e-09,756,605,52,0.0859504132231405,0.0687830687830688,GO:0051674,GO:BP,localization of cell,25952,16096
query_1,TRUE,6.23636178319278e-09,756,605,52,0.0859504132231405,0.0687830687830688,GO:0048870,GO:BP,cell motility,25952,15224
query_1,TRUE,6.96527957533318e-09,227,605,27,0.0446280991735537,0.118942731277533,GO:0050865,GO:BP,regulation of cell activation,25952,15450
query_1,TRUE,7.09021079235856e-09,1738,605,88,0.145454545454545,0.0506329113924051,GO:0097659,GO:BP,nucleic acid-templated transcription,25952,22023
query_1,TRUE,7.64264172137918e-09,1711,605,87,0.143801652892562,0.0508474576271186,GO:0006351,GO:BP,transcription, DNA-templated,25952,2368
query_1,TRUE,8.52405322889564e-09,1744,605,88,0.145454545454545,0.0504587155963303,GO:0032774,GO:BP,RNA biosynthetic process,25952,9058
query_1,TRUE,8.88702720709844e-09,991,605,61,0.100826446280992,0.0615539858728557,GO:0006928,GO:BP,movement of cell or subcellular component,25952,2885
query_1,TRUE,9.42313261000679e-09,1261,605,71,0.117355371900826,0.056304520222046,GO:0032879,GO:BP,regulation of localization,25952,9122
query_1,TRUE,1.29245652378549e-08,84,605,17,0.028099173553719,0.202380952380952,GO:0002274,GO:BP,myeloid leukocyte activation,25952,942
query_1,TRUE,1.29867309102049e-08,771,605,52,0.0859504132231405,0.0674448767833982,GO:0048585,GO:BP,negative regulation of response to stimulus,25952,14960
query_1,TRUE,1.62113770157883e-08,751,605,51,0.084297520661157,0.0679094540612517,GO:1902531,GO:BP,regulation of intracellular signal transduction,25952,25707
query_1,TRUE,1.7406510185984e-08,272,605,29,0.0479338842975207,0.106617647058824,GO:0033993,GO:BP,response to lipid,25952,9672
query_1,TRUE,1.74419423947851e-08,236,605,27,0.0446280991735537,0.114406779661017,GO:0006954,GO:BP,inflammatory response,25952,2906
query_1,TRUE,2.06508800175953e-08,112,605,19,0.031404958677686,0.169642857142857,GO:0009615,GO:BP,response to virus,25952,4006
query_1,TRUE,2.13286882915586e-08,187,605,24,0.0396694214876033,0.128342245989305,GO:0050778,GO:BP,positive regulation of immune response,25952,15381
query_1,TRUE,2.64819796179335e-08,1431,605,76,0.125619834710744,0.053109713487072,GO:0009892,GO:BP,negative regulation of metabolic process,25952,4233
query_1,TRUE,3.08960448045806e-08,1048,605,62,0.102479338842975,0.0591603053435115,GO:0006357,GO:BP,regulation of transcription by RNA polymerase II,25952,2374
query_1,TRUE,4.00572481207642e-08,2039,605,96,0.158677685950413,0.0470819028935753,GO:0018130,GO:BP,heterocycle biosynthetic process,25952,6045
query_1,TRUE,4.22875103209798e-08,2041,605,96,0.158677685950413,0.0470357667809897,GO:0019438,GO:BP,aromatic compound biosynthetic process,25952,6708
query_1,TRUE,4.50929761438238e-08,723,605,49,0.0809917355371901,0.0677731673582296,GO:0019220,GO:BP,regulation of phosphate metabolic process,25952,6506
query_1,TRUE,4.73311399420889e-08,724,605,49,0.0809917355371901,0.0676795580110497,GO:0051174,GO:BP,regulation of phosphorus metabolic process,25952,15709
query_1,TRUE,5.07218737382076e-08,775,605,51,0.084297520661157,0.0658064516129032,GO:0006915,GO:BP,apoptotic process,25952,2874
query_1,TRUE,5.14508931198606e-08,3076,605,128,0.211570247933884,0.0416124837451235,GO:1901576,GO:BP,organic substance biosynthetic process,25952,24851
query_1,TRUE,6.09485249463428e-08,1993,605,94,0.155371900826446,0.0471650777722027,GO:0034654,GO:BP,nucleobase-containing compound biosynthetic process,25952,10049
query_1,TRUE,8.38064866348256e-08,3132,605,129,0.213223140495868,0.0411877394636015,GO:0009058,GO:BP,biosynthetic process,25952,3681
query_1,TRUE,8.76530885349569e-08,3034,605,126,0.208264462809917,0.041529334212261,GO:0044249,GO:BP,cellular biosynthetic process,25952,12748
query_1,TRUE,8.93358423056586e-08,136,605,20,0.0330578512396694,0.147058823529412,GO:0060326,GO:BP,cell chemotaxis,25952,17171
query_1,TRUE,9.06081694595851e-08,640,605,45,0.0743801652892562,0.0703125,GO:0007155,GO:BP,cell adhesion,25952,3075
query_1,TRUE,9.26146642181031e-08,2642,605,114,0.188429752066116,0.0431491294473883,GO:0048856,GO:BP,anatomical structure development,25952,15211
query_1,TRUE,1.11083032534555e-07,644,605,45,0.0743801652892562,0.0698757763975155,GO:0022610,GO:BP,biological adhesion,25952,7637
query_1,TRUE,1.12854477799514e-07,2109,605,97,0.160330578512397,0.0459933617828355,GO:1901362,GO:BP,organic cyclic compound biosynthetic process,25952,24654
query_1,TRUE,1.21679164209826e-07,96,605,17,0.028099173553719,0.177083333333333,GO:0032496,GO:BP,response to lipopolysaccharide,25952,8840
query_1,TRUE,1.25805558744214e-07,257,605,27,0.0446280991735537,0.105058365758755,GO:0001817,GO:BP,regulation of cytokine production,25952,599
query_1,TRUE,1.2803735509667e-07,276,605,28,0.0462809917355372,0.101449275362319,GO:0006935,GO:BP,chemotaxis,25952,2892
query_1,TRUE,1.44800528511472e-07,420,605,35,0.0578512396694215,0.0833333333333333,GO:0030097,GO:BP,hemopoiesis,25952,7735
query_1,TRUE,1.64934126940964e-07,279,605,28,0.0462809917355372,0.100358422939068,GO:0042330,GO:BP,taxis,25952,11720
query_1,TRUE,1.75911865132339e-07,558,605,41,0.0677685950413223,0.0734767025089606,GO:0080134,GO:BP,regulation of response to stress,25952,20987
query_1,TRUE,2.22134326037904e-07,1100,605,62,0.102479338842975,0.0563636363636364,GO:0006366,GO:BP,transcription by RNA polymerase II,25952,2381
query_1,TRUE,2.28568793573467e-07,783,605,50,0.0826446280991736,0.0638569604086845,GO:0031399,GO:BP,regulation of protein modification process,25952,8335
query_1,TRUE,2.2907916453802e-07,683,605,46,0.0760330578512397,0.0673499267935578,GO:0010941,GO:BP,regulation of cell death,25952,5083
query_1,TRUE,2.44833957460743e-07,114,605,18,0.0297520661157025,0.157894736842105,GO:0002443,GO:BP,leukocyte mediated immunity,25952,1102
query_1,TRUE,2.46850771417006e-07,1214,605,66,0.109090909090909,0.0543657331136738,GO:0031324,GO:BP,negative regulation of cellular metabolic process,25952,8294
query_1,TRUE,2.58962549032633e-07,2918,605,121,0.2,0.0414667580534613,GO:0010467,GO:BP,gene expression,25952,4669
query_1,TRUE,2.62782464411873e-07,637,605,44,0.0727272727272727,0.0690737833594976,GO:0051240,GO:BP,positive regulation of multicellular organismal process,25952,15764
query_1,TRUE,2.87695040704339e-07,2432,605,106,0.175206611570248,0.0435855263157895,GO:0044271,GO:BP,cellular nitrogen compound biosynthetic process,25952,12762
query_1,TRUE,3.00584985272758e-07,130,605,19,0.031404958677686,0.146153846153846,GO:0002697,GO:BP,regulation of immune effector process,25952,1351
query_1,TRUE,3.59384051456213e-07,871,605,53,0.087603305785124,0.060849598163031,GO:0051254,GO:BP,positive regulation of RNA metabolic process,25952,15775
query_1,TRUE,3.99337942932214e-07,953,605,56,0.0925619834710744,0.0587618048268625,GO:0045935,GO:BP,positive regulation of nucleobase-containing compound metabolic process,25952,13705
query_1,TRUE,4.24053455505297e-07,1850,605,87,0.143801652892562,0.047027027027027,GO:0065008,GO:BP,regulation of biological quality,25952,18688
query_1,TRUE,4.78022451755243e-07,1319,605,69,0.11404958677686,0.0523123578468537,GO:0010605,GO:BP,negative regulation of macromolecule metabolic process,25952,4772
query_1,TRUE,5.0937396312949e-07,1151,605,63,0.104132231404959,0.054735013032146,GO:0050793,GO:BP,regulation of developmental process,25952,15390
query_1,TRUE,5.27847784480962e-07,555,605,40,0.0661157024793388,0.0720720720720721,GO:0001932,GO:BP,regulation of protein phosphorylation,25952,675
query_1,TRUE,6.13328835540734e-07,443,605,35,0.0578512396694215,0.0790067720090293,GO:0048534,GO:BP,hematopoietic or lymphoid organ development,25952,14917
query_1,TRUE,7.56420456447274e-07,469,605,36,0.059504132231405,0.0767590618336887,GO:0002520,GO:BP,immune system development,25952,1178
query_1,TRUE,7.85624090399726e-07,2508,605,107,0.176859504132231,0.0426634768740032,GO:0009059,GO:BP,macromolecule biosynthetic process,25952,3682
query_1,TRUE,8.76792137739531e-07,1028,605,58,0.0958677685950413,0.056420233463035,GO:0050790,GO:BP,regulation of catalytic activity,25952,15388
query_1,TRUE,1.01050041503919e-06,124,605,18,0.0297520661157025,0.145161290322581,GO:0002250,GO:BP,adaptive immune response,25952,918
query_1,TRUE,1.07817846828362e-06,323,605,29,0.0479338842975207,0.0897832817337461,GO:0030155,GO:BP,regulation of cell adhesion,25952,7752
query_1,TRUE,1.1552631715842e-06,125,605,18,0.0297520661157025,0.144,GO:0030217,GO:BP,T cell differentiation,25952,7791
query_1,TRUE,1.15907131488809e-06,795,605,49,0.0809917355371901,0.0616352201257862,GO:0045893,GO:BP,positive regulation of transcription, DNA-templated,25952,13665
query_1,TRUE,1.2275580991303e-06,2205,605,97,0.160330578512397,0.0439909297052154,GO:0048731,GO:BP,system development,25952,15094
query_1,TRUE,1.30632050439533e-06,621,605,42,0.0694214876033058,0.0676328502415459,GO:0009968,GO:BP,negative regulation of signal transduction,25952,4289
query_1,TRUE,1.34241080832626e-06,1265,605,66,0.109090909090909,0.0521739130434783,GO:0065009,GO:BP,regulation of molecular function,25952,18689
query_1,TRUE,1.50968766507682e-06,2472,605,105,0.173553719008264,0.0424757281553398,GO:0034645,GO:BP,cellular macromolecule biosynthetic process,25952,10044
query_1,TRUE,1.74857645237423e-06,177,605,21,0.0347107438016529,0.11864406779661,GO:0051249,GO:BP,regulation of lymphocyte activation,25952,15770
query_1,TRUE,1.80997554975465e-06,885,605,52,0.0859504132231405,0.0587570621468927,GO:0008283,GO:BP,cell population proliferation,25952,3587
query_1,TRUE,1.9145998385205e-06,629,605,42,0.0694214876033058,0.0667726550079491,GO:0043067,GO:BP,regulation of programmed cell death,25952,12178
query_1,TRUE,1.93271255930008e-06,654,605,43,0.0710743801652893,0.0657492354740061,GO:0010648,GO:BP,negative regulation of cell communication,25952,4814
query_1,TRUE,1.96746946343587e-06,605,605,41,0.0677685950413223,0.0677685950413223,GO:2000026,GO:BP,regulation of multicellular organismal development,25952,29262
query_1,TRUE,2.04128514794336e-06,731,605,46,0.0760330578512397,0.0629274965800274,GO:0042127,GO:BP,regulation of cell population proliferation,25952,11598
query_1,TRUE,2.21923411611087e-06,657,605,43,0.0710743801652893,0.0654490106544901,GO:0023057,GO:BP,negative regulation of signaling,25952,7688
query_1,TRUE,2.47480824963145e-06,2364,605,101,0.166942148760331,0.0427241962774958,GO:0007275,GO:BP,multicellular organism development,25952,3186
query_1,TRUE,2.64132235732246e-06,1115,605,60,0.0991735537190083,0.0538116591928251,GO:0051172,GO:BP,negative regulation of nitrogen compound metabolic process,25952,15707
query_1,TRUE,3.20152506284162e-06,2572,605,107,0.176859504132231,0.041601866251944,GO:0051234,GO:BP,establishment of localization,25952,15758
query_1,TRUE,3.35276529761079e-06,821,605,49,0.0809917355371901,0.0596833130328867,GO:1903508,GO:BP,positive regulation of nucleic acid-templated transcription,25952,26560
query_1,TRUE,3.35276529761079e-06,821,605,49,0.0809917355371901,0.0596833130328867,GO:1902680,GO:BP,positive regulation of RNA biosynthetic process,25952,25826
query_1,TRUE,3.46335417772382e-06,450,605,34,0.056198347107438,0.0755555555555556,GO:1901701,GO:BP,cellular response to oxygen-containing compound,25952,24954
query_1,TRUE,3.51961195356432e-06,239,605,24,0.0396694214876033,0.100418410041841,GO:0010942,GO:BP,positive regulation of cell death,25952,5084
query_1,TRUE,4.74603123453833e-06,78,605,14,0.0231404958677686,0.179487179487179,GO:0071216,GO:BP,cellular response to biotic stimulus,25952,19335
query_1,TRUE,4.89036372047449e-06,2493,605,104,0.171900826446281,0.0417168070597673,GO:0006810,GO:BP,transport,25952,2785
query_1,TRUE,7.13136446566853e-06,463,605,34,0.056198347107438,0.0734341252699784,GO:0040012,GO:BP,regulation of locomotion,25952,11508
query_1,TRUE,8.11013173144124e-06,925,605,52,0.0859504132231405,0.0562162162162162,GO:0010557,GO:BP,positive regulation of macromolecule biosynthetic process,25952,4729
query_1,TRUE,9.41860372506261e-06,2960,605,117,0.193388429752066,0.039527027027027,GO:0046483,GO:BP,heterocycle metabolic process,25952,14222
query_1,TRUE,9.52725662835221e-06,3097,605,121,0.2,0.0390700678075557,GO:1901360,GO:BP,organic cyclic compound metabolic process,25952,24652
query_1,TRUE,9.82306839467145e-06,36,605,10,0.0165289256198347,0.277777777777778,GO:0042116,GO:BP,macrophage activation,25952,11589
query_1,TRUE,9.8438475516874e-06,1242,605,63,0.104132231404959,0.0507246376811594,GO:0051246,GO:BP,regulation of protein metabolic process,25952,15767
query_1,TRUE,1.00282858216245e-05,2297,605,97,0.160330578512397,0.0422289943404441,GO:0016070,GO:BP,RNA metabolic process,25952,5696
query_1,TRUE,1.05999868501923e-05,214,605,22,0.0363636363636364,0.102803738317757,GO:0031347,GO:BP,regulation of defense response,25952,8316
