significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,,
TRUE,"7,4263787711008E-20",6850,605,271,"0,447933884297521","0,03956204379562",GO:0008152,GO:BP,metabolic process,25952,3551,,
TRUE,"3,28973588334454E-19",397,605,50,"0,082644628099174","0,125944584382872",GO:0001775,GO:BP,cell activation,25952,565,,
TRUE,"4,68688377829338E-19",1549,605,103,"0,170247933884298","0,066494512588767",GO:0006950,GO:BP,response to stress,25952,2903,,
TRUE,"3,48628089276898E-18",368,605,47,"0,077685950413223","0,127717391304348",GO:0034097,GO:BP,response to cytokine,25952,9709,,
TRUE,"5,32095771024859E-18",494,605,54,"0,089256198347107","0,109311740890688",GO:0006952,GO:BP,defense response,25952,2904,,
TRUE,"6,55465915890758E-18",3239,605,160,"0,264462809917355","0,049397962334054",GO:0019222,GO:BP,regulation of metabolic process,25952,6508,,
TRUE,"7,38086972584009E-18",2579,605,138,"0,228099173553719","0,053509112058938",GO:0048519,GO:BP,negative regulation of biological process,25952,14904,,
TRUE,"1,7289874816593E-17",256,605,39,"0,064462809917355","0,15234375",GO:0002252,GO:BP,immune effector process,25952,920,,
TRUE,"3,48136134759152E-17",6027,605,241,"0,398347107438017","0,039986726397876",GO:0044238,GO:BP,primary metabolic process,25952,12741,,
TRUE,"4,09734839155515E-17",5641,605,230,"0,380165289256198","0,040772912604148",GO:0006807,GO:BP,nitrogen compound metabolic process,25952,2782,,
TRUE,"4,44616858788978E-17",1096,605,81,"0,133884297520661","0,073905109489051",GO:0071310,GO:BP,cellular response to organic substance,25952,19425,,
TRUE,"5,96761784616291E-17",2347,605,128,"0,211570247933884","0,054537707711973",GO:0048523,GO:BP,negative regulation of cellular process,25952,14908,,
TRUE,"3,12694648133843E-16",262,605,38,"0,062809917355372","0,145038167938931",GO:0098542,GO:BP,defense response to other organism,25952,22106,,
TRUE,"4,73465278331795E-16",345,605,43,"0,071074380165289","0,12463768115942",GO:0071345,GO:BP,cellular response to cytokine stimulus,25952,19458,,
TRUE,"5,67027619317911E-16",1266,605,86,"0,142148760330579","0,067930489731438",GO:0035556,GO:BP,intracellular signal transduction,25952,10508,,
TRUE,"1,10466165191738E-15",3004,605,147,"0,24297520661157","0,048934753661784",GO:0060255,GO:BP,regulation of macromolecule metabolic process,25952,17102,,
TRUE,"1,50643898597281E-15",1286,605,86,"0,142148760330579","0,066874027993779",GO:0007166,GO:BP,cell surface receptor signaling pathway,25952,3086,,
TRUE,"1,59730694323033E-15",244,605,36,"0,059504132231405","0,147540983606557",GO:0050776,GO:BP,regulation of immune response,25952,15379,,
TRUE,"2,24897027800982E-15",293,605,39,"0,064462809917355","0,133105802047782",GO:0046649,GO:BP,lymphocyte activation,25952,14327,,
TRUE,"3,03645402518245E-15",6014,605,235,"0,388429752066116","0,039075490522115",GO:0044237,GO:BP,cellular metabolic process,25952,12740,,
TRUE,"5,92537005485872E-15",3376,605,157,"0,259504132231405","0,046504739336493",GO:0051179,GO:BP,localization,25952,15714,,
TRUE,"6,64504302926552E-15",4502,605,191,"0,315702479338843","0,042425588627277",GO:0044260,GO:BP,cellular macromolecule metabolic process,25952,12755,,
TRUE,"8,67174438191107E-15",2949,605,143,"0,236363636363636","0,048491013903018",GO:0031323,GO:BP,regulation of cellular metabolic process,25952,8293,,
TRUE,"2,08512972276135E-14",329,605,40,"0,066115702479339","0,121580547112462",GO:0002684,GO:BP,positive regulation of immune system process,25952,1338,,
TRUE,"2,57935981753037E-14",904,605,68,"0,112396694214876","0,075221238938053",GO:0048584,GO:BP,positive regulation of response to stimulus,25952,14959,,
TRUE,"8,18542664043478E-14",1778,605,101,"0,166942148760331","0,056805399325084",GO:0009893,GO:BP,positive regulation of metabolic process,25952,4234,,
TRUE,"8,34730509442402E-14",2840,605,137,"0,226446280991736","0,048239436619718",GO:0080090,GO:BP,regulation of primary metabolic process,25952,20968,,
TRUE,"1,02885409726471E-13",1646,605,96,"0,158677685950413","0,058323207776428",GO:0010604,GO:BP,positive regulation of macromolecule metabolic process,25952,4771,,
TRUE,"2,48187791629674E-13",3778,605,165,"0,272727272727273","0,043673901535204",GO:1901564,GO:BP,organonitrogen compound metabolic process,25952,24840,,
TRUE,"2,78321942111089E-13",2214,605,115,"0,190082644628099","0,051942186088528",GO:0006464,GO:BP,cellular protein modification process,25952,2462,,
TRUE,"2,78321942111089E-13",2214,605,115,"0,190082644628099","0,051942186088528",GO:0036211,GO:BP,protein modification process,25952,10982,,
TRUE,"3,77830599751911E-13",2768,605,133,"0,219834710743802","0,048049132947977",GO:0051171,GO:BP,regulation of nitrogen compound metabolic process,25952,15706,,
TRUE,"4,91382205623164E-13",958,605,68,"0,112396694214876","0,07098121085595",GO:0006468,GO:BP,protein phosphorylation,25952,2465,,
TRUE,"1,79323351494922E-12",2332,605,117,"0,193388429752066","0,050171526586621",GO:0043412,GO:BP,macromolecule modification,25952,12355,,
TRUE,"2,33189070164081E-12",1113,605,73,"0,120661157024793","0,065588499550764",GO:0010628,GO:BP,positive regulation of gene expression,25952,4794,,
TRUE,"2,37472322339134E-12",193,605,29,"0,047933884297521","0,150259067357513",GO:0009617,GO:BP,response to bacterium,25952,4008,,
TRUE,"3,03930692474668E-12",3256,605,146,"0,241322314049587","0,044840294840295",GO:0019538,GO:BP,protein metabolic process,25952,6803,,
TRUE,"3,11925531799028E-12",1196,605,76,"0,125619834710744","0,063545150501672",GO:0016310,GO:BP,phosphorylation,25952,5806,,
TRUE,"7,35653453166689E-12",371,605,39,"0,064462809917355","0,105121293800539",GO:0032101,GO:BP,regulation of response to external stimulus,25952,8579,,
TRUE,"1,4429743315135E-11",1364,605,81,"0,133884297520661","0,059384164222874",GO:0009966,GO:BP,regulation of signal transduction,25952,4287,,
TRUE,"2,11243859211221E-11",1214,605,75,"0,12396694214876","0,061779242174629",GO:0051239,GO:BP,regulation of multicellular organismal process,25952,15763,,
TRUE,"2,58666446152951E-11",2239,605,111,"0,183471074380165","0,049575703439035",GO:0010468,GO:BP,regulation of gene expression,25952,4670,,
TRUE,"3,51761233494685E-11",1749,605,94,"0,155371900826446","0,053744997141224",GO:0006796,GO:BP,phosphate-containing compound metabolic process,25952,2771,,
TRUE,"4,98372258725617E-11",1561,605,87,"0,143801652892562","0,055733504163997",GO:0010646,GO:BP,regulation of cell communication,25952,4812,,
TRUE,"6,26876792788042E-11",1766,605,94,"0,155371900826446","0,053227633069083",GO:0006793,GO:BP,phosphorus metabolic process,25952,2768,,
TRUE,"6,89640865197864E-11",1570,605,87,"0,143801652892562","0,055414012738854",GO:0023051,GO:BP,regulation of signaling,25952,7682,,
TRUE,"7,07133487898202E-11",304,605,34,"0,056198347107438","0,111842105263158",GO:0001816,GO:BP,cytokine production,25952,598,,
TRUE,"1,81653721071623E-10",1915,605,98,"0,16198347107438","0,051174934725849",GO:0019219,GO:BP,regulation of nucleobase-containing compound metabolic process,25952,6505,,
TRUE,"1,85709233040496E-10",856,605,59,"0,097520661157025","0,06892523364486",GO:0040011,GO:BP,locomotion,25952,11507,,
TRUE,"2,35218644617912E-10",167,605,25,"0,041322314049587","0,149700598802395",GO:0045087,GO:BP,innate immune response,25952,13177,,
TRUE,"2,50152670056625E-10",862,605,59,"0,097520661157025","0,068445475638051",GO:0008219,GO:BP,cell death,25952,3580,,
TRUE,"2,55109066272447E-10",198,605,27,"0,044628099173554","0,136363636363636",GO:0042110,GO:BP,T cell activation,25952,11587,,
TRUE,"3,22270941701736E-10",1501,605,83,"0,137190082644628","0,055296469020653",GO:0051173,GO:BP,positive regulation of nitrogen compound metabolic process,25952,15708,,
TRUE,"3,56219714945166E-10",170,605,25,"0,041322314049587","0,147058823529412",GO:0019221,GO:BP,cytokine-mediated signaling pathway,25952,6507,,
TRUE,"4,23344836988548E-10",1883,605,96,"0,158677685950413","0,050982474774296",GO:0010556,GO:BP,regulation of macromolecule biosynthetic process,25952,4728,,
TRUE,"4,54423908390114E-10",1624,605,87,"0,143801652892562","0,053571428571429",GO:0006355,GO:BP,regulation of transcription, DNA-templated,25952,2372,
TRUE,"4,60428635433627E-10",1653,605,88,"0,145454545454545","0,053236539624924",GO:1903506,GO:BP,regulation of nucleic acid-templated transcription,25952,26558,,
TRUE,"4,60428635433627E-10",1653,605,88,"0,145454545454545","0,053236539624924",GO:2001141,GO:BP,regulation of RNA biosynthetic process,25952,30327,,
TRUE,"5,10816076132674E-10",1978,605,99,"0,163636363636364","0,05005055611729",GO:0009889,GO:BP,regulation of biosynthetic process,25952,4230,,
TRUE,"5,38201396319227E-10",254,605,30,"0,049586776859504","0,118110236220472",GO:0002521,GO:BP,leukocyte differentiation,25952,1179,,
TRUE,"6,29852102897949E-10",597,605,47,"0,077685950413223","0,078726968174204",GO:1901700,GO:BP,response to oxygen-containing compound,25952,24953,,
TRUE,"6,62104641215205E-10",190,605,26,"0,04297520661157","0,136842105263158",GO:1903131,GO:BP,mononuclear cell differentiation,25952,26232,,
TRUE,"7,66535791727417E-10",3386,605,143,"0,236363636363636","0,042232722976964",GO:0032501,GO:BP,multicellular organismal process,25952,8844,,
TRUE,"8,39056806473499E-10",1585,605,85,"0,140495867768595","0,053627760252366",GO:0031325,GO:BP,positive regulation of cellular metabolic process,25952,8295,,
TRUE,"9,22791891110749E-10",1849,605,94,"0,155371900826446","0,050838290968091",GO:2000112,GO:BP,regulation of cellular macromolecule biosynthetic process,25952,29347,,
TRUE,"9,45571716160532E-10",1791,605,92,"0,152066115702479","0,051367950865438",GO:0051252,GO:BP,regulation of RNA metabolic process,25952,15773,,
TRUE,"1,05402733575572E-09",2843,605,126,"0,208264462809917","0,044319380935631",GO:0032502,GO:BP,developmental process,25952,8845,,
TRUE,"1,35295136220197E-09",212,605,27,"0,044628099173554","0,127358490566038",GO:0002694,GO:BP,regulation of leukocyte activation,25952,1348,,
TRUE,"1,47042070935497E-09",800,605,55,"0,090909090909091","0,06875",GO:0012501,GO:BP,programmed cell death,25952,5138,,
TRUE,"1,59125257777928E-09",1956,605,97,"0,160330578512397","0,04959100204499",GO:0031326,GO:BP,regulation of cellular biosynthetic process,25952,8296,,
TRUE,"2,05075761595748E-09",168,605,24,"0,039669421487603","0,142857142857143",GO:0030098,GO:BP,lymphocyte differentiation,25952,7736,,
TRUE,"2,88252331047701E-09",623,605,47,"0,077685950413223","0,075441412520064",GO:0042325,GO:BP,regulation of phosphorylation,25952,11717,,
TRUE,"3,20959799421014E-09",695,605,50,"0,082644628099174","0,071942446043166",GO:0016477,GO:BP,cell migration,25952,5846,,
TRUE,"3,92312157371522E-09",2800,605,123,"0,203305785123967","0,043928571428571",GO:0044267,GO:BP,cellular protein metabolic process,25952,12759,,
TRUE,"4,39286886098291E-09",103,605,19,"0,031404958677686","0,184466019417476",GO:0002237,GO:BP,response to molecule of bacterial origin,25952,906,,
TRUE,"6,23636178319278E-09",756,605,52,"0,085950413223141","0,068783068783069",GO:0051674,GO:BP,localization of cell,25952,16096,,
TRUE,"6,23636178319278E-09",756,605,52,"0,085950413223141","0,068783068783069",GO:0048870,GO:BP,cell motility,25952,15224,,
TRUE,"6,96527957533318E-09",227,605,27,"0,044628099173554","0,118942731277533",GO:0050865,GO:BP,regulation of cell activation,25952,15450,,
TRUE,"7,09021079235856E-09",1738,605,88,"0,145454545454545","0,050632911392405",GO:0097659,GO:BP,nucleic acid-templated transcription,25952,22023,,
TRUE,"7,64264172137918E-09",1711,605,87,"0,143801652892562","0,050847457627119",GO:0006351,GO:BP,transcription, DNA-templated,25952,2368,
TRUE,"8,52405322889564E-09",1744,605,88,"0,145454545454545","0,05045871559633",GO:0032774,GO:BP,RNA biosynthetic process,25952,9058,,
TRUE,"8,88702720709844E-09",991,605,61,"0,100826446280992","0,061553985872856",GO:0006928,GO:BP,movement of cell or subcellular component,25952,2885,,
TRUE,"9,42313261000679E-09",1261,605,71,"0,117355371900826","0,056304520222046",GO:0032879,GO:BP,regulation of localization,25952,9122,,
TRUE,"1,29245652378549E-08",84,605,17,"0,028099173553719","0,202380952380952",GO:0002274,GO:BP,myeloid leukocyte activation,25952,942,,
TRUE,"1,29867309102049E-08",771,605,52,"0,085950413223141","0,067444876783398",GO:0048585,GO:BP,negative regulation of response to stimulus,25952,14960,,
TRUE,"1,62113770157883E-08",751,605,51,"0,084297520661157","0,067909454061252",GO:1902531,GO:BP,regulation of intracellular signal transduction,25952,25707,,
TRUE,"1,7406510185984E-08",272,605,29,"0,047933884297521","0,106617647058824",GO:0033993,GO:BP,response to lipid,25952,9672,,
TRUE,"1,74419423947851E-08",236,605,27,"0,044628099173554","0,114406779661017",GO:0006954,GO:BP,inflammatory response,25952,2906,,
TRUE,"2,06508800175953E-08",112,605,19,"0,031404958677686","0,169642857142857",GO:0009615,GO:BP,response to virus,25952,4006,,
TRUE,"2,13286882915586E-08",187,605,24,"0,039669421487603","0,128342245989305",GO:0050778,GO:BP,positive regulation of immune response,25952,15381,,
TRUE,"2,64819796179335E-08",1431,605,76,"0,125619834710744","0,053109713487072",GO:0009892,GO:BP,negative regulation of metabolic process,25952,4233,,
TRUE,"3,08960448045806E-08",1048,605,62,"0,102479338842975","0,059160305343512",GO:0006357,GO:BP,regulation of transcription by RNA polymerase II,25952,2374,,
TRUE,"4,00572481207642E-08",2039,605,96,"0,158677685950413","0,047081902893575",GO:0018130,GO:BP,heterocycle biosynthetic process,25952,6045,,
TRUE,"4,22875103209798E-08",2041,605,96,"0,158677685950413","0,04703576678099",GO:0019438,GO:BP,aromatic compound biosynthetic process,25952,6708,,
TRUE,"4,50929761438238E-08",723,605,49,"0,08099173553719","0,06777316735823",GO:0019220,GO:BP,regulation of phosphate metabolic process,25952,6506,,
TRUE,"4,73311399420889E-08",724,605,49,"0,08099173553719","0,06767955801105",GO:0051174,GO:BP,regulation of phosphorus metabolic process,25952,15709,,
TRUE,"5,07218737382076E-08",775,605,51,"0,084297520661157","0,065806451612903",GO:0006915,GO:BP,apoptotic process,25952,2874,,
TRUE,"5,14508931198606E-08",3076,605,128,"0,211570247933884","0,041612483745124",GO:1901576,GO:BP,organic substance biosynthetic process,25952,24851,,
TRUE,"6,09485249463428E-08",1993,605,94,"0,155371900826446","0,047165077772203",GO:0034654,GO:BP,nucleobase-containing compound biosynthetic process,25952,10049,,
TRUE,"8,38064866348256E-08",3132,605,129,"0,213223140495868","0,041187739463602",GO:0009058,GO:BP,biosynthetic process,25952,3681,,
TRUE,"8,76530885349569E-08",3034,605,126,"0,208264462809917","0,041529334212261",GO:0044249,GO:BP,cellular biosynthetic process,25952,12748,,
TRUE,"8,93358423056586E-08",136,605,20,"0,033057851239669","0,147058823529412",GO:0060326,GO:BP,cell chemotaxis,25952,17171,,
TRUE,"9,06081694595851E-08",640,605,45,"0,074380165289256","0,0703125",GO:0007155,GO:BP,cell adhesion,25952,3075,,
TRUE,"9,26146642181031E-08",2642,605,114,"0,188429752066116","0,043149129447388",GO:0048856,GO:BP,anatomical structure development,25952,15211,,
TRUE,"1,11083032534555E-07",644,605,45,"0,074380165289256","0,069875776397516",GO:0022610,GO:BP,biological adhesion,25952,7637,,
TRUE,"1,12854477799514E-07",2109,605,97,"0,160330578512397","0,045993361782836",GO:1901362,GO:BP,organic cyclic compound biosynthetic process,25952,24654,,
TRUE,"1,21679164209826E-07",96,605,17,"0,028099173553719","0,177083333333333",GO:0032496,GO:BP,response to lipopolysaccharide,25952,8840,,
TRUE,"1,25805558744214E-07",257,605,27,"0,044628099173554","0,105058365758755",GO:0001817,GO:BP,regulation of cytokine production,25952,599,,
TRUE,"1,2803735509667E-07",276,605,28,"0,046280991735537","0,101449275362319",GO:0006935,GO:BP,chemotaxis,25952,2892,,
TRUE,"1,44800528511472E-07",420,605,35,"0,057851239669422","0,083333333333333",GO:0030097,GO:BP,hemopoiesis,25952,7735,,
TRUE,"1,64934126940964E-07",279,605,28,"0,046280991735537","0,100358422939068",GO:0042330,GO:BP,taxis,25952,11720,,
TRUE,"1,75911865132339E-07",558,605,41,"0,067768595041322","0,073476702508961",GO:0080134,GO:BP,regulation of response to stress,25952,20987,,
TRUE,"2,22134326037904E-07",1100,605,62,"0,102479338842975","0,056363636363636",GO:0006366,GO:BP,transcription by RNA polymerase II,25952,2381,,
TRUE,"2,28568793573467E-07",783,605,50,"0,082644628099174","0,063856960408685",GO:0031399,GO:BP,regulation of protein modification process,25952,8335,,
TRUE,"2,2907916453802E-07",683,605,46,"0,07603305785124","0,067349926793558",GO:0010941,GO:BP,regulation of cell death,25952,5083,,
TRUE,"2,44833957460743E-07",114,605,18,"0,029752066115703","0,157894736842105",GO:0002443,GO:BP,leukocyte mediated immunity,25952,1102,,
TRUE,"2,46850771417006E-07",1214,605,66,"0,109090909090909","0,054365733113674",GO:0031324,GO:BP,negative regulation of cellular metabolic process,25952,8294,,
TRUE,"2,58962549032633E-07",2918,605,121,"0,2","0,041466758053461",GO:0010467,GO:BP,gene expression,25952,4669,,
TRUE,"2,62782464411873E-07",637,605,44,"0,072727272727273","0,069073783359498",GO:0051240,GO:BP,positive regulation of multicellular organismal process,25952,15764,,
TRUE,"2,87695040704339E-07",2432,605,106,"0,175206611570248","0,04358552631579",GO:0044271,GO:BP,cellular nitrogen compound biosynthetic process,25952,12762,,
TRUE,"3,00584985272758E-07",130,605,19,"0,031404958677686","0,146153846153846",GO:0002697,GO:BP,regulation of immune effector process,25952,1351,,
TRUE,"3,59384051456213E-07",871,605,53,"0,087603305785124","0,060849598163031",GO:0051254,GO:BP,positive regulation of RNA metabolic process,25952,15775,,
TRUE,"3,99337942932214E-07",953,605,56,"0,092561983471074","0,058761804826863",GO:0045935,GO:BP,positive regulation of nucleobase-containing compound metabolic process,25952,13705,,
TRUE,"4,24053455505297E-07",1850,605,87,"0,143801652892562","0,047027027027027",GO:0065008,GO:BP,regulation of biological quality,25952,18688,,
TRUE,"4,78022451755243E-07",1319,605,69,"0,11404958677686","0,052312357846854",GO:0010605,GO:BP,negative regulation of macromolecule metabolic process,25952,4772,,
TRUE,"5,0937396312949E-07",1151,605,63,"0,104132231404959","0,054735013032146",GO:0050793,GO:BP,regulation of developmental process,25952,15390,,
TRUE,"5,27847784480962E-07",555,605,40,"0,066115702479339","0,072072072072072",GO:0001932,GO:BP,regulation of protein phosphorylation,25952,675,,
TRUE,"6,13328835540734E-07",443,605,35,"0,057851239669422","0,079006772009029",GO:0048534,GO:BP,hematopoietic or lymphoid organ development,25952,14917,,
TRUE,"7,56420456447274E-07",469,605,36,"0,059504132231405","0,076759061833689",GO:0002520,GO:BP,immune system development,25952,1178,,
TRUE,"7,85624090399726E-07",2508,605,107,"0,176859504132231","0,042663476874003",GO:0009059,GO:BP,macromolecule biosynthetic process,25952,3682,,
TRUE,"8,76792137739531E-07",1028,605,58,"0,095867768595041","0,056420233463035",GO:0050790,GO:BP,regulation of catalytic activity,25952,15388,,
TRUE,"1,01050041503919E-06",124,605,18,"0,029752066115703","0,145161290322581",GO:0002250,GO:BP,adaptive immune response,25952,918,,
TRUE,"1,07817846828362E-06",323,605,29,"0,047933884297521","0,089783281733746",GO:0030155,GO:BP,regulation of cell adhesion,25952,7752,,
TRUE,"1,1552631715842E-06",125,605,18,"0,029752066115703","0,144",GO:0030217,GO:BP,T cell differentiation,25952,7791,,
TRUE,"1,15907131488809E-06",795,605,49,"0,08099173553719","0,061635220125786",GO:0045893,GO:BP,positive regulation of transcription, DNA-templated,25952,13665,
TRUE,"1,2275580991303E-06",2205,605,97,"0,160330578512397","0,043990929705215",GO:0048731,GO:BP,system development,25952,15094,,
TRUE,"1,30632050439533E-06",621,605,42,"0,069421487603306","0,067632850241546",GO:0009968,GO:BP,negative regulation of signal transduction,25952,4289,,
TRUE,"1,34241080832626E-06",1265,605,66,"0,109090909090909","0,052173913043478",GO:0065009,GO:BP,regulation of molecular function,25952,18689,,
TRUE,"1,50968766507682E-06",2472,605,105,"0,173553719008264","0,04247572815534",GO:0034645,GO:BP,cellular macromolecule biosynthetic process,25952,10044,,
TRUE,"1,74857645237423E-06",177,605,21,"0,034710743801653","0,11864406779661",GO:0051249,GO:BP,regulation of lymphocyte activation,25952,15770,,
TRUE,"1,80997554975465E-06",885,605,52,"0,085950413223141","0,058757062146893",GO:0008283,GO:BP,cell population proliferation,25952,3587,,
TRUE,"1,9145998385205E-06",629,605,42,"0,069421487603306","0,066772655007949",GO:0043067,GO:BP,regulation of programmed cell death,25952,12178,,
TRUE,"1,93271255930008E-06",654,605,43,"0,071074380165289","0,065749235474006",GO:0010648,GO:BP,negative regulation of cell communication,25952,4814,,
TRUE,"1,96746946343587E-06",605,605,41,"0,067768595041322","0,067768595041322",GO:2000026,GO:BP,regulation of multicellular organismal development,25952,29262,,
TRUE,"2,04128514794336E-06",731,605,46,"0,07603305785124","0,062927496580027",GO:0042127,GO:BP,regulation of cell population proliferation,25952,11598,,
TRUE,"2,21923411611087E-06",657,605,43,"0,071074380165289","0,06544901065449",GO:0023057,GO:BP,negative regulation of signaling,25952,7688,,
TRUE,"2,47480824963145E-06",2364,605,101,"0,166942148760331","0,042724196277496",GO:0007275,GO:BP,multicellular organism development,25952,3186,,
TRUE,"2,64132235732246E-06",1115,605,60,"0,099173553719008","0,053811659192825",GO:0051172,GO:BP,negative regulation of nitrogen compound metabolic process,25952,15707,,
TRUE,"3,20152506284162E-06",2572,605,107,"0,176859504132231","0,041601866251944",GO:0051234,GO:BP,establishment of localization,25952,15758,,
TRUE,"3,35276529761079E-06",821,605,49,"0,08099173553719","0,059683313032887",GO:1903508,GO:BP,positive regulation of nucleic acid-templated transcription,25952,26560,,
TRUE,"3,35276529761079E-06",821,605,49,"0,08099173553719","0,059683313032887",GO:1902680,GO:BP,positive regulation of RNA biosynthetic process,25952,25826,,
TRUE,"3,46335417772382E-06",450,605,34,"0,056198347107438","0,075555555555556",GO:1901701,GO:BP,cellular response to oxygen-containing compound,25952,24954,,
TRUE,"3,51961195356432E-06",239,605,24,"0,039669421487603","0,100418410041841",GO:0010942,GO:BP,positive regulation of cell death,25952,5084,,
TRUE,"4,74603123453833E-06",78,605,14,"0,023140495867769","0,179487179487179",GO:0071216,GO:BP,cellular response to biotic stimulus,25952,19335,,
TRUE,"4,89036372047449E-06",2493,605,104,"0,171900826446281","0,041716807059767",GO:0006810,GO:BP,transport,25952,2785,,
TRUE,"7,13136446566853E-06",463,605,34,"0,056198347107438","0,073434125269978",GO:0040012,GO:BP,regulation of locomotion,25952,11508,,
TRUE,"8,11013173144124E-06",925,605,52,"0,085950413223141","0,056216216216216",GO:0010557,GO:BP,positive regulation of macromolecule biosynthetic process,25952,4729,,
TRUE,"9,41860372506261E-06",2960,605,117,"0,193388429752066","0,039527027027027",GO:0046483,GO:BP,heterocycle metabolic process,25952,14222,,
TRUE,"9,52725662835221E-06",3097,605,121,"0,2","0,039070067807556",GO:1901360,GO:BP,organic cyclic compound metabolic process,25952,24652,,
TRUE,"9,82306839467145E-06",36,605,10,"0,016528925619835","0,277777777777778",GO:0042116,GO:BP,macrophage activation,25952,11589,,
TRUE,"9,8438475516874E-06",1242,605,63,"0,104132231404959","0,050724637681159",GO:0051246,GO:BP,regulation of protein metabolic process,25952,15767,,
TRUE,"1,00282858216245E-05",2297,605,97,"0,160330578512397","0,042228994340444",GO:0016070,GO:BP,RNA metabolic process,25952,5696,,
TRUE,"1,05999868501923E-05",214,605,22,"0,036363636363636","0,102803738317757",GO:0031347,GO:BP,regulation of defense response,25952,8316,,
TRUE,"1,06377361720575E-05",160,605,19,"0,031404958677686","0,11875",GO:0002683,GO:BP,negative regulation of immune system process,25952,1337,,
TRUE,"1,32591344874415E-05",428,605,32,"0,052892561983471","0,074766355140187",GO:0051241,GO:BP,negative regulation of multicellular organismal process,25952,15765,,
TRUE,"1,41199536782296E-05",913,605,51,"0,084297520661157","0,055859802847755",GO:0033554,GO:BP,cellular response to stress,25952,9559,,
