significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order
TRUE,"0,012466305152792",280,486,18,"0,037037037037037","0,064285714285714",GO:0048858,GO:BP,cell projection morphogenesis,25952,15213
TRUE,"0,012565211047871",308,486,19,"0,039094650205761","0,061688311688312",GO:0007420,GO:BP,brain development,25952,3314
TRUE,"0,014433027308925",283,486,18,"0,037037037037037","0,063604240282686",GO:0099537,GO:BP,trans-synaptic signaling,25952,22448
TRUE,"0,015202453192161",3360,486,97,"0,199588477366255","0,028869047619048",GO:0007154,GO:BP,cell communication,25952,3074
TRUE,"0,015406242519222",8,486,4,"0,008230452674897","0,5",GO:1900273,GO:BP,positive regulation of long-term synaptic potentiation,25952,23598
TRUE,"0,015894671790174",285,486,18,"0,037037037037037","0,063157894736842",GO:0099536,GO:BP,synaptic signaling,25952,22447
TRUE,"0,016448436363413",3322,486,96,"0,197530864197531","0,028898254063817",GO:0023052,GO:BP,signaling,25952,7683
TRUE,"0,017837922379161",182,486,14,"0,02880658436214","0,076923076923077",GO:0099177,GO:BP,regulation of trans-synaptic signaling,25952,22417
TRUE,"0,019387560660808",114,486,11,"0,022633744855967","0,096491228070175",GO:0098742,GO:BP,cell-cell adhesion via plasma-membrane adhesion molecules,25952,22183
TRUE,"0,022115917397733",292,486,18,"0,037037037037037","0,061643835616438",GO:0032990,GO:BP,cell part morphogenesis,25952,9217
TRUE,"0,024895088057657",96,486,10,"0,020576131687243","0,104166666666667",GO:0007369,GO:BP,gastrulation,25952,3268
TRUE,"0,025801221408995",188,486,14,"0,02880658436214","0,074468085106383",GO:0030900,GO:BP,forebrain development,25952,8081
TRUE,"0,026239317261376",1261,486,46,"0,094650205761317","0,036478984932593",GO:0032879,GO:BP,regulation of localization,25952,9122
TRUE,"0,026496156779527",29,486,6,"0,012345679012346","0,206896551724138",GO:0032963,GO:BP,collagen metabolic process,25952,9194
TRUE,"0,030348417752547",1385,486,49,"0,10082304526749","0,035379061371841",GO:0070887,GO:BP,cellular response to chemical stimulus,25952,19192
TRUE,"0,030390103216251",18,486,5,"0,010288065843621","0,277777777777778",GO:0018149,GO:BP,peptide cross-linking,25952,6062
TRUE,"0,03259860381868",79,486,9,"0,018518518518519","0,113924050632911",GO:0007156,GO:BP,homophilic cell adhesion via plasma membrane adhesion molecules,25952,3076
TRUE,"0,03471083954343",144,486,12,"0,024691358024691","0,083333333333333",GO:0090092,GO:BP,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,25952,21228
TRUE,"0,038512183555552",3081,486,89,"0,183127572016461","0,028886725089257",GO:0007165,GO:BP,signal transduction,25952,3085
TRUE,"0,040610086736402",19,486,5,"0,010288065843621","0,263157894736842",GO:0085029,GO:BP,extracellular matrix assembly,25952,21065
TRUE,"0,040781367899871",277,486,17,"0,034979423868313","0,061371841155235",GO:0007268,GO:BP,chemical synaptic transmission,25952,3179
TRUE,"0,040781367899871",277,486,17,"0,034979423868313","0,061371841155235",GO:0098916,GO:BP,anterograde trans-synaptic signaling,25952,22278
TRUE,"0,043013484392862",428,486,22,"0,045267489711934","0,051401869158879",GO:0051241,GO:BP,negative regulation of multicellular organismal process,25952,15765
TRUE,"0,043628658024065",197,486,14,"0,02880658436214","0,071065989847716",GO:0007409,GO:BP,axonogenesis,25952,3304
TRUE,"0,044414602449879",1096,486,41,"0,084362139917696","0,037408759124088",GO:0071310,GO:BP,cellular response to organic substance,25952,19425
TRUE,"0,044724326223608",251,486,16,"0,032921810699589","0,063745019920319",GO:0048667,GO:BP,cell morphogenesis involved in neuron differentiation,25952,15031
TRUE,"4,57034672784521E-38",991,486,95,"0,195473251028807","0,095862764883956",GO:0005576,GO:CC,extracellular region,25952,248
TRUE,"2,02613056714489E-34",11117,486,345,"0,709876543209877","0,031033552217325",GO:0110165,GO:CC,cellular anatomical entity,25952,3871
TRUE,"1,80441206329667E-33",11217,486,345,"0,709876543209877","0,030756886868147",GO:0005575,GO:CC,cellular_component,25952,247
TRUE,"2,31525686392509E-22",162,486,33,"0,067901234567901","0,203703703703704",GO:0031012,GO:CC,extracellular matrix,25952,1208
TRUE,"5,28948951219114E-17",107,486,24,"0,049382716049383","0,224299065420561",GO:0062023,GO:CC,collagen-containing extracellular matrix,25952,2694
TRUE,"1,49790631000808E-15",421,486,41,"0,084362139917696","0,097387173396675",GO:0005615,GO:CC,extracellular space,25952,285
TRUE,"2,89473387746459E-14",2337,486,103,"0,211934156378601","0,044073598630723",GO:0071944,GO:CC,cell periphery,25952,3147
TRUE,"3,54096248871139E-14",5567,486,183,"0,376543209876543","0,032872283096821",GO:0016020,GO:CC,membrane,25952,858
TRUE,"1,65630436728088E-12",2264,486,97,"0,199588477366255","0,042844522968198",GO:0005886,GO:CC,plasma membrane,25952,522
TRUE,"3,83188713162827E-08",52,486,12,"0,024691358024691","0,230769230769231",GO:0005604,GO:CC,basement membrane,25952,275
TRUE,"4,76523852813859E-07",3825,486,121,"0,248971193415638","0,031633986928105",GO:0031224,GO:CC,intrinsic component of membrane,25952,1246
TRUE,"2,9779005701937E-06",3771,486,117,"0,240740740740741","0,031026252983294",GO:0016021,GO:CC,integral component of membrane,25952,859
TRUE,"1,06109120935582E-05",484,486,29,"0,059670781893004","0,059917355371901",GO:0098590,GO:CC,plasma membrane region,25952,3598
TRUE,"1,4505509875079E-05",275,486,21,"0,04320987654321","0,076363636363636",GO:0009986,GO:CC,cell surface,25952,799
TRUE,"5,24915175084552E-05",522,486,29,"0,059670781893004","0,055555555555556",GO:0031226,GO:CC,intrinsic component of plasma membrane,25952,1248
TRUE,"0,000139225461464",5376,486,146,"0,300411522633745","0,027157738095238",GO:0005737,GO:CC,cytoplasm,25952,392
TRUE,"0,000273113140866",566,486,29,"0,059670781893004","0,051236749116608",GO:0045202,GO:CC,synapse,25952,2457
TRUE,"0,000487870879317",921,486,39,"0,080246913580247","0,042345276872964",GO:0030054,GO:CC,cell junction,25952,1035
TRUE,"0,000591057516715",858,486,37,"0,076131687242798","0,043123543123543",GO:0042995,GO:CC,cell projection,25952,2103
TRUE,"0,000725404646085",23,486,6,"0,012345679012346","0,260869565217391",GO:0005581,GO:CC,collagen trimer,25952,252
TRUE,"0,001232815082307",25,486,6,"0,012345679012346","0,24",GO:0098889,GO:CC,intrinsic component of presynaptic membrane,25952,3683
TRUE,"0,001293562535595",484,486,25,"0,051440329218107","0,051652892561984",GO:0005887,GO:CC,integral component of plasma membrane,25952,523
TRUE,"0,001330322249362",38,486,7,"0,01440329218107","0,184210526315789",GO:0042734,GO:CC,presynaptic membrane,25952,2092
TRUE,"0,001577424195083",825,486,35,"0,07201646090535","0,042424242424242",GO:0120025,GO:CC,plasma membrane bounded cell projection,25952,3875
TRUE,"0,005798726133852",4,486,3,"0,006172839506173","0,75",GO:0098643,GO:CC,banded collagen fibril,25952,3608
TRUE,"0,005798726133852",4,486,3,"0,006172839506173","0,75",GO:0005583,GO:CC,fibrillar collagen trimer,25952,254
TRUE,"0,00624413331808",20,486,5,"0,010288065843621","0,25",GO:0099056,GO:CC,integral component of presynaptic membrane,25952,3748
TRUE,"0,008482694166698",380,486,20,"0,041152263374486","0,052631578947368",GO:0043005,GO:CC,neuron projection,25952,2104
TRUE,"0,008705105593667",412,486,21,"0,04320987654321","0,050970873786408",GO:0099512,GO:CC,supramolecular fiber,25952,3796
TRUE,"0,009015299422779",413,486,21,"0,04320987654321","0,050847457627119",GO:0099081,GO:CC,supramolecular polymer,25952,3766
TRUE,"0,009136401357842",88,486,9,"0,018518518518519","0,102272727272727",GO:0098858,GO:CC,actin-based cell projection,25952,3674
TRUE,"0,00965018676319",264,486,16,"0,032921810699589","0,060606060606061",GO:0015629,GO:CC,actin cytoskeleton,25952,845
TRUE,"0,014294623500329",5,486,3,"0,006172839506173","0,6",GO:0098644,GO:CC,complex of collagen trimers,25952,3609
TRUE,"0,014527763906115",7616,486,182,"0,374485596707819","0,023897058823529",GO:0005622,GO:CC,intracellular anatomical structure,25952,291
TRUE,"0,015814022307516",1191,486,42,"0,08641975308642","0,035264483627204",GO:0005856,GO:CC,cytoskeleton,25952,499
TRUE,"0,018503475806394",168,486,12,"0,024691358024691","0,071428571428571",GO:0045177,GO:CC,apical part of cell,25952,2453
TRUE,"0,028555232646842",60,486,7,"0,01440329218107","0,116666666666667",GO:0099240,GO:CC,intrinsic component of synaptic membrane,25952,3790
TRUE,"0,040193601855077",210,486,13,"0,026748971193416","0,061904761904762",GO:0036477,GO:CC,somatodendritic compartment,25952,1974
TRUE,"0,048647207329891",7,486,3,"0,006172839506173","0,428571428571429",GO:0016012,GO:CC,sarcoglycan complex,25952,855
TRUE,"0,048647207329891",7,486,3,"0,006172839506173","0,428571428571429",GO:0016011,GO:CC,dystroglycan complex,25952,854
TRUE,"2,05346586387578E-39",11593,486,363,"0,746913580246914","0,031311998619857",GO:0003674,GO:MF,molecular_function,25952,406
TRUE,"1,56531350774486E-27",8678,486,284,"0,584362139917695","0,032726434662365",GO:0005488,GO:MF,binding,25952,1874
TRUE,"1,78764667006614E-18",5273,486,188,"0,386831275720165","0,035653328276124",GO:0005515,GO:MF,protein binding,25952,1891
TRUE,"8,11244223553901E-11",470,486,37,"0,076131687242798","0,078723404255319",GO:0005509,GO:MF,calcium ion binding,25952,1889
TRUE,"1,07989582462135E-10",2075,486,88,"0,181069958847737","0,042409638554217",GO:0043169,GO:MF,cation binding,25952,6805
TRUE,"1,17609349340526E-09",2020,486,84,"0,172839506172839","0,041584158415842",GO:0046872,GO:MF,metal ion binding,25952,7362
TRUE,"1,19379178724326E-08",503,486,35,"0,07201646090535","0,069582504970179",GO:0044877,GO:MF,protein-containing complex binding,25952,7160
TRUE,"1,23614781372003E-08",3459,486,118,"0,242798353909465","0,034113905753108",GO:0043167,GO:MF,ion binding,25952,6803
TRUE,"3,6595569919794E-08",30,486,10,"0,020576131687243","0,333333333333333",GO:0005201,GO:MF,extracellular matrix structural constituent,25952,1709
TRUE,"6,42855895385686E-08",354,486,28,"0,05761316872428","0,07909604519774",GO:0005198,GO:MF,structural molecule activity,25952,1706
TRUE,"3,23563360157163E-07",156,486,18,"0,037037037037037","0,115384615384615",GO:0008237,GO:MF,metallopeptidase activity,25952,2062
TRUE,"1,72837088437193E-06",4272,486,130,"0,267489711934156","0,030430711610487",GO:0003824,GO:MF,catalytic activity,25952,520
TRUE,"2,26645062417921E-06",85,486,13,"0,026748971193416","0,152941176470588",GO:0005539,GO:MF,glycosaminoglycan binding,25952,1911
TRUE,"3,86460134792081E-06",296,486,23,"0,047325102880658","0,077702702702703",GO:0004175,GO:MF,endopeptidase activity,25952,836
TRUE,"4,02969221707559E-06",89,486,13,"0,026748971193416","0,146067415730337",GO:0004222,GO:MF,metalloendopeptidase activity,25952,881
TRUE,"1,00923569720629E-05",473,486,29,"0,059670781893004","0,061310782241015",GO:0008233,GO:MF,peptidase activity,25952,2058
TRUE,"2,6678079078664E-05",554,486,31,"0,063786008230453","0,055956678700361",GO:0008092,GO:MF,cytoskeletal protein binding,25952,1971
TRUE,"7,19162814909197E-05",269,486,20,"0,041152263374486","0,074349442379182",GO:0003779,GO:MF,actin binding,25952,476
TRUE,"0,000249444889037",1849,486,65,"0,133744855967078","0,035154137371552",GO:0016787,GO:MF,hydrolase activity,25952,3777
TRUE,"0,000740809067553",117,486,12,"0,024691358024691","0,102564102564103",GO:0050839,GO:MF,cell adhesion molecule binding,25952,9115
TRUE,"0,0020256308855",748,486,33,"0,067901234567901","0,044117647058824",GO:0005102,GO:MF,signaling receptor binding,25952,1618
TRUE,"0,002127680555869",53,486,8,"0,016460905349794","0,150943396226415",GO:0008201,GO:MF,heparin binding,25952,2051
TRUE,"0,005474445819708",98,486,10,"0,020576131687243","0,102040816326531",GO:1901681,GO:MF,sulfur compound binding,25952,11946
TRUE,"0,005968758445674",79,486,9,"0,018518518518519","0,113924050632911",GO:0019838,GO:MF,growth factor binding,25952,4611
TRUE,"0,008824886565715",32,486,6,"0,012345679012346","0,1875",GO:0005518,GO:MF,collagen binding,25952,1894
TRUE,"0,010036984109599",105,486,10,"0,020576131687243","0,095238095238095",GO:0051015,GO:MF,actin filament binding,25952,9127
TRUE,"0,012715981734216",11,486,4,"0,008230452674897","0,363636363636364",GO:0019825,GO:MF,oxygen binding,25952,4605
TRUE,"0,040073408545708",59,486,7,"0,01440329218107","0,11864406779661",GO:0005178,GO:MF,integrin binding,25952,1689
TRUE,"0,044073048854079",6,486,3,"0,006172839506173","0,5",GO:0048407,GO:MF,platelet-derived growth factor binding,25952,8436
